time	V(n002)
8.336268973588171e-004	-3.592748e-002
8.440900670016741e-004	-3.272245e-002
8.545532366445310e-004	-2.983286e-002
8.650164062873879e-004	-2.725871e-002
8.754795759302448e-004	-2.488696e-002
8.859427455731018e-004	-2.268459e-002
8.964059152159587e-004	-2.065161e-002
9.068690848588155e-004	-1.878801e-002
9.173322545016725e-004	-1.709380e-002
9.277954241445294e-004	-1.556897e-002
9.382585937873863e-004	-1.421352e-002
9.487217634302432e-004	-1.296546e-002
9.591849330731002e-004	-1.180735e-002
9.696481027159571e-004	-1.073920e-002
9.801112723588140e-004	-9.761016e-003
9.905744420016711e-004	-8.872785e-003
1.001037611644528e-003	-8.074514e-003
1.011500781287385e-003	-7.366201e-003
1.021963950930242e-003	-6.714352e-003
1.032427120573099e-003	-6.109850e-003
1.042890290215956e-003	-5.552694e-003
1.053353459858813e-003	-5.042885e-003
1.063816629501670e-003	-4.580423e-003
1.074279799144526e-003	-4.165307e-003
1.084742968787383e-003	-3.797538e-003
1.095206138430240e-003	-3.459241e-003
1.105669308073097e-003	-3.145677e-003
1.116132477715954e-003	-2.856845e-003
1.126595647358811e-003	-2.592745e-003
1.137058817001668e-003	-2.353378e-003
1.147521986644525e-003	-2.138743e-003
1.157985156287382e-003	-1.948840e-003
1.168797098251667e-003	-1.768878e-003
1.179609040215953e-003	-1.602484e-003
1.190420982180238e-003	-1.449656e-003
1.201232924144524e-003	-1.310395e-003
1.212044866108809e-003	-1.184702e-003
1.222856808073095e-003	-1.072575e-003
1.233668750037380e-003	-9.740157e-004
1.245178236644523e-003	-8.782867e-004
1.256687723251665e-003	-7.901610e-004
1.268197209858808e-003	-7.096387e-004
1.279706696465951e-003	-6.367198e-004
1.291216183073093e-003	-5.714043e-004
1.302725669680236e-003	-5.136921e-004
1.314235156287378e-003	-4.635833e-004
1.327488504501664e-003	-4.115946e-004
1.340741852715949e-003	-3.642056e-004
1.353995200930235e-003	-3.214162e-004
1.367248549144520e-003	-2.832265e-004
1.380501897358806e-003	-2.496365e-004
1.393755245573091e-003	-2.206461e-004
1.407008593787376e-003	-1.962554e-004
1.423400892894519e-003	-1.696200e-004
1.439793192001662e-003	-1.457261e-004
1.456185491108804e-003	-1.245734e-004
1.472577790215947e-003	-1.061622e-004
1.488970089323089e-003	-9.049226e-005
1.505362388430231e-003	-7.756372e-005
1.521754687537374e-003	-6.737655e-005
1.545122433073088e-003	-5.508407e-005
1.568490178608802e-003	-4.437282e-005
1.591857924144515e-003	-3.524281e-005
1.615225669680229e-003	-2.769404e-005
1.638593415215943e-003	-2.172651e-005
1.661961160751657e-003	-1.734021e-005
1.685328906287371e-003	-1.453514e-005
1.730669308073084e-003	-1.036676e-005
1.776009709858797e-003	-6.930108e-006
1.821350111644511e-003	-4.225170e-006
1.866690513430224e-003	-2.251952e-006
1.912030915215937e-003	-1.010453e-006
1.957371317001651e-003	-5.006744e-007
2.002711718787364e-003	-7.226149e-007
2.456813281287354e-003	-9.449764e-009
2.498317187537353e-003	-6.344822e-009
2.500000000000000e-003	-6.242551e-009
