time	V(n002)
4.402117187873959e-004	1.904079e+001
4.538138393231100e-004	1.968048e+001
4.674159598588242e-004	1.996311e+001
4.810180803945383e-004	1.988867e+001
4.946202009302525e-004	1.945715e+001
5.082223214659666e-004	1.866857e+001
5.218244420016808e-004	1.752292e+001
5.354265625373949e-004	1.602019e+001
5.427507812873947e-004	1.508664e+001
5.500750000373946e-004	1.408665e+001
5.573992187873944e-004	1.302023e+001
5.647234375373943e-004	1.188739e+001
5.720476562873941e-004	1.068811e+001
5.793718750373940e-004	9.422405e+000
5.866960937873938e-004	8.090270e+000
5.905325893231081e-004	7.380239e+000
5.943690848588222e-004	6.662026e+000
5.982055803945365e-004	5.935631e+000
6.020420759302506e-004	5.201053e+000
6.058785714659648e-004	4.458292e+000
6.097150670016790e-004	3.707349e+000
6.135515625373932e-004	2.948224e+000
6.184343750373931e-004	1.979399e+000
6.282000000373929e-004	2.991740e-002
6.309901786088214e-004	-5.290249e-001
6.337803571802499e-004	-1.086474e+000
6.365705357516784e-004	-1.642430e+000
6.393607143231070e-004	-2.196893e+000
6.421508928945355e-004	-2.749863e+000
6.449410714659640e-004	-3.301339e+000
6.477312500373925e-004	-3.851323e+000
6.540091518231067e-004	-5.086174e+000
6.602870536088208e-004	-6.289505e+000
6.665649553945350e-004	-7.461314e+000
6.728428571802491e-004	-8.601602e+000
6.791207589659633e-004	-9.710370e+000
6.853986607516775e-004	-1.078762e+001
6.916765625373916e-004	-1.183334e+001
7.017909598588199e-004	-1.343061e+001
7.119053571802483e-004	-1.485922e+001
7.220197545016766e-004	-1.611916e+001
7.321341518231050e-004	-1.721042e+001
7.422485491445334e-004	-1.813302e+001
7.523629464659617e-004	-1.888695e+001
7.624773437873901e-004	-1.947221e+001
7.750331473588184e-004	-1.987389e+001
7.875889509302466e-004	-1.997291e+001
8.001447545016750e-004	-1.976926e+001
8.127005580731033e-004	-1.926294e+001
8.252563616445316e-004	-1.845395e+001
8.378121652159599e-004	-1.734229e+001
8.503679687873882e-004	-1.592796e+001
8.576921875373880e-004	-1.498559e+001
8.650164062873879e-004	-1.397744e+001
8.723406250373877e-004	-1.290350e+001
8.796648437873876e-004	-1.176377e+001
8.869890625373874e-004	-1.055825e+001
8.943132812873873e-004	-9.286941e+000
9.016375000373871e-004	-7.949845e+000
9.054739955731013e-004	-7.237555e+000
9.093104911088155e-004	-6.517299e+000
9.131469866445297e-004	-5.789078e+000
9.169834821802439e-004	-5.052890e+000
9.208199777159581e-004	-4.308736e+000
9.246564732516723e-004	-3.556617e+000
9.284929687873865e-004	-2.796531e+000
9.305856027159579e-004	-2.381164e+000
9.326782366445293e-004	-1.965210e+000
9.347708705731007e-004	-1.548669e+000
9.368635045016720e-004	-1.131542e+000
9.389561384302434e-004	-7.138288e-001
9.410487723588148e-004	-2.955287e-001
9.431414062873862e-004	1.233578e-001
9.462803571802433e-004	7.523799e-001
9.494193080731004e-004	1.379124e+000
9.525582589659575e-004	2.003590e+000
9.556972098588145e-004	2.625778e+000
9.588361607516715e-004	3.245688e+000
9.619751116445287e-004	3.863319e+000
9.651140625373857e-004	4.478673e+000
9.717407366445285e-004	5.772486e+000
9.783674107516711e-004	7.027690e+000
9.849940848588139e-004	8.244284e+000
9.916207589659566e-004	9.422270e+000
9.982474330730994e-004	1.056165e+001
1.004874107180242e-003	1.166241e+001
1.011500781287385e-003	1.272457e+001
1.022312723251670e-003	1.434757e+001
1.033124665215956e-003	1.576853e+001
1.043936607180241e-003	1.698745e+001
1.054748549144527e-003	1.800432e+001
1.065560491108812e-003	1.881914e+001
1.076372433073098e-003	1.943192e+001
1.087184375037383e-003	1.984266e+001
1.099042633965954e-003	1.997718e+001
1.110900892894526e-003	1.984673e+001
1.122759151823097e-003	1.945130e+001
1.134617410751668e-003	1.879090e+001
1.146475669680239e-003	1.786554e+001
1.158333928608810e-003	1.667520e+001
1.170192187537382e-003	1.521989e+001
1.177167633965953e-003	1.426549e+001
1.184143080394524e-003	1.325481e+001
1.191118526823095e-003	1.218786e+001
1.198093973251667e-003	1.106462e+001
1.205069419680238e-003	9.885112e+000
1.212044866108809e-003	8.649322e+000
1.219020312537380e-003	7.357252e+000
1.222508035751666e-003	6.702385e+000
1.225995758965952e-003	6.041399e+000
1.229483482180237e-003	5.374293e+000
1.232971205394523e-003	4.701068e+000
1.236458928608809e-003	4.021723e+000
1.239946651823094e-003	3.336259e+000
1.243434375037380e-003	2.644675e+000
1.245178236644523e-003	2.298389e+000
1.246922098251666e-003	1.951669e+000
1.248665959858809e-003	1.604513e+000
1.250409821465951e-003	1.256923e+000
1.252153683073094e-003	9.088974e-001
1.253897544680237e-003	5.604372e-001
1.255641406287380e-003	2.115421e-001
1.257734040215951e-003	-2.073475e-001
1.259826674144523e-003	-6.256891e-001
1.261919308073094e-003	-1.043483e+000
1.264011942001665e-003	-1.460728e+000
1.266104575930237e-003	-1.877426e+000
1.268197209858808e-003	-2.293575e+000
1.270289843787379e-003	-2.709177e+000
1.275870200930236e-003	-3.818199e+000
1.281450558073093e-003	-4.907048e+000
1.287030915215950e-003	-5.975723e+000
1.292611272358808e-003	-7.024224e+000
1.298191629501665e-003	-8.052551e+000
1.303771986644522e-003	-9.060704e+000
1.309352343787379e-003	-1.004868e+001
1.318420424144521e-003	-1.159864e+001
1.327488504501664e-003	-1.302691e+001
1.336556584858807e-003	-1.433350e+001
1.345624665215949e-003	-1.551840e+001
1.354692745573092e-003	-1.658162e+001
1.363760825930235e-003	-1.752317e+001
1.372828906287377e-003	-1.834303e+001
1.387477343787377e-003	-1.930311e+001
1.402125781287377e-003	-1.984701e+001
1.416774218787376e-003	-1.997473e+001
1.431422656287376e-003	-1.968628e+001
1.446071093787376e-003	-1.898165e+001
1.460719531287375e-003	-1.786084e+001
1.475367968787375e-003	-1.632385e+001
1.482692187537375e-003	-1.542038e+001
1.490016406287375e-003	-1.444836e+001
1.497340625037375e-003	-1.340778e+001
1.504664843787374e-003	-1.229863e+001
1.511989062537374e-003	-1.112093e+001
1.519313281287374e-003	-9.874662e+000
1.526637500037374e-003	-8.559837e+000
1.530822767894517e-003	-7.792754e+000
1.535008035751660e-003	-7.015480e+000
1.539193303608802e-003	-6.228015e+000
1.543378571465945e-003	-5.430359e+000
1.547563839323088e-003	-4.622512e+000
1.551749107180231e-003	-3.804474e+000
1.555934375037373e-003	-2.976245e+000
1.560817187537373e-003	-2.007598e+000
1.570582812537373e-003	-5.827020e-002
1.573372991108802e-003	5.006779e-001
1.576163169680230e-003	1.058155e+000
1.578953348251659e-003	1.614161e+000
1.581743526823087e-003	2.168695e+000
1.584533705394516e-003	2.721758e+000
1.587323883965944e-003	3.273351e+000
1.590114062537373e-003	3.823472e+000
1.596391964323087e-003	5.058718e+000
1.602669866108801e-003	6.262545e+000
1.608947767894515e-003	7.434954e+000
1.615225669680229e-003	8.575943e+000
1.621503571465943e-003	9.685513e+000
1.627781473251658e-003	1.076366e+001
1.634059375037372e-003	1.181040e+001
1.644173772358800e-003	1.340953e+001
1.654288169680228e-003	1.484015e+001
1.664402567001657e-003	1.610226e+001
1.674516964323085e-003	1.719586e+001
1.684631361644513e-003	1.812096e+001
1.694745758965942e-003	1.887754e+001
1.704860156287370e-003	1.946561e+001
1.717764732180227e-003	1.987579e+001
1.730669308073084e-003	1.996735e+001
1.743573883965941e-003	1.974027e+001
1.756478459858798e-003	1.919456e+001
1.769383035751655e-003	1.833022e+001
1.782287611644511e-003	1.714725e+001
1.795192187537368e-003	1.564565e+001
1.802516406287368e-003	1.467720e+001
1.809840625037368e-003	1.364491e+001
1.817164843787368e-003	1.254877e+001
1.824489062537368e-003	1.138879e+001
1.831813281287367e-003	1.016497e+001
1.839137500037367e-003	8.877308e+000
1.846461718787367e-003	7.525803e+000
1.849949442001653e-003	6.873198e+000
1.853437165215938e-003	6.214262e+000
1.856924888430224e-003	5.548992e+000
1.860412611644510e-003	4.877389e+000
1.863900334858795e-003	4.199454e+000
1.867388058073081e-003	3.515186e+000
1.870875781287367e-003	2.824585e+000
1.872619642894509e-003	2.478706e+000
1.874363504501652e-003	2.132338e+000
1.876107366108795e-003	1.785480e+000
1.877851227715938e-003	1.438132e+000
1.879595089323081e-003	1.090294e+000
1.881338950930223e-003	7.419657e-001
1.883082812537366e-003	3.931478e-001
1.890407031287366e-003	-1.070848e+000
1.894941071465937e-003	-1.979318e+000
1.899475111644509e-003	-2.879150e+000
1.904009151823080e-003	-3.770343e+000
1.908543192001652e-003	-4.652897e+000
1.913077232180223e-003	-5.526812e+000
1.917611272358794e-003	-6.392089e+000
1.922145312537365e-003	-7.248726e+000
1.930167075930222e-003	-8.739687e+000
1.938188839323079e-003	-1.015319e+001
1.946210602715936e-003	-1.148924e+001
1.954232366108793e-003	-1.274784e+001
1.962254129501650e-003	-1.392898e+001
1.970275892894507e-003	-1.503267e+001
1.978297656287364e-003	-1.605890e+001
1.995736272358792e-003	-1.791027e+001
2.013174888430221e-003	-1.917511e+001
2.030613504501649e-003	-1.985343e+001
2.048052120573077e-003	-1.994522e+001
2.065490736644506e-003	-1.945048e+001
2.082929352715934e-003	-1.836922e+001
2.100367968787362e-003	-1.670143e+001
2.108040959858790e-003	-1.579300e+001
2.115713950930219e-003	-1.480748e+001
2.123386942001647e-003	-1.374488e+001
2.131059933073075e-003	-1.260519e+001
2.138732924144504e-003	-1.138841e+001
2.146405915215932e-003	-1.009454e+001
2.154078906287361e-003	-8.723591e+000
2.158264174144503e-003	-7.959662e+000
2.162449442001646e-003	-7.185239e+000
2.166634709858789e-003	-6.400322e+000
2.170819977715932e-003	-5.604911e+000
2.175005245573074e-003	-4.799005e+000
2.179190513430217e-003	-3.982605e+000
2.183375781287360e-003	-3.155711e+000
2.185468415215931e-003	-2.741401e+000
2.187561049144503e-003	-2.326345e+000
2.189653683073074e-003	-1.910544e+000
2.191746317001646e-003	-1.493999e+000
2.193838950930217e-003	-1.076708e+000
2.195931584858788e-003	-6.586725e-001
2.198024218787360e-003	-2.398918e-001
2.200116852715931e-003	1.789946e-001
2.202209486644502e-003	5.973454e-001
2.204302120573074e-003	1.015161e+000
2.206394754501645e-003	1.432440e+000
2.208487388430217e-003	1.849184e+000
2.210580022358788e-003	2.265392e+000
2.212672656287359e-003	2.681065e+000
2.218253013430217e-003	3.790341e+000
2.223833370573073e-003	4.879526e+000
2.229413727715931e-003	5.948621e+000
2.234994084858787e-003	6.997625e+000
2.240574442001644e-003	8.026539e+000
2.246154799144501e-003	9.035362e+000
2.251735156287358e-003	1.002410e+001
2.260803236644501e-003	1.157547e+001
2.269871317001644e-003	1.300531e+001
2.278939397358786e-003	1.431362e+001
2.288007477715929e-003	1.550041e+001
2.297075558073072e-003	1.656566e+001
2.306143638430215e-003	1.750939e+001
2.315211718787357e-003	1.833160e+001
2.329860156287357e-003	1.929581e+001
2.344508593787356e-003	1.984378e+001
2.359157031287356e-003	1.997552e+001
2.373805468787356e-003	1.969102e+001
2.388453906287356e-003	1.899028e+001
2.403102343787355e-003	1.787331e+001
2.417750781287355e-003	1.634011e+001
2.422982366108783e-003	1.571003e+001
2.428213950930212e-003	1.504184e+001
2.433445535751640e-003	1.433556e+001
2.438677120573069e-003	1.359117e+001
2.443908705394497e-003	1.280867e+001
2.449140290215926e-003	1.198807e+001
2.454371875037354e-003	1.112937e+001
2.456813281287354e-003	1.072051e+001
2.462044866108782e-003	9.816633e+000
2.467276450930211e-003	8.892385e+000
2.472508035751640e-003	7.947764e+000
2.477739620573068e-003	6.982772e+000
2.482971205394496e-003	5.997409e+000
2.488202790215925e-003	4.991673e+000
2.493434375037353e-003	3.965566e+000
2.498317187537353e-003	3.004391e+000
2.500000000000000e-003	2.671569e+000
