time	V(salida)
1.328934010595627e-003	1.517801e-003
1.337304546309912e-003	1.395032e-003
1.345675082024198e-003	1.265132e-003
1.354045617738484e-003	1.128101e-003
1.362416153452769e-003	9.839392e-004
1.370786689167055e-003	8.326461e-004
1.379157224881340e-003	6.742219e-004
1.384737582024197e-003	5.675502e-004
1.390317939167054e-003	4.605520e-004
1.395898296309911e-003	3.532272e-004
1.401478653452768e-003	2.455758e-004
1.407059010595625e-003	1.375978e-004
1.412639367738482e-003	2.929326e-005
1.418219724881339e-003	-7.933787e-005
1.425195171309911e-003	-2.143352e-004
1.432170617738482e-003	-3.458891e-004
1.439146064167053e-003	-4.739997e-004
1.446121510595625e-003	-5.986669e-004
1.453096957024196e-003	-7.198907e-004
1.460072403452767e-003	-8.376711e-004
1.467047849881338e-003	-9.520082e-004
1.478557336488481e-003	-1.129951e-003
1.490066823095624e-003	-1.287324e-003
1.501576309702766e-003	-1.424128e-003
1.513085796309909e-003	-1.540362e-003
1.524595282917051e-003	-1.636026e-003
1.536104769524194e-003	-1.711121e-003
1.547614256131337e-003	-1.765646e-003
1.560867604345622e-003	-1.792619e-003
1.574120952559907e-003	-1.790725e-003
1.587374300774193e-003	-1.759963e-003
1.600627648988478e-003	-1.700333e-003
1.613880997202764e-003	-1.611835e-003
1.627134345417049e-003	-1.494469e-003
1.640387693631335e-003	-1.348235e-003
1.648758229345620e-003	-1.245067e-003
1.657128765059906e-003	-1.136250e-003
1.665499300774191e-003	-1.021785e-003
1.673869836488477e-003	-9.016719e-004
1.682240372202762e-003	-7.759103e-004
1.690610907917048e-003	-6.445004e-004
1.698981443631333e-003	-5.074422e-004
1.705259345417047e-003	-4.036976e-004
1.711537247202762e-003	-3.000341e-004
1.717815148988476e-003	-1.964517e-004
1.724093050774190e-003	-9.295034e-005
1.730370952559904e-003	1.046989e-005
1.736648854345618e-003	1.138090e-004
1.742926756131332e-003	2.170671e-004
1.750948519524189e-003	3.472972e-004
1.758970282917046e-003	4.724815e-004
1.766992046309903e-003	5.926200e-004
1.775013809702760e-003	7.077128e-004
1.783035573095617e-003	8.177599e-004
1.791057336488474e-003	9.227611e-004
1.799079099881331e-003	1.022717e-003
1.816168943631331e-003	1.211076e-003
1.833258787381330e-003	1.356504e-003
1.850348631131330e-003	1.458999e-003
1.867438474881330e-003	1.518561e-003
1.884528318631329e-003	1.535192e-003
1.901618162381329e-003	1.508889e-003
1.918708006131329e-003	1.439655e-003
1.928822403452757e-003	1.376258e-003
1.938936800774185e-003	1.302064e-003
1.949051198095614e-003	1.217072e-003
1.959165595417042e-003	1.121284e-003
1.969279992738470e-003	1.014699e-003
1.979394390059899e-003	8.973168e-004
1.989508787381327e-003	7.691376e-004
1.996484233809898e-003	6.776352e-004
2.003459680238469e-003	5.846695e-004
2.010435126667041e-003	4.902408e-004
2.017410573095612e-003	3.943489e-004
2.024386019524184e-003	2.969939e-004
2.031361465952754e-003	1.981758e-004
2.038336912381326e-003	9.789451e-005
2.044614814167040e-003	8.055133e-006
2.050892715952754e-003	-8.042870e-005
2.057170617738468e-003	-1.675570e-004
2.063448519524183e-003	-2.533297e-004
2.069726421309897e-003	-3.377469e-004
2.076004323095611e-003	-4.208086e-004
2.082282224881325e-003	-5.025147e-004
2.092396622202753e-003	-6.299010e-004
2.102511019524182e-003	-7.472293e-004
2.112625416845610e-003	-8.544993e-004
2.122739814167038e-003	-9.517112e-004
2.132854211488467e-003	-1.038865e-003
2.142968608809895e-003	-1.115961e-003
2.153083006131323e-003	-1.182998e-003
2.169126532917037e-003	-1.258161e-003
2.185170059702751e-003	-1.301240e-003
2.201213586488465e-003	-1.312236e-003
2.217257113274179e-003	-1.291147e-003
2.233300640059893e-003	-1.237975e-003
2.249344166845607e-003	-1.152719e-003
2.265387693631321e-003	-1.035379e-003
2.274455773988464e-003	-9.580796e-004
2.283523854345606e-003	-8.756084e-004
2.292591934702749e-003	-7.879654e-004
2.301660015059892e-003	-6.951509e-004
2.310728095417034e-003	-5.971646e-004
2.319796175774177e-003	-4.940067e-004
2.328864256131320e-003	-3.856772e-004
2.335839702559891e-003	-3.013875e-004
2.342815148988462e-003	-2.172396e-004
2.349790595417033e-003	-1.332335e-004
2.356766041845605e-003	-4.936924e-005
2.363741488274176e-003	3.435322e-005
2.370716934702747e-003	1.179339e-004
2.377692381131319e-003	2.013727e-004
2.386411689167033e-003	3.038152e-004
2.395130997202747e-003	4.014612e-004
2.403850305238461e-003	4.943105e-004
2.412569613274175e-003	5.823633e-004
2.421288921309889e-003	6.656194e-004
2.430008229345603e-003	7.440790e-004
2.438727537381317e-003	8.177420e-004
2.445354211488460e-003	8.684210e-004
2.451980885595603e-003	9.146206e-004
2.458607559702745e-003	9.563407e-004
2.465234233809888e-003	9.935813e-004
2.471860907917031e-003	1.026342e-003
2.478487582024174e-003	1.054624e-003
2.485114256131316e-003	1.078426e-003
2.487555662381316e-003	1.085863e-003
2.497321287381316e-003	1.109039e-003
2.499000000000000e-003	1.112054e-003
