time	V(n001)	V(n002)	I(L1)	I(L2)
1.936619455029101e+000	-6.023447e-002	-8.924789e-001	7.620601e-002	3.573417e-002
1.938080883600539e+000	-6.304085e-002	-8.881527e-001	7.741709e-002	3.566188e-002
1.939542312171978e+000	-6.589069e-002	-8.836939e-001	7.861723e-002	3.558997e-002
1.941003740743416e+000	-6.878398e-002	-8.791024e-001	7.980643e-002	3.551843e-002
1.942465169314854e+000	-7.172073e-002	-8.743782e-001	8.098469e-002	3.544726e-002
1.943926597886292e+000	-7.470094e-002	-8.695214e-001	8.215201e-002	3.537647e-002
1.945388026457730e+000	-7.772461e-002	-8.645318e-001	8.330838e-002	3.530604e-002
1.945398026457730e+000	-7.774543e-002	-8.644972e-001	8.331625e-002	3.530556e-002
1.946859455029168e+000	-8.081153e-002	-8.593780e-001	8.446068e-002	3.523556e-002
1.948320883600607e+000	-8.391806e-002	-8.541352e-001	8.559242e-002	3.516599e-002
1.949782312172045e+000	-8.706502e-002	-8.487686e-001	8.671148e-002	3.509688e-002
1.951243740743483e+000	-9.025241e-002	-8.432784e-001	8.781785e-002	3.502821e-002
1.952705169314921e+000	-9.348023e-002	-8.376646e-001	8.891154e-002	3.495998e-002
1.954166597886359e+000	-9.674847e-002	-8.319270e-001	8.999255e-002	3.489221e-002
1.955628026457797e+000	-1.000571e-001	-8.260658e-001	9.106088e-002	3.482487e-002
1.955638026457797e+000	-1.000799e-001	-8.260253e-001	9.106813e-002	3.482442e-002
1.965878026457864e+000	-1.243157e-001	-7.817312e-001	9.815724e-002	3.436683e-002
1.976118026457931e+000	-1.502734e-001	-7.321506e-001	1.045081e-001	3.393598e-002
1.986358026457999e+000	-1.777551e-001	-6.778739e-001	1.100528e-001	3.353470e-002
1.996598026458066e+000	-2.065466e-001	-6.195406e-001	1.147322e-001	3.316548e-002
2.006838026458133e+000	-2.364198e-001	-5.578325e-001	1.184957e-001	3.283044e-002
2.017078026458200e+000	-2.671348e-001	-4.934660e-001	1.213028e-001	3.253130e-002
2.027318026458267e+000	-2.984425e-001	-4.271855e-001	1.231225e-001	3.226935e-002
2.037558026458334e+000	-3.300874e-001	-3.597548e-001	1.239343e-001	3.204547e-002
2.047798026458401e+000	-3.618100e-001	-2.919495e-001	1.237285e-001	3.186010e-002
2.058038026458468e+000	-3.933496e-001	-2.245488e-001	1.225056e-001	3.171322e-002
2.068278026458535e+000	-4.244470e-001	-1.583273e-001	1.202770e-001	3.160439e-002
2.078518026458602e+000	-4.548474e-001	-9.404677e-002	1.170645e-001	3.153271e-002
2.079979455030041e+000	-4.591164e-001	-8.506937e-002	1.165272e-001	3.152545e-002
2.081440883601478e+000	-4.633637e-001	-7.615397e-002	1.159709e-001	3.151891e-002
2.082902312172917e+000	-4.675893e-001	-6.730057e-002	1.153957e-001	3.151308e-002
2.084363740744355e+000	-4.717932e-001	-5.850917e-002	1.148014e-001	3.150796e-002
2.085825169315793e+000	-4.759754e-001	-4.977977e-002	1.141882e-001	3.150356e-002
2.087286597887231e+000	-4.801358e-001	-4.111238e-002	1.135559e-001	3.149987e-002
2.088748026458669e+000	-4.842746e-001	-3.250699e-002	1.129047e-001	3.149689e-002
2.088758026458669e+000	-4.843028e-001	-3.244838e-002	1.129002e-001	3.149687e-002
2.090219455030108e+000	-4.884172e-001	-2.391289e-002	1.122302e-001	3.149460e-002
2.091680883601546e+000	-4.925051e-001	-1.545358e-002	1.115422e-001	3.149301e-002
2.093142312172984e+000	-4.965665e-001	-7.070446e-003	1.108361e-001	3.149208e-002
2.094603740744422e+000	-5.006015e-001	1.236505e-003	1.101120e-001	3.149184e-002
2.096065169315860e+000	-5.046100e-001	9.467276e-003	1.093699e-001	3.149226e-002
2.097526597887298e+000	-5.085921e-001	1.762187e-002	1.086097e-001	3.149336e-002
2.098988026458736e+000	-5.125477e-001	2.570028e-002	1.078315e-001	3.149514e-002
2.098998026458737e+000	-5.125747e-001	2.575524e-002	1.078261e-001	3.149515e-002
2.100459455030175e+000	-5.165013e-001	3.374982e-002	1.070302e-001	3.149758e-002
2.101920883601613e+000	-5.203969e-001	4.165485e-002	1.062175e-001	3.150065e-002
2.103382312173051e+000	-5.242616e-001	4.947032e-002	1.053878e-001	3.150434e-002
2.104843740744489e+000	-5.280954e-001	5.719625e-002	1.045412e-001	3.150865e-002
2.106305169315927e+000	-5.318982e-001	6.483263e-002	1.036777e-001	3.151359e-002
2.107766597887365e+000	-5.356701e-001	7.237945e-002	1.027974e-001	3.151917e-002
2.109228026458804e+000	-5.394111e-001	7.983673e-002	1.019001e-001	3.152536e-002
2.109238026458804e+000	-5.394365e-001	7.988740e-002	1.018939e-001	3.152541e-002
2.110699455030242e+000	-5.431441e-001	8.724779e-002	1.009802e-001	3.153221e-002
2.112160883601680e+000	-5.468165e-001	9.450621e-002	1.000509e-001	3.153959e-002
2.113622312173118e+000	-5.504539e-001	1.016626e-001	9.910609e-002	3.154754e-002
2.115083740744556e+000	-5.540562e-001	1.087171e-001	9.814566e-002	3.155607e-002
2.116545169315995e+000	-5.576234e-001	1.156696e-001	9.716966e-002	3.156516e-002
2.118006597887432e+000	-5.611555e-001	1.225201e-001	9.617808e-002	3.157484e-002
2.119468026458871e+000	-5.646524e-001	1.292687e-001	9.517092e-002	3.158508e-002
2.119478026458871e+000	-5.646762e-001	1.293145e-001	9.516399e-002	3.158515e-002
2.120939455030309e+000	-5.681358e-001	1.359541e-001	9.414182e-002	3.159595e-002
2.122400883601747e+000	-5.715565e-001	1.424804e-001	9.310556e-002	3.160725e-002
2.123862312173185e+000	-5.749383e-001	1.488934e-001	9.205521e-002	3.161906e-002
2.125323740744623e+000	-5.782811e-001	1.551931e-001	9.099076e-002	3.163139e-002
2.126785169316062e+000	-5.815851e-001	1.613794e-001	8.991222e-002	3.164423e-002
2.128246597887499e+000	-5.848502e-001	1.674524e-001	8.881959e-002	3.165758e-002
2.129708026458938e+000	-5.880764e-001	1.734121e-001	8.771285e-002	3.167144e-002
2.129718026458938e+000	-5.880983e-001	1.734525e-001	8.770524e-002	3.167154e-002
2.131179455030376e+000	-5.912834e-001	1.792924e-001	8.658507e-002	3.168588e-002
2.132640883601814e+000	-5.944262e-001	1.850088e-001	8.545244e-002	3.170067e-002
2.134102312173252e+000	-5.975267e-001	1.906018e-001	8.430735e-002	3.171591e-002
2.135563740744690e+000	-6.005849e-001	1.960713e-001	8.314979e-002	3.173158e-002
2.137025169316129e+000	-6.036008e-001	2.014173e-001	8.197976e-002	3.174771e-002
2.138486597887567e+000	-6.065744e-001	2.066399e-001	8.079727e-002	3.176427e-002
2.139948026459005e+000	-6.095057e-001	2.117389e-001	7.960232e-002	3.178128e-002
2.139958026459005e+000	-6.095256e-001	2.117734e-001	7.959410e-002	3.178140e-002
2.141419455030443e+000	-6.124126e-001	2.167430e-001	7.838742e-002	3.179882e-002
2.142880883601881e+000	-6.152544e-001	2.215804e-001	7.717004e-002	3.181662e-002
2.144342312173319e+000	-6.180509e-001	2.262854e-001	7.594196e-002	3.183478e-002
2.145803740744757e+000	-6.208021e-001	2.308581e-001	7.470317e-002	3.185332e-002
2.147265169316196e+000	-6.235080e-001	2.352985e-001	7.345367e-002	3.187223e-002
2.148726597887634e+000	-6.261687e-001	2.396065e-001	7.219347e-002	3.189151e-002
2.150188026459072e+000	-6.287841e-001	2.437822e-001	7.092256e-002	3.191116e-002
2.150198026459072e+000	-6.288019e-001	2.438103e-001	7.091384e-002	3.191129e-002
2.151659455030510e+000	-6.313702e-001	2.478484e-001	6.963304e-002	3.193128e-002
2.153120883601948e+000	-6.338908e-001	2.517467e-001	6.834342e-002	3.195156e-002
2.154582312173386e+000	-6.363636e-001	2.555052e-001	6.704496e-002	3.197214e-002
2.156043740744825e+000	-6.387886e-001	2.591240e-001	6.573766e-002	3.199301e-002
2.157505169316263e+000	-6.411659e-001	2.626029e-001	6.442154e-002	3.201417e-002
2.158966597887701e+000	-6.434954e-001	2.659421e-001	6.309657e-002	3.203563e-002
2.160428026459139e+000	-6.457771e-001	2.691415e-001	6.176278e-002	3.205738e-002
2.160438026459139e+000	-6.457925e-001	2.691629e-001	6.175363e-002	3.205753e-002
2.161899455030577e+000	-6.480249e-001	2.722179e-001	6.041189e-002	3.207954e-002
2.163360883602015e+000	-6.502075e-001	2.751271e-001	5.906328e-002	3.210176e-002
2.164822312173453e+000	-6.523403e-001	2.778905e-001	5.770780e-002	3.212419e-002
2.166283740744892e+000	-6.544234e-001	2.805082e-001	5.634545e-002	3.214684e-002
2.167745169316330e+000	-6.564566e-001	2.829801e-001	5.497622e-002	3.216970e-002
2.169206597887768e+000	-6.584401e-001	2.853063e-001	5.360013e-002	3.219277e-002
2.170668026459206e+000	-6.603737e-001	2.874867e-001	5.221716e-002	3.221605e-002
2.170678026459206e+000	-6.603868e-001	2.875011e-001	5.220768e-002	3.221621e-002
2.172139455030644e+000	-6.622694e-001	2.895318e-001	5.081879e-002	3.223967e-002
2.173600883602082e+000	-6.641006e-001	2.914123e-001	4.942507e-002	3.226325e-002
2.175062312173520e+000	-6.658806e-001	2.931426e-001	4.802651e-002	3.228697e-002
2.176523740744959e+000	-6.676093e-001	2.947226e-001	4.662311e-002	3.231081e-002
2.177985169316397e+000	-6.692867e-001	2.961525e-001	4.521488e-002	3.233478e-002
2.179446597887835e+000	-6.709129e-001	2.974321e-001	4.380181e-002	3.235887e-002
2.180908026459273e+000	-6.724877e-001	2.985616e-001	4.238390e-002	3.238310e-002
2.180918026459273e+000	-6.724983e-001	2.985688e-001	4.237419e-002	3.238327e-002
2.182352312173568e+000	-6.739930e-001	2.995281e-001	4.097891e-002	3.240712e-002
2.183786597887863e+000	-6.754374e-001	3.003399e-001	3.958096e-002	3.243102e-002
2.185220883602158e+000	-6.768314e-001	3.010044e-001	3.818035e-002	3.245497e-002
2.186655169316454e+000	-6.781751e-001	3.015214e-001	3.677706e-002	3.247895e-002
2.188089455030749e+000	-6.794685e-001	3.018910e-001	3.537110e-002	3.250297e-002
2.189523740745044e+000	-6.807115e-001	3.021132e-001	3.396248e-002	3.252704e-002
2.190958026459339e+000	-6.819042e-001	3.021879e-001	3.255118e-002	3.255115e-002
2.191158026459340e+000	-6.820664e-001	3.021865e-001	3.235435e-002	3.255450e-002
2.192619455030779e+000	-6.832223e-001	3.020886e-001	3.091438e-002	3.257907e-002
2.194080883602216e+000	-6.843255e-001	3.018364e-001	2.947377e-002	3.260358e-002
2.195542312173655e+000	-6.853760e-001	3.014299e-001	2.803252e-002	3.262806e-002
2.197003740745093e+000	-6.863738e-001	3.008691e-001	2.659064e-002	3.265248e-002
2.198465169316531e+000	-6.873189e-001	3.001540e-001	2.514811e-002	3.267686e-002
2.199926597887969e+000	-6.882114e-001	2.992845e-001	2.370495e-002	3.270120e-002
2.201388026459407e+000	-6.890511e-001	2.982607e-001	2.226115e-002	3.272549e-002
2.201398026459407e+000	-6.890566e-001	2.982532e-001	2.225127e-002	3.272565e-002
2.202859455030846e+000	-6.898431e-001	2.970735e-001	2.080790e-002	3.274985e-002
2.204320883602283e+000	-6.905771e-001	2.957399e-001	1.936600e-002	3.277392e-002
2.205782312173722e+000	-6.912584e-001	2.942523e-001	1.792559e-002	3.279786e-002
2.207243740745160e+000	-6.918871e-001	2.926107e-001	1.648665e-002	3.282165e-002
2.208705169316598e+000	-6.924633e-001	2.908153e-001	1.504920e-002	3.284532e-002
2.210166597888036e+000	-6.929869e-001	2.888658e-001	1.361322e-002	3.286885e-002
2.211628026459474e+000	-6.934578e-001	2.867625e-001	1.217873e-002	3.289225e-002
2.211638026459474e+000	-6.934609e-001	2.867476e-001	1.216893e-002	3.289241e-002
2.213099455030913e+000	-6.938790e-001	2.844895e-001	1.073700e-002	3.291563e-002
2.214560883602351e+000	-6.942452e-001	2.820794e-001	9.308648e-003	3.293864e-002
2.216022312173789e+000	-6.945595e-001	2.795175e-001	7.883884e-003	3.296142e-002
2.217483740745227e+000	-6.948218e-001	2.768035e-001	6.462702e-003	3.298398e-002
2.218945169316665e+000	-6.950322e-001	2.739377e-001	5.045104e-003	3.300632e-002
2.220406597888103e+000	-6.951907e-001	2.709199e-001	3.631090e-003	3.302844e-002
2.221868026459541e+000	-6.952972e-001	2.677501e-001	2.220659e-003	3.305034e-002
2.221878026459542e+000	-6.952978e-001	2.677279e-001	2.211028e-003	3.305048e-002
2.222228026459544e+000	-6.953156e-001	2.669464e-001	1.874093e-003	3.305568e-002
2.222578026459546e+000	-6.953306e-001	2.661563e-001	1.537436e-003	3.306086e-002
2.222928026459548e+000	-6.953425e-001	2.653577e-001	1.201059e-003	3.306603e-002
2.223278026459551e+000	-6.953516e-001	2.645504e-001	8.649617e-004	3.307118e-002
2.223628026459553e+000	-6.953577e-001	2.637345e-001	5.291435e-004	3.307632e-002
2.223978026459555e+000	-6.953609e-001	2.629100e-001	1.936046e-004	3.308144e-002
2.224328026459558e+000	-6.953611e-001	2.620769e-001	-1.416549e-004	3.308655e-002
2.225439455030994e+000	-6.953421e-001	2.593740e-001	-1.204597e-003	3.310266e-002
2.226550883602429e+000	-6.952940e-001	2.565856e-001	-2.264131e-003	3.311859e-002
2.227662312173865e+000	-6.952165e-001	2.537118e-001	-3.320257e-003	3.313433e-002
2.228773740745301e+000	-6.951098e-001	2.507524e-001	-4.372974e-003	3.314990e-002
2.229885169316737e+000	-6.949739e-001	2.477075e-001	-5.422284e-003	3.316528e-002
2.230996597888173e+000	-6.948086e-001	2.445771e-001	-6.468185e-003	3.318048e-002
2.232108026459609e+000	-6.946142e-001	2.413612e-001	-7.510678e-003	3.319550e-002
2.232118026459609e+000	-6.946123e-001	2.413319e-001	-7.520038e-003	3.319563e-002
2.233579455031047e+000	-6.943119e-001	2.369727e-001	-8.885179e-003	3.321508e-002
2.235040883602485e+000	-6.939625e-001	2.324704e-001	-1.024267e-002	3.323413e-002
2.236502312173923e+000	-6.935640e-001	2.278248e-001	-1.159250e-002	3.325280e-002
2.237963740745361e+000	-6.931165e-001	2.230361e-001	-1.293468e-002	3.327108e-002
2.239425169316800e+000	-6.926199e-001	2.181043e-001	-1.426920e-002	3.328898e-002
2.240886597888237e+000	-6.920743e-001	2.130292e-001	-1.559608e-002	3.330648e-002
2.242348026459676e+000	-6.914796e-001	2.078110e-001	-1.691529e-002	3.332359e-002
2.242358026459676e+000	-6.914754e-001	2.077748e-001	-1.692429e-002	3.332371e-002
2.243819455031114e+000	-6.908322e-001	2.024151e-001	-1.823479e-002	3.334039e-002
2.245280883602552e+000	-6.901423e-001	1.969188e-001	-1.953571e-002	3.335660e-002
2.246742312173990e+000	-6.894054e-001	1.912861e-001	-2.082705e-002	3.337234e-002
2.248203740745428e+000	-6.886217e-001	1.855169e-001	-2.210882e-002	3.338762e-002
2.249665169316867e+000	-6.877912e-001	1.796111e-001	-2.338101e-002	3.340242e-002
2.251126597888304e+000	-6.869139e-001	1.735689e-001	-2.464362e-002	3.341676e-002
2.252588026459743e+000	-6.859897e-001	1.673902e-001	-2.589665e-002	3.343063e-002
2.252598026459743e+000	-6.859832e-001	1.673475e-001	-2.590518e-002	3.343073e-002
2.254059455031181e+000	-6.850130e-001	1.610347e-001	-2.714760e-002	3.344408e-002
2.255520883602619e+000	-6.839986e-001	1.545936e-001	-2.837861e-002	3.345690e-002
2.256982312174057e+000	-6.829401e-001	1.480241e-001	-2.959823e-002	3.346917e-002
2.258443740745495e+000	-6.818375e-001	1.413262e-001	-3.080644e-002	3.348090e-002
2.259905169316934e+000	-6.806907e-001	1.344999e-001	-3.200325e-002	3.349208e-002
2.261366597888372e+000	-6.794997e-001	1.275452e-001	-3.318866e-002	3.350272e-002
2.262828026459810e+000	-6.782646e-001	1.204621e-001	-3.436266e-002	3.351281e-002
2.262838026459810e+000	-6.782560e-001	1.204132e-001	-3.437065e-002	3.351288e-002
2.264299455031248e+000	-6.769778e-001	1.132051e-001	-3.553226e-002	3.352239e-002
2.265760883602686e+000	-6.756586e-001	1.058780e-001	-3.668076e-002	3.353128e-002
2.267222312174124e+000	-6.742984e-001	9.843196e-002	-3.781616e-002	3.353956e-002
2.268683740745562e+000	-6.728971e-001	9.086703e-002	-3.893845e-002	3.354723e-002
2.270145169317001e+000	-6.714549e-001	8.318317e-002	-4.004763e-002	3.355428e-002
2.271606597888439e+000	-6.699716e-001	7.538040e-002	-4.114371e-002	3.356072e-002
2.273068026459877e+000	-6.684474e-001	6.745871e-002	-4.222668e-002	3.356654e-002
2.273078026459877e+000	-6.684368e-001	6.740414e-002	-4.223404e-002	3.356658e-002
2.274539455031315e+000	-6.668729e-001	5.936756e-002	-4.330296e-002	3.357175e-002
2.276000883602753e+000	-6.652715e-001	5.122278e-002	-4.435721e-002	3.357624e-002
2.277462312174191e+000	-6.636326e-001	4.296982e-002	-4.539679e-002	3.358005e-002
2.278923740745630e+000	-6.619564e-001	3.460866e-002	-4.642170e-002	3.358318e-002
2.280385169317068e+000	-6.602426e-001	2.613930e-002	-4.743193e-002	3.358564e-002
2.281846597888506e+000	-6.584914e-001	1.756176e-002	-4.842750e-002	3.358741e-002
2.283308026459944e+000	-6.567028e-001	8.876018e-003	-4.940839e-002	3.358851e-002
2.283318026459944e+000	-6.566904e-001	8.816257e-003	-4.941504e-002	3.358851e-002
2.284779455031382e+000	-6.548658e-001	2.706051e-005	-5.038037e-002	3.358889e-002
2.286240883602820e+000	-6.530078e-001	-8.858459e-003	-5.132963e-002	3.358853e-002
2.287702312174258e+000	-6.511162e-001	-1.784030e-002	-5.226279e-002	3.358744e-002
2.289163740745697e+000	-6.491911e-001	-2.691847e-002	-5.317988e-002	3.358561e-002
2.290625169317135e+000	-6.472325e-001	-3.609296e-002	-5.408088e-002	3.358304e-002
2.292086597888573e+000	-6.452404e-001	-4.536377e-002	-5.496579e-002	3.357973e-002
2.293548026460011e+000	-6.432148e-001	-5.473091e-002	-5.583462e-002	3.357569e-002
2.293558026460011e+000	-6.432008e-001	-5.479529e-002	-5.584051e-002	3.357565e-002
2.295019455031449e+000	-6.411435e-001	-6.425336e-002	-5.669244e-002	3.357084e-002
2.296480883602887e+000	-6.390569e-001	-7.379486e-002	-5.752705e-002	3.356524e-002
2.297942312174325e+000	-6.369411e-001	-8.341979e-002	-5.834433e-002	3.355885e-002
2.299403740745764e+000	-6.347960e-001	-9.312816e-002	-5.914429e-002	3.355167e-002
2.300865169317202e+000	-6.326217e-001	-1.029200e-001	-5.992692e-002	3.354370e-002
2.302326597888640e+000	-6.304182e-001	-1.127952e-001	-6.069222e-002	3.353494e-002
2.303788026460078e+000	-6.281855e-001	-1.227539e-001	-6.144020e-002	3.352540e-002
2.303798026460078e+000	-6.281701e-001	-1.228223e-001	-6.144525e-002	3.352533e-002
2.305259455031516e+000	-6.259101e-001	-1.328584e-001	-6.217516e-002	3.351496e-002
2.306720883602954e+000	-6.236254e-001	-1.429642e-001	-6.288668e-002	3.350377e-002
2.308182312174393e+000	-6.213161e-001	-1.531396e-001	-6.357982e-002	3.349174e-002
2.309643740745831e+000	-6.189822e-001	-1.633847e-001	-6.425457e-002	3.347888e-002
2.311105169317269e+000	-6.166235e-001	-1.736994e-001	-6.491093e-002	3.346519e-002
2.312566597888707e+000	-6.142402e-001	-1.840838e-001	-6.554891e-002	3.345066e-002
2.314028026460145e+000	-6.118323e-001	-1.945379e-001	-6.616850e-002	3.343531e-002
2.314038026460145e+000	-6.118158e-001	-1.946096e-001	-6.617267e-002	3.343520e-002
2.324278026460212e+000	-5.943686e-001	-2.694625e-001	-6.997543e-002	3.330332e-002
2.334518026460279e+000	-5.760705e-001	-3.466531e-001	-7.281587e-002	3.312816e-002
2.344758026460347e+000	-5.571714e-001	-4.254290e-001	-7.466643e-002	3.290861e-002
2.354998026460414e+000	-5.379272e-001	-5.050203e-001	-7.550999e-002	3.264397e-002
2.365238026460481e+000	-5.185968e-001	-5.846482e-001	-7.533995e-002	3.233400e-002
2.375478026460548e+000	-4.994393e-001	-6.635327e-001	-7.416038e-002	3.197891e-002
2.385718026460615e+000	-4.807116e-001	-7.409014e-001	-7.198596e-002	3.157933e-002
2.395958026460682e+000	-4.626653e-001	-8.159969e-001	-6.884179e-002	3.113636e-002
2.406198026460749e+000	-4.455444e-001	-8.880851e-001	-6.476316e-002	3.065148e-002
2.416438026460816e+000	-4.295825e-001	-9.564630e-001	-5.979517e-002	3.012662e-002
2.426678026460883e+000	-4.150005e-001	-1.020466e+000	-5.399229e-002	2.956407e-002
2.436918026460950e+000	-4.020043e-001	-1.079474e+000	-4.741772e-002	2.896650e-002
2.447158026461017e+000	-3.907824e-001	-1.132919e+000	-4.014277e-002	2.833693e-002
2.457398026461084e+000	-3.815043e-001	-1.180291e+000	-3.224614e-002	2.767865e-002
2.467638026461152e+000	-3.743182e-001	-1.221143e+000	-2.381303e-002	2.699525e-002
2.469099455032590e+000	-3.734701e-001	-1.226421e+000	-2.257026e-002	2.689586e-002
2.470560883604028e+000	-3.726683e-001	-1.231555e+000	-2.131938e-002	2.679608e-002
2.472022312175466e+000	-3.719128e-001	-1.236546e+000	-2.006037e-002	2.669590e-002
2.473483740746904e+000	-3.712036e-001	-1.241392e+000	-1.879325e-002	2.659533e-002
2.474945169318342e+000	-3.705407e-001	-1.246094e+000	-1.751800e-002	2.649437e-002
2.476406597889780e+000	-3.699241e-001	-1.250652e+000	-1.623464e-002	2.639301e-002
2.477868026461219e+000	-3.693538e-001	-1.255067e+000	-1.494315e-002	2.629126e-002
2.477878026461219e+000	-3.693500e-001	-1.255096e+000	-1.493429e-002	2.629057e-002
2.479339455032657e+000	-3.688275e-001	-1.259362e+000	-1.363560e-002	2.618846e-002
2.480800883604095e+000	-3.683531e-001	-1.263479e+000	-1.233077e-002	2.608604e-002
2.482262312175533e+000	-3.679269e-001	-1.267446e+000	-1.101980e-002	2.598332e-002
2.483723740746971e+000	-3.675488e-001	-1.271263e+000	-9.702710e-003	2.588028e-002
2.485185169318410e+000	-3.672188e-001	-1.274931e+000	-8.379482e-003	2.577693e-002
2.486646597889847e+000	-3.669369e-001	-1.278450e+000	-7.050121e-003	2.567328e-002
2.488108026461286e+000	-3.667032e-001	-1.281819e+000	-5.714628e-003	2.556931e-002
2.488118026461286e+000	-3.667018e-001	-1.281842e+000	-5.705477e-003	2.556860e-002
2.489003740747006e+000	-3.665843e-001	-1.283808e+000	-4.893832e-003	2.550547e-002
2.489889455032726e+000	-3.664849e-001	-1.285719e+000	-4.080538e-003	2.544225e-002
2.490775169318446e+000	-3.664036e-001	-1.287574e+000	-3.265595e-003	2.537894e-002
2.491660883604166e+000	-3.663404e-001	-1.289372e+000	-2.449003e-003	2.531555e-002
2.492546597889886e+000	-3.662953e-001	-1.291114e+000	-1.630762e-003	2.525206e-002
2.493432312175606e+000	-3.662683e-001	-1.292801e+000	-8.108725e-004	2.518849e-002
2.494318026461326e+000	-3.662593e-001	-1.294431e+000	1.066633e-005	2.512483e-002
2.494893740747044e+000	-3.662633e-001	-1.295460e+000	5.453699e-004	2.508341e-002
2.495469455032763e+000	-3.662750e-001	-1.296465e+000	1.080609e-003	2.504196e-002
2.496045169318481e+000	-3.662944e-001	-1.297446e+000	1.616384e-003	2.500048e-002
2.496620883604198e+000	-3.663216e-001	-1.298404e+000	2.152694e-003	2.495897e-002
2.497196597889916e+000	-3.663564e-001	-1.299337e+000	2.689540e-003	2.491742e-002
2.497772312175635e+000	-3.663990e-001	-1.300246e+000	3.226921e-003	2.487585e-002
2.498348026461353e+000	-3.664493e-001	-1.301132e+000	3.764838e-003	2.483425e-002
2.498358026461353e+000	-3.664503e-001	-1.301147e+000	3.774184e-003	2.483352e-002
2.508598026461420e+000	-3.686468e-001	-1.312856e+000	1.340281e-002	2.408962e-002
2.518838026461487e+000	-3.733164e-001	-1.316893e+000	2.307695e-002	2.334124e-002
2.518995169318631e+000	-3.734073e-001	-1.316895e+000	2.322522e-002	2.332975e-002
2.519152312175775e+000	-3.734989e-001	-1.316895e+000	2.337347e-002	2.331825e-002
2.519309455032919e+000	-3.735910e-001	-1.316894e+000	2.352171e-002	2.330675e-002
2.519466597890062e+000	-3.736837e-001	-1.316890e+000	2.366994e-002	2.329526e-002
2.519623740747206e+000	-3.737770e-001	-1.316885e+000	2.381815e-002	2.328376e-002
2.519780883604350e+000	-3.738708e-001	-1.316878e+000	2.396634e-002	2.327226e-002
2.519938026461494e+000	-3.739653e-001	-1.316869e+000	2.411452e-002	2.326077e-002
2.521242312175788e+000	-3.747718e-001	-1.316727e+000	2.534427e-002	2.316533e-002
2.522546597890083e+000	-3.756182e-001	-1.316460e+000	2.657214e-002	2.306993e-002
2.523850883604377e+000	-3.765045e-001	-1.316069e+000	2.779813e-002	2.297456e-002
2.525155169318671e+000	-3.774308e-001	-1.315555e+000	2.902225e-002	2.287923e-002
2.526459455032966e+000	-3.783970e-001	-1.314916e+000	3.024448e-002	2.278394e-002
2.527763740747260e+000	-3.794031e-001	-1.314154e+000	3.146483e-002	2.268869e-002
2.529068026461554e+000	-3.804491e-001	-1.313267e+000	3.268331e-002	2.259348e-002
2.529078026461554e+000	-3.804573e-001	-1.313260e+000	3.269263e-002	2.259275e-002
2.539318026461621e+000	-3.900412e-001	-1.302041e+000	4.214650e-002	2.184848e-002
2.549558026461688e+000	-4.020138e-001	-1.283396e+000	5.133687e-002	2.111272e-002
2.559798026461755e+000	-4.162948e-001	-1.257566e+000	6.016480e-002	2.038963e-002
2.570038026461822e+000	-4.327791e-001	-1.224862e+000	6.853511e-002	1.968320e-002
2.580278026461889e+000	-4.513379e-001	-1.185670e+000	7.635742e-002	1.899724e-002
2.590518026461957e+000	-4.718201e-001	-1.140442e+000	8.354706e-002	1.833531e-002
2.600758026462024e+000	-4.940534e-001	-1.089693e+000	9.002598e-002	1.770071e-002
2.610998026462091e+000	-5.178466e-001	-1.033994e+000	9.572354e-002	1.709642e-002
2.621238026462158e+000	-5.429918e-001	-9.739683e-001	1.005773e-001	1.652508e-002
2.631478026462225e+000	-5.692657e-001	-9.102834e-001	1.045336e-001	1.598896e-002
2.641718026462292e+000	-5.964326e-001	-8.436446e-001	1.075482e-001	1.548994e-002
2.651958026462359e+000	-6.242470e-001	-7.747874e-001	1.095867e-001	1.502950e-002
2.662198026462426e+000	-6.524556e-001	-7.044700e-001	1.106249e-001	1.460868e-002
2.672438026462493e+000	-6.808004e-001	-6.334649e-001	1.106491e-001	1.422810e-002
2.682678026462560e+000	-7.090212e-001	-5.625513e-001	1.096562e-001	1.388792e-002
2.692918026462627e+000	-7.368582e-001	-4.925068e-001	1.076537e-001	1.358787e-002
2.703158026462694e+000	-7.640552e-001	-4.240990e-001	1.046597e-001	1.332725e-002
2.713398026462762e+000	-7.903618e-001	-3.580778e-001	1.007026e-001	1.310489e-002
2.723638026462829e+000	-8.155360e-001	-2.951673e-001	9.582100e-002	1.291924e-002
2.733878026462896e+000	-8.393473e-001	-2.360582e-001	9.006309e-002	1.276834e-002
2.735339455034334e+000	-8.426231e-001	-2.279663e-001	8.917263e-002	1.274952e-002
2.736800883605772e+000	-8.458646e-001	-2.199714e-001	8.826613e-002	1.273133e-002
2.738262312177210e+000	-8.490717e-001	-2.120735e-001	8.734359e-002	1.271378e-002
2.739723740748648e+000	-8.522446e-001	-2.042725e-001	8.640502e-002	1.269687e-002
2.741185169320087e+000	-8.553832e-001	-1.965686e-001	8.545040e-002	1.268058e-002
2.742646597891524e+000	-8.584875e-001	-1.889617e-001	8.447974e-002	1.266493e-002
2.744108026462963e+000	-8.615575e-001	-1.814518e-001	8.349304e-002	1.264992e-002
2.744118026462963e+000	-8.615784e-001	-1.814008e-001	8.348624e-002	1.264982e-002
2.745579455034401e+000	-8.646117e-001	-1.739950e-001	8.248403e-002	1.263541e-002
