time	V(n001)	V(n002)	I(L1)	I(L2)
4.341558026458260e+000	-6.999223e-002	-8.771654e-001	-8.029480e-002	-3.548897e-002
4.343019455029633e+000	-6.707927e-002	-8.818168e-001	-7.910898e-002	-3.556041e-002
4.344480883601007e+000	-6.421077e-002	-8.863326e-001	-7.791288e-002	-3.563219e-002
4.345942312172380e+000	-6.138672e-002	-8.907127e-001	-7.670652e-002	-3.570431e-002
4.347403740743753e+000	-5.860714e-002	-8.949571e-001	-7.548989e-002	-3.577678e-002
4.348865169315126e+000	-5.587202e-002	-8.990658e-001	-7.426300e-002	-3.584959e-002
4.350326597886499e+000	-5.318135e-002	-9.030389e-001	-7.302583e-002	-3.592275e-002
4.351788026457872e+000	-5.053514e-002	-9.068763e-001	-7.177840e-002	-3.599625e-002
4.351798026457872e+000	-5.051720e-002	-9.069021e-001	-7.176984e-002	-3.599676e-002
4.353259455029245e+000	-4.791718e-002	-9.105986e-001	-7.051298e-002	-3.607057e-002
4.354720883600619e+000	-4.536401e-002	-9.141524e-001	-6.924776e-002	-3.614464e-002
4.356182312171992e+000	-4.285768e-002	-9.175635e-001	-6.797415e-002	-3.621899e-002
4.357643740743365e+000	-4.039820e-002	-9.208317e-001	-6.669218e-002	-3.629359e-002
4.359105169314738e+000	-3.798557e-002	-9.239572e-001	-6.540183e-002	-3.636847e-002
4.360566597886112e+000	-3.561979e-002	-9.269399e-001	-6.410311e-002	-3.644361e-002
4.362028026457485e+000	-3.330085e-002	-9.297798e-001	-6.279602e-002	-3.651901e-002
4.362038026457484e+000	-3.328515e-002	-9.297988e-001	-6.278706e-002	-3.651953e-002
4.363499455028857e+000	-3.101456e-002	-9.324915e-001	-6.147250e-002	-3.659516e-002
4.364960883600231e+000	-2.879271e-002	-9.350357e-001	-6.015155e-002	-3.667097e-002
4.366422312171604e+000	-2.661960e-002	-9.374316e-001	-5.882421e-002	-3.674697e-002
4.367883740742977e+000	-2.449523e-002	-9.396792e-001	-5.749048e-002	-3.682315e-002
4.369345169314350e+000	-2.241960e-002	-9.417783e-001	-5.615036e-002	-3.689951e-002
4.370806597885724e+000	-2.039270e-002	-9.437291e-001	-5.480385e-002	-3.697605e-002
4.372268026457097e+000	-1.841454e-002	-9.455314e-001	-5.345095e-002	-3.705278e-002
4.372278026457097e+000	-1.840118e-002	-9.455433e-001	-5.344168e-002	-3.705331e-002
4.373739455028470e+000	-1.647302e-002	-9.471935e-001	-5.208335e-002	-3.713017e-002
4.375200883599844e+000	-1.459498e-002	-9.486913e-001	-5.072068e-002	-3.720714e-002
4.376662312171217e+000	-1.276705e-002	-9.500366e-001	-4.935367e-002	-3.728420e-002
4.378123740742590e+000	-1.098924e-002	-9.512294e-001	-4.798231e-002	-3.736136e-002
4.379585169313963e+000	-9.261536e-003	-9.522699e-001	-4.660662e-002	-3.743861e-002
4.381046597885336e+000	-7.583946e-003	-9.531579e-001	-4.522658e-002	-3.751597e-002
4.382508026456709e+000	-5.956470e-003	-9.538934e-001	-4.384219e-002	-3.759342e-002
4.382518026456709e+000	-5.945510e-003	-9.538979e-001	-4.383271e-002	-3.759395e-002
4.383408026456675e+000	-4.979566e-003	-9.542693e-001	-4.298826e-002	-3.764113e-002
4.384298026456642e+000	-4.032478e-003	-9.545833e-001	-4.214283e-002	-3.768832e-002
4.385188026456608e+000	-3.104247e-003	-9.548401e-001	-4.129641e-002	-3.773552e-002
4.386078026456574e+000	-2.194871e-003	-9.550395e-001	-4.044900e-002	-3.778273e-002
4.386968026456541e+000	-1.304352e-003	-9.551815e-001	-3.960060e-002	-3.782995e-002
4.387858026456507e+000	-4.326884e-004	-9.552663e-001	-3.875122e-002	-3.787718e-002
4.388748026456473e+000	4.201187e-004	-9.552937e-001	-3.790085e-002	-3.792442e-002
4.389319455027880e+000	9.576670e-004	-9.552809e-001	-3.735454e-002	-3.795475e-002
4.389890883599287e+000	1.487400e-003	-9.552443e-001	-3.680797e-002	-3.798508e-002
4.390462312170694e+000	2.009317e-003	-9.551840e-001	-3.626116e-002	-3.801540e-002
4.391033740742101e+000	2.523420e-003	-9.550999e-001	-3.571411e-002	-3.804572e-002
4.391605169313507e+000	3.029707e-003	-9.549921e-001	-3.516680e-002	-3.807604e-002
4.392176597884915e+000	3.528178e-003	-9.548605e-001	-3.461925e-002	-3.810635e-002
4.392748026456322e+000	4.018835e-003	-9.547052e-001	-3.407146e-002	-3.813666e-002
4.392758026456321e+000	4.027352e-003	-9.547023e-001	-3.406188e-002	-3.813720e-002
4.394219455027694e+000	5.246249e-003	-9.541957e-001	-3.265946e-002	-3.821472e-002
4.395680883599068e+000	6.413883e-003	-9.535333e-001	-3.125691e-002	-3.829217e-002
4.397142312170441e+000	7.530256e-003	-9.527152e-001	-2.985422e-002	-3.836953e-002
4.398603740741814e+000	8.595365e-003	-9.517413e-001	-2.845141e-002	-3.844682e-002
4.400065169313187e+000	9.609212e-003	-9.506117e-001	-2.704846e-002	-3.852403e-002
4.401526597884561e+000	1.057180e-002	-9.493262e-001	-2.564537e-002	-3.860116e-002
4.402988026455934e+000	1.148312e-002	-9.478850e-001	-2.424216e-002	-3.867821e-002
4.402998026455934e+000	1.148918e-002	-9.478747e-001	-2.423256e-002	-3.867874e-002
4.404459455027307e+000	1.234876e-002	-9.462763e-001	-2.283028e-002	-3.875566e-002
4.405920883598681e+000	1.315731e-002	-9.445229e-001	-2.142998e-002	-3.883242e-002
4.407382312170054e+000	1.391484e-002	-9.426145e-001	-2.003167e-002	-3.890901e-002
4.408843740741427e+000	1.462134e-002	-9.405511e-001	-1.863534e-002	-3.898543e-002
4.410305169312800e+000	1.527682e-002	-9.383327e-001	-1.724099e-002	-3.906169e-002
4.411766597884173e+000	1.588127e-002	-9.359594e-001	-1.584863e-002	-3.913778e-002
4.413228026455546e+000	1.643469e-002	-9.334310e-001	-1.445825e-002	-3.921370e-002
4.413238026455546e+000	1.643831e-002	-9.334132e-001	-1.444875e-002	-3.921422e-002
4.414699455026919e+000	1.694050e-002	-9.307292e-001	-1.306143e-002	-3.928993e-002
4.416160883598293e+000	1.739245e-002	-9.278927e-001	-1.167820e-002	-3.936538e-002
4.417622312169666e+000	1.779415e-002	-9.249035e-001	-1.029904e-002	-3.944058e-002
4.419083740741039e+000	1.814560e-002	-9.217617e-001	-8.923965e-003	-3.951552e-002
4.420545169312412e+000	1.844680e-002	-9.184674e-001	-7.552965e-003	-3.959020e-002
4.422006597883786e+000	1.869775e-002	-9.150204e-001	-6.186044e-003	-3.966464e-002
4.423468026455159e+000	1.889845e-002	-9.114208e-001	-4.823202e-003	-3.973881e-002
4.423478026455158e+000	1.889965e-002	-9.113957e-001	-4.813899e-003	-3.973932e-002
4.424225169312273e+000	1.898301e-002	-9.094970e-001	-4.119413e-003	-3.977711e-002
4.424972312169388e+000	1.905349e-002	-9.075591e-001	-3.426400e-003	-3.981482e-002
4.425719455026502e+000	1.911107e-002	-9.055822e-001	-2.734860e-003	-3.985245e-002
4.426466597883617e+000	1.915576e-002	-9.035660e-001	-2.044793e-003	-3.989000e-002
4.427213740740731e+000	1.918756e-002	-9.015108e-001	-1.356199e-003	-3.992746e-002
4.427960883597846e+000	1.920647e-002	-8.994163e-001	-6.690783e-004	-3.996483e-002
4.428708026454960e+000	1.921249e-002	-8.972828e-001	1.656957e-005	-4.000213e-002
4.429422312169219e+000	1.920629e-002	-8.952067e-001	6.705520e-004	-4.003769e-002
4.430136597883478e+000	1.918848e-002	-8.930955e-001	1.322947e-003	-4.007318e-002
4.430850883597737e+000	1.915909e-002	-8.909490e-001	1.973754e-003	-4.010857e-002
4.431565169311995e+000	1.911810e-002	-8.887674e-001	2.622973e-003	-4.014388e-002
4.432279455026253e+000	1.906552e-002	-8.865505e-001	3.270605e-003	-4.017910e-002
4.432993740740512e+000	1.900135e-002	-8.842984e-001	3.916649e-003	-4.021424e-002
4.433708026454771e+000	1.892558e-002	-8.820111e-001	4.561105e-003	-4.024929e-002
4.433718026454771e+000	1.892444e-002	-8.819788e-001	4.570114e-003	-4.024978e-002
4.435179455026144e+000	1.873273e-002	-8.771876e-001	5.883802e-003	-4.032122e-002
4.436640883597518e+000	1.849390e-002	-8.722533e-001	7.189371e-003	-4.039225e-002
4.438102312168891e+000	1.820796e-002	-8.671760e-001	8.486823e-003	-4.046284e-002
4.439563740740264e+000	1.787490e-002	-8.619556e-001	9.776158e-003	-4.053301e-002
4.441025169311637e+000	1.749473e-002	-8.565921e-001	1.105737e-002	-4.060276e-002
4.442486597883010e+000	1.706744e-002	-8.510855e-001	1.233047e-002	-4.067209e-002
4.443948026454383e+000	1.659304e-002	-8.454359e-001	1.359546e-002	-4.074099e-002
4.443958026454383e+000	1.658964e-002	-8.453967e-001	1.360408e-002	-4.074145e-002
4.445419455025756e+000	1.606874e-002	-8.396059e-001	1.485988e-002	-4.080989e-002
4.446880883597130e+000	1.550305e-002	-8.336790e-001	1.610567e-002	-4.087782e-002
4.448342312168503e+000	1.489257e-002	-8.276161e-001	1.734144e-002	-4.094524e-002
4.449803740739876e+000	1.423730e-002	-8.214171e-001	1.856719e-002	-4.101217e-002
4.451265169311249e+000	1.353724e-002	-8.150821e-001	1.978293e-002	-4.107858e-002
4.452726597882623e+000	1.279238e-002	-8.086110e-001	2.098864e-002	-4.114450e-002
4.454188026453996e+000	1.200273e-002	-8.020039e-001	2.218433e-002	-4.120991e-002
4.454198026453995e+000	1.199718e-002	-8.019582e-001	2.219247e-002	-4.121035e-002
4.455659455025368e+000	1.116363e-002	-7.952177e-001	2.337712e-002	-4.127522e-002
4.457120883596742e+000	1.028809e-002	-7.883497e-001	2.454996e-002	-4.133951e-002
4.458582312168115e+000	9.370548e-003	-7.813540e-001	2.571098e-002	-4.140321e-002
4.460043740739488e+000	8.411013e-003	-7.742308e-001	2.686019e-002	-4.146634e-002
4.461505169310861e+000	7.409482e-003	-7.669800e-001	2.799758e-002	-4.152889e-002
4.462966597882235e+000	6.365957e-003	-7.596016e-001	2.912316e-002	-4.159087e-002
4.464428026453608e+000	5.280437e-003	-7.520956e-001	3.023692e-002	-4.165226e-002
4.464438026453608e+000	5.272877e-003	-7.520438e-001	3.024449e-002	-4.165268e-002
4.465899455024981e+000	4.146510e-003	-7.444137e-001	3.134546e-002	-4.171345e-002
4.467360883596355e+000	2.981389e-003	-7.366658e-001	3.243294e-002	-4.177358e-002
4.468822312167728e+000	1.777514e-003	-7.288000e-001	3.350693e-002	-4.183306e-002
4.470283740739101e+000	5.348859e-004	-7.208165e-001	3.456744e-002	-4.189188e-002
4.471745169310474e+000	-7.464962e-004	-7.127152e-001	3.561446e-002	-4.195007e-002
4.473206597881847e+000	-2.066632e-003	-7.044961e-001	3.664799e-002	-4.200760e-002
4.474668026453220e+000	-3.425521e-003	-6.961591e-001	3.766804e-002	-4.206448e-002
4.474678026453220e+000	-3.434939e-003	-6.961017e-001	3.767497e-002	-4.206487e-002
4.476139455024593e+000	-4.831189e-003	-6.876512e-001	3.868060e-002	-4.212107e-002
4.477600883595967e+000	-6.262541e-003	-6.790939e-001	3.967121e-002	-4.217655e-002
4.479062312167340e+000	-7.728996e-003	-6.704298e-001	4.064682e-002	-4.223132e-002
4.480523740738713e+000	-9.230553e-003	-6.616589e-001	4.160740e-002	-4.228538e-002
4.481985169310086e+000	-1.076721e-002	-6.527812e-001	4.255297e-002	-4.233873e-002
4.483446597881460e+000	-1.233897e-002	-6.437968e-001	4.348353e-002	-4.239136e-002
4.484908026452833e+000	-1.394584e-002	-6.347055e-001	4.439907e-002	-4.244329e-002
4.484918026452832e+000	-1.395694e-002	-6.346430e-001	4.440528e-002	-4.244364e-002
4.486379455024205e+000	-1.559728e-002	-6.254499e-001	4.530493e-002	-4.249482e-002
4.487840883595579e+000	-1.726870e-002	-6.161621e-001	4.618820e-002	-4.254522e-002
4.489302312166952e+000	-1.897120e-002	-6.067797e-001	4.705509e-002	-4.259486e-002
4.490763740738325e+000	-2.070478e-002	-5.973026e-001	4.790558e-002	-4.264372e-002
4.492225169309698e+000	-2.246944e-002	-5.877309e-001	4.873969e-002	-4.269182e-002
4.493686597881072e+000	-2.426518e-002	-5.780645e-001	4.955741e-002	-4.273914e-002
4.495148026452445e+000	-2.609200e-002	-5.683035e-001	5.035875e-002	-4.278570e-002
4.495158026452445e+000	-2.610459e-002	-5.682364e-001	5.036417e-002	-4.278601e-002
4.496619455023818e+000	-2.796065e-002	-5.583863e-001	5.114832e-002	-4.283177e-002
4.498080883595192e+000	-2.984344e-002	-5.484546e-001	5.191489e-002	-4.287670e-002
4.499542312166565e+000	-3.175295e-002	-5.384414e-001	5.266387e-002	-4.292081e-002
4.501003740737938e+000	-3.368919e-002	-5.283466e-001	5.339526e-002	-4.296411e-002
4.502465169309311e+000	-3.565216e-002	-5.181703e-001	5.410907e-002	-4.300658e-002
4.503926597880684e+000	-3.764186e-002	-5.079125e-001	5.480530e-002	-4.304823e-002
4.505388026452057e+000	-3.965828e-002	-4.975732e-001	5.548393e-002	-4.308907e-002
4.505398026452057e+000	-3.967215e-002	-4.975022e-001	5.548851e-002	-4.308935e-002
4.506859455023430e+000	-4.171327e-002	-4.870875e-001	5.614884e-002	-4.312933e-002
4.508320883594804e+000	-4.377648e-002	-4.766052e-001	5.679058e-002	-4.316845e-002
4.509782312166177e+000	-4.586178e-002	-4.660553e-001	5.741371e-002	-4.320671e-002
4.511243740737550e+000	-4.796917e-002	-4.554379e-001	5.801824e-002	-4.324411e-002
4.512705169308923e+000	-5.009866e-002	-4.447530e-001	5.860418e-002	-4.328065e-002
4.514166597880297e+000	-5.225023e-002	-4.340004e-001	5.917151e-002	-4.331632e-002
4.515628026451670e+000	-5.442389e-002	-4.231803e-001	5.972025e-002	-4.335113e-002
4.515638026451669e+000	-5.443883e-002	-4.231061e-001	5.972393e-002	-4.335137e-002
4.525878026451282e+000	-7.017108e-002	-3.457518e-001	6.302542e-002	-4.357019e-002
4.536118026450894e+000	-8.662511e-002	-2.661738e-001	6.535777e-002	-4.374433e-002
4.546358026450506e+000	-1.035494e-001	-1.851298e-001	6.669597e-002	-4.387276e-002
4.556598026450119e+000	-1.206873e-001	-1.033929e-001	6.702544e-002	-4.395484e-002
4.566838026449731e+000	-1.377800e-001	-2.174314e-002	6.634223e-002	-4.399041e-002
4.568299455021104e+000	-1.402025e-001	-1.013722e-002	6.616228e-002	-4.399170e-002
4.569760883592478e+000	-1.426162e-001	1.443176e-003	6.596198e-002	-4.399205e-002
4.571222312163851e+000	-1.450211e-001	1.299804e-002	6.574132e-002	-4.399147e-002
4.572683740735224e+000	-1.474171e-001	2.452739e-002	6.550031e-002	-4.398995e-002
4.574145169306597e+000	-1.498044e-001	3.603121e-002	6.523894e-002	-4.398749e-002
4.575606597877971e+000	-1.521829e-001	4.750950e-002	6.495721e-002	-4.398410e-002
4.577068026449344e+000	-1.545525e-001	5.896227e-002	6.465513e-002	-4.397978e-002
4.577078026449343e+000	-1.545687e-001	5.904048e-002	6.465300e-002	-4.397974e-002
4.578539455020716e+000	-1.569268e-001	7.045957e-002	6.433056e-002	-4.397448e-002
4.580000883592090e+000	-1.592710e-001	8.183760e-002	6.398823e-002	-4.396829e-002
4.581462312163463e+000	-1.616012e-001	9.317457e-002	6.362599e-002	-4.396119e-002
4.582923740734836e+000	-1.639175e-001	1.044705e-001	6.324387e-002	-4.395318e-002
4.584385169306209e+000	-1.662197e-001	1.157253e-001	6.284184e-002	-4.394424e-002
4.585846597877583e+000	-1.685081e-001	1.269391e-001	6.241992e-002	-4.393439e-002
4.587308026448956e+000	-1.707824e-001	1.381118e-001	6.197810e-002	-4.392362e-002
4.587318026448956e+000	-1.707979e-001	1.381881e-001	6.197501e-002	-4.392355e-002
4.597558026448568e+000	-1.862178e-001	2.149471e-001	5.833589e-002	-4.382297e-002
4.607798026448180e+000	-2.005870e-001	2.885899e-001	5.377338e-002	-4.367957e-002
4.618038026447793e+000	-2.136750e-001	3.584219e-001	4.833493e-002	-4.349534e-002
4.628278026447405e+000	-2.252646e-001	4.237882e-001	4.207720e-002	-4.327262e-002
4.638518026447017e+000	-2.351542e-001	4.840811e-001	3.506545e-002	-4.301412e-002
4.639979455018390e+000	-2.364173e-001	4.922429e-001	3.400686e-002	-4.297446e-002
4.641440883589764e+000	-2.376402e-001	5.002848e-001	3.293519e-002	-4.293417e-002
4.642902312161137e+000	-2.388230e-001	5.082067e-001	3.185045e-002	-4.289325e-002
4.644363740732510e+000	-2.399657e-001	5.160088e-001	3.075263e-002	-4.285169e-002
4.645825169303883e+000	-2.410683e-001	5.236909e-001	2.964173e-002	-4.280949e-002
4.647286597875257e+000	-2.421308e-001	5.312531e-001	2.851777e-002	-4.276667e-002
4.648748026446630e+000	-2.431532e-001	5.386954e-001	2.738073e-002	-4.272320e-002
4.648758026446630e+000	-2.431600e-001	5.387459e-001	2.737291e-002	-4.272291e-002
4.650219455018003e+000	-2.441402e-001	5.460621e-001	2.622350e-002	-4.267884e-002
4.651680883589377e+000	-2.450771e-001	5.532489e-001	2.506272e-002	-4.263421e-002
4.653142312160750e+000	-2.459708e-001	5.603063e-001	2.389058e-002	-4.258902e-002
4.654603740732123e+000	-2.468213e-001	5.672344e-001	2.270706e-002	-4.254327e-002
4.656065169303496e+000	-2.476285e-001	5.740332e-001	2.151217e-002	-4.249696e-002
4.657526597874869e+000	-2.483924e-001	5.807025e-001	2.030592e-002	-4.245008e-002
4.658988026446242e+000	-2.491131e-001	5.872425e-001	1.908829e-002	-4.240264e-002
4.658998026446242e+000	-2.491179e-001	5.872868e-001	1.907993e-002	-4.240231e-002
4.660459455017615e+000	-2.497935e-001	5.936918e-001	1.785172e-002	-4.235434e-002
4.661920883588989e+000	-2.504231e-001	5.999593e-001	1.661397e-002	-4.230588e-002
4.663382312160362e+000	-2.510069e-001	6.060894e-001	1.536667e-002	-4.225694e-002
4.664843740731735e+000	-2.515447e-001	6.120819e-001	1.410983e-002	-4.220751e-002
4.666305169303108e+000	-2.520365e-001	6.179370e-001	1.284344e-002	-4.215759e-002
4.667766597874482e+000	-2.524825e-001	6.236547e-001	1.156750e-002	-4.210719e-002
4.669228026445855e+000	-2.528825e-001	6.292348e-001	1.028202e-002	-4.205630e-002
4.669238026445854e+000	-2.528851e-001	6.292725e-001	1.027320e-002	-4.205595e-002
4.670699455017227e+000	-2.532375e-001	6.347102e-001	8.979040e-003	-4.200461e-002
4.672160883588601e+000	-2.535418e-001	6.400038e-001	7.677257e-003	-4.195286e-002
4.673622312159974e+000	-2.537980e-001	6.451532e-001	6.367854e-003	-4.190071e-002
4.675083740731347e+000	-2.540061e-001	6.501585e-001	5.050830e-003	-4.184814e-002
4.676545169302720e+000	-2.541660e-001	6.550196e-001	3.726186e-003	-4.179518e-002
4.678006597874094e+000	-2.542778e-001	6.597366e-001	2.393921e-003	-4.174180e-002
4.679468026445467e+000	-2.543415e-001	6.643094e-001	1.054036e-003	-4.168802e-002
4.679478026445467e+000	-2.543418e-001	6.643402e-001	1.044850e-003	-4.168765e-002
4.679908026445451e+000	-2.543509e-001	6.656569e-001	6.495123e-004	-4.167177e-002
4.680338026445434e+000	-2.543557e-001	6.669608e-001	2.536270e-004	-4.165585e-002
4.680768026445418e+000	-2.543563e-001	6.682519e-001	-1.428064e-004	-4.163990e-002
4.681198026445402e+000	-2.543526e-001	6.695302e-001	-5.397880e-004	-4.162392e-002
4.681628026445385e+000	-2.543447e-001	6.707958e-001	-9.373176e-004	-4.160791e-002
4.682058026445369e+000	-2.543325e-001	6.720485e-001	-1.335395e-003	-4.159187e-002
4.682488026445353e+000	-2.543160e-001	6.732885e-001	-1.734021e-003	-4.157580e-002
4.683519455016742e+000	-2.542591e-001	6.762108e-001	-2.692521e-003	-4.153713e-002
4.684550883588132e+000	-2.541773e-001	6.790584e-001	-3.653669e-003	-4.149830e-002
4.685582312159522e+000	-2.540706e-001	6.818314e-001	-4.617464e-003	-4.145931e-002
4.686613740730911e+000	-2.539389e-001	6.845296e-001	-5.583907e-003	-4.142018e-002
4.687645169302300e+000	-2.537823e-001	6.871531e-001	-6.552997e-003	-4.138088e-002
4.688676597873690e+000	-2.536008e-001	6.897020e-001	-7.524734e-003	-4.134143e-002
4.689708026445079e+000	-2.533944e-001	6.921762e-001	-8.499119e-003	-4.130183e-002
4.689718026445079e+000	-2.533923e-001	6.921998e-001	-8.508575e-003	-4.130144e-002
4.699958026444691e+000	-2.499662e-001	7.126366e-001	-1.828707e-002	-4.090149e-002
4.710198026444304e+000	-2.440188e-001	7.255136e-001	-2.818826e-002	-4.049206e-002
4.720438026443916e+000	-2.355321e-001	7.307733e-001	-3.810842e-002	-4.007746e-002
4.720759455015332e+000	-2.352247e-001	7.308151e-001	-3.841898e-002	-4.006441e-002
4.721080883586749e+000	-2.349147e-001	7.308495e-001	-3.872945e-002	-4.005136e-002
4.721402312158165e+000	-2.346022e-001	7.308763e-001	-3.903982e-002	-4.003831e-002
4.721723740729582e+000	-2.342873e-001	7.308957e-001	-3.935010e-002	-4.002526e-002
4.722045169300998e+000	-2.339698e-001	7.309076e-001	-3.966029e-002	-4.001221e-002
4.722366597872415e+000	-2.336499e-001	7.309120e-001	-3.997037e-002	-3.999916e-002
4.722688026443831e+000	-2.333274e-001	7.309089e-001	-4.028037e-002	-3.998610e-002
4.723828026443788e+000	-2.321637e-001	7.308374e-001	-4.137926e-002	-3.993980e-002
4.724968026443745e+000	-2.309687e-001	7.306724e-001	-4.247632e-002	-3.989352e-002
4.726108026443701e+000	-2.297426e-001	7.304137e-001	-4.357154e-002	-3.984726e-002
4.727248026443658e+000	-2.284854e-001	7.300616e-001	-4.466493e-002	-3.980102e-002
4.728388026443615e+000	-2.271969e-001	7.296158e-001	-4.575649e-002	-3.975481e-002
4.729528026443572e+000	-2.258773e-001	7.290766e-001	-4.684621e-002	-3.970861e-002
4.730668026443529e+000	-2.245266e-001	7.284437e-001	-4.793409e-002	-3.966244e-002
4.730678026443528e+000	-2.245146e-001	7.284378e-001	-4.794362e-002	-3.966204e-002
4.740918026443141e+000	-2.110011e-001	7.186087e-001	-5.759078e-002	-3.925008e-002
4.751158026442753e+000	-1.950528e-001	7.014663e-001	-6.694874e-002	-3.884581e-002
4.761398026442365e+000	-1.767564e-001	6.772674e-001	-7.591937e-002	-3.845331e-002
4.771638026441978e+000	-1.562232e-001	6.463426e-001	-8.440854e-002	-3.807651e-002
4.781878026441590e+000	-1.335879e-001	6.090931e-001	-9.232715e-002	-3.771912e-002
4.792118026441202e+000	-1.090075e-001	5.659861e-001	-9.959201e-002	-3.738460e-002
4.802358026440815e+000	-8.265913e-002	5.175504e-001	-1.061268e-001	-3.707616e-002
4.803819455012188e+000	-7.876424e-002	5.102321e-001	-1.069962e-001	-3.703442e-002
4.805280883583562e+000	-7.483944e-002	5.028233e-001	-1.078487e-001	-3.699329e-002
4.806742312154935e+000	-7.088473e-002	4.953243e-001	-1.086843e-001	-3.695278e-002
4.808203740726308e+000	-6.690010e-002	4.877348e-001	-1.095030e-001	-3.691289e-002
4.809665169297681e+000	-6.288555e-002	4.800550e-001	-1.103048e-001	-3.687361e-002
4.811126597869055e+000	-5.884109e-002	4.722849e-001	-1.110896e-001	-3.683495e-002
4.812588026440428e+000	-5.476671e-002	4.644244e-001	-1.118575e-001	-3.679691e-002
4.812598026440427e+000	-5.473875e-002	4.643703e-001	-1.118627e-001	-3.679665e-002
4.814059455011800e+000	-5.063636e-002	4.564252e-001	-1.126130e-001	-3.675925e-002
4.815520883583174e+000	-4.650855e-002	4.484030e-001	-1.133451e-001	-3.672252e-002
4.816982312154547e+000	-4.235530e-002	4.403039e-001	-1.140593e-001	-3.668645e-002
4.818443740725920e+000	-3.817661e-002	4.321278e-001	-1.147553e-001	-3.665105e-002
4.819905169297293e+000	-3.397249e-002	4.238748e-001	-1.154333e-001	-3.661631e-002
4.821366597868667e+000	-2.974293e-002	4.155447e-001	-1.160933e-001	-3.658223e-002
4.822828026440040e+000	-2.548793e-002	4.071377e-001	-1.167351e-001	-3.654882e-002
4.822838026440039e+000	-2.545875e-002	4.070799e-001	-1.167395e-001	-3.654859e-002
4.824299455011412e+000	-2.118042e-002	3.986022e-001	-1.173626e-001	-3.651587e-002
4.825760883582786e+000	-1.688141e-002	3.900617e-001	-1.179667e-001	-3.648385e-002
4.827222312154159e+000	-1.256171e-002	3.814583e-001	-1.185518e-001	-3.645254e-002
4.828683740725532e+000	-8.221328e-003	3.727922e-001	-1.191179e-001	-3.642193e-002
4.830145169296905e+000	-3.860256e-003	3.640632e-001	-1.196650e-001	-3.639202e-002
4.831606597868279e+000	5.215018e-004	3.552715e-001	-1.201931e-001	-3.636282e-002
4.833068026439652e+000	4.923947e-003	3.464170e-001	-1.207021e-001	-3.633432e-002
4.833078026439652e+000	4.954122e-003	3.463562e-001	-1.207055e-001	-3.633413e-002
4.834539455011025e+000	9.374982e-003	3.374457e-001	-1.211950e-001	-3.630636e-002
4.836000883582399e+000	1.381156e-002	3.284871e-001	-1.216647e-001	-3.627933e-002
4.837462312153772e+000	1.826386e-002	3.194807e-001	-1.221146e-001	-3.625303e-002
4.838923740725145e+000	2.273188e-002	3.104262e-001	-1.225447e-001	-3.622747e-002
4.840385169296518e+000	2.721561e-002	3.013238e-001	-1.229551e-001	-3.620264e-002
4.841846597867892e+000	3.171507e-002	2.921735e-001	-1.233457e-001	-3.617854e-002
4.843308026439265e+000	3.623024e-002	2.829752e-001	-1.237166e-001	-3.615519e-002
4.843318026439264e+000	3.626117e-002	2.829121e-001	-1.237190e-001	-3.615503e-002
4.853558026438877e+000	6.821422e-002	2.174889e-001	-1.257480e-001	-3.601262e-002
4.863798026438489e+000	1.005582e-001	1.508486e-001	-1.267707e-001	-3.590780e-002
4.874038026438101e+000	1.330340e-001	8.376564e-002	-1.267760e-001	-3.584107e-002
4.884278026437714e+000	1.653806e-001	1.701924e-002	-1.257633e-001	-3.581243e-002
4.885739455009087e+000	1.699733e-001	7.560500e-003	-1.255360e-001	-3.581144e-002
4.887200883580460e+000	1.745554e-001	-1.867760e-003	-1.252884e-001	-3.581121e-002
4.888662312151833e+000	1.791269e-001	-1.126554e-002	-1.250205e-001	-3.581174e-002
4.890123740723206e+000	1.836879e-001	-2.063285e-002	-1.247322e-001	-3.581303e-002
4.891585169294579e+000	1.882384e-001	-2.996967e-002	-1.244235e-001	-3.581508e-002
4.893046597865953e+000	1.927784e-001	-3.927602e-002	-1.240945e-001	-3.581790e-002
4.894508026437326e+000	1.973078e-001	-4.855189e-002	-1.237451e-001	-3.582147e-002
4.894518026437326e+000	1.973387e-001	-4.861519e-002	-1.237426e-001	-3.582149e-002
4.895979455008699e+000	2.018549e-001	-5.785245e-002	-1.233729e-001	-3.582582e-002
4.897440883580073e+000	2.063553e-001	-6.704384e-002	-1.229834e-001	-3.583089e-002
4.898902312151446e+000	2.108401e-001	-7.618937e-002	-1.225740e-001	-3.583670e-002
4.900363740722819e+000	2.153092e-001	-8.528904e-002	-1.221448e-001	-3.584325e-002
4.901825169294192e+000	2.197626e-001	-9.434285e-002	-1.216957e-001	-3.585054e-002
4.903286597865566e+000	2.242004e-001	-1.033508e-001	-1.212269e-001	-3.585856e-002
4.904748026436939e+000	2.286224e-001	-1.123129e-001	-1.207381e-001	-3.586733e-002
4.904758026436938e+000	2.286526e-001	-1.123740e-001	-1.207347e-001	-3.586739e-002
4.906219455008311e+000	2.330562e-001	-1.212821e-001	-1.202263e-001	-3.587689e-002
4.907680883579685e+000	2.374392e-001	-1.301295e-001	-1.196988e-001	-3.588710e-002
4.909142312151058e+000	2.418015e-001	-1.389162e-001	-1.191522e-001	-3.589801e-002
4.910603740722431e+000	2.461432e-001	-1.476420e-001	-1.185865e-001	-3.590963e-002
