time	V(n001)	V(n002)	V(n003)	V(n004)	I(L1)	I(L2)	I(R1)	I(R2)	I(R3)	I(R4)
4.645683465525508e+000	-3.608673e-003	-8.685192e-003	2.169554e-002	-1.102689e-002	-6.131732e-002	-1.606319e-004	-3.608673e-003	-1.737038e-002	6.508662e-002	-4.410756e-002
4.655449090525508e+000	-3.227346e-003	-8.907938e-003	2.144495e-002	-1.082290e-002	-6.126419e-002	1.567035e-004	-3.227346e-003	-1.781588e-002	6.433484e-002	-4.329161e-002
4.665214715525508e+000	-2.849569e-003	-9.127204e-003	2.119506e-002	-1.062030e-002	-6.120520e-002	4.696067e-004	-2.849569e-003	-1.825441e-002	6.358517e-002	-4.248119e-002
4.674980340525508e+000	-2.475344e-003	-9.343004e-003	2.094589e-002	-1.041908e-002	-6.114042e-002	7.780982e-004	-2.475344e-003	-1.868601e-002	6.283767e-002	-4.167632e-002
4.694511590525508e+000	-1.737570e-003	-9.764266e-003	2.044979e-002	-1.002082e-002	-6.099374e-002	1.381930e-003	-1.737570e-003	-1.952853e-002	6.134938e-002	-4.008328e-002
4.714042840525508e+000	-1.014054e-003	-1.017185e-002	1.995680e-002	-9.628158e-003	-6.082470e-002	1.968366e-003	-1.014054e-003	-2.034371e-002	5.987039e-002	-3.851263e-002
4.723808465525508e+000	-6.576494e-004	-1.037056e-002	1.971150e-002	-9.433934e-003	-6.073197e-002	2.255115e-003	-6.576494e-004	-2.074112e-002	5.913450e-002	-3.773573e-002
4.733574090525508e+000	-3.048166e-004	-1.056589e-002	1.946703e-002	-9.241119e-003	-6.063384e-002	2.537580e-003	-3.048166e-004	-2.113179e-002	5.840108e-002	-3.696448e-002
4.743339715525508e+000	4.444298e-005	-1.075787e-002	1.922339e-002	-9.049718e-003	-6.053040e-002	2.815783e-003	4.444298e-005	-2.151575e-002	5.767018e-002	-3.619887e-002
4.753105340525508e+000	3.901280e-004	-1.094652e-002	1.898061e-002	-8.859733e-003	-6.042171e-002	3.089745e-003	3.901280e-004	-2.189304e-002	5.694184e-002	-3.543893e-002
4.772636590525508e+000	1.070772e-003	-1.131386e-002	1.849768e-002	-8.484021e-003	-6.018885e-002	3.625040e-003	1.070772e-003	-2.262773e-002	5.549303e-002	-3.393608e-002
4.792167840525508e+000	1.737115e-003	-1.166806e-002	1.801834e-002	-8.114004e-003	-5.993579e-002	4.143645e-003	1.737115e-003	-2.333613e-002	5.405503e-002	-3.245601e-002
4.821464715525508e+000	2.709827e-003	-1.217503e-002	1.730634e-002	-7.569695e-003	-5.951950e-002	4.890659e-003	2.709827e-003	-2.435006e-002	5.191901e-002	-3.027878e-002
4.881453554811222e+000	4.596523e-003	-1.311228e-002	1.587073e-002	-6.496044e-003	-5.850098e-002	6.292251e-003	4.596523e-003	-2.622455e-002	4.761220e-002	-2.598417e-002
4.941442394096937e+000	6.353889e-003	-1.394462e-002	1.448025e-002	-5.476351e-003	-5.735564e-002	7.560999e-003	6.353889e-003	-2.788924e-002	4.344076e-002	-2.190540e-002
5.001431233382651e+000	7.981925e-003	-1.467207e-002	1.313489e-002	-4.510617e-003	-5.608350e-002	8.696904e-003	7.981925e-003	-2.934413e-002	3.940468e-002	-1.804247e-002
5.061420072668366e+000	9.480632e-003	-1.529461e-002	1.183465e-002	-3.598842e-003	-5.468455e-002	9.699965e-003	9.480632e-003	-3.058922e-002	3.550396e-002	-1.439537e-002
5.121408911954079e+000	1.085001e-002	-1.581225e-002	1.057953e-002	-2.741025e-003	-5.315879e-002	1.057018e-002	1.085001e-002	-3.162451e-002	3.173861e-002	-1.096410e-002
5.181397751239794e+000	1.209006e-002	-1.622500e-002	9.369538e-003	-1.937168e-003	-5.150623e-002	1.130756e-002	1.209006e-002	-3.245000e-002	2.810861e-002	-7.748673e-003
5.241386590525508e+000	1.320077e-002	-1.653284e-002	8.204662e-003	-1.187270e-003	-4.972685e-002	1.191209e-002	1.320077e-002	-3.306568e-002	2.461399e-002	-4.749080e-003
5.270683465525508e+000	1.370228e-002	-1.665662e-002	7.656350e-003	-8.395221e-004	-4.884503e-002	1.217371e-002	1.370228e-002	-3.331324e-002	2.296905e-002	-3.358088e-003
5.299980340525508e+000	1.417558e-002	-1.675995e-002	7.120212e-003	-5.040767e-004	-4.794564e-002	1.240943e-002	1.417558e-002	-3.351991e-002	2.136064e-002	-2.016307e-003
5.319511590525508e+000	1.447565e-002	-1.681777e-002	6.769596e-003	-2.872255e-004	-4.733698e-002	1.255254e-002	1.447565e-002	-3.363554e-002	2.030879e-002	-1.148902e-003
5.329277215525508e+000	1.462110e-002	-1.684342e-002	6.596340e-003	-1.808205e-004	-4.703009e-002	1.261997e-002	1.462110e-002	-3.368684e-002	1.978902e-002	-7.232818e-004
5.339042840525508e+000	1.476351e-002	-1.686692e-002	6.424455e-003	-7.575642e-005	-4.672155e-002	1.268468e-002	1.476351e-002	-3.373385e-002	1.927336e-002	-3.030257e-004
5.348808465525508e+000	1.490289e-002	-1.688831e-002	6.253945e-003	2.797123e-005	-4.641142e-002	1.274669e-002	1.490289e-002	-3.377661e-002	1.876183e-002	1.118849e-004
5.358574090525508e+000	1.503927e-002	-1.690759e-002	6.084811e-003	1.303672e-004	-4.609975e-002	1.280604e-002	1.503927e-002	-3.381518e-002	1.825443e-002	5.214689e-004
5.368339715525508e+000	1.517266e-002	-1.692479e-002	5.917056e-003	2.314364e-004	-4.578658e-002	1.286275e-002	1.517266e-002	-3.384957e-002	1.775117e-002	9.257454e-004
5.387870965525508e+000	1.543054e-002	-1.695303e-002	5.585690e-003	4.296136e-004	-4.515597e-002	1.296836e-002	1.543054e-002	-3.390606e-002	1.675707e-002	1.718455e-003
5.417167840525508e+000	1.579536e-002	-1.698033e-002	5.099026e-003	7.170527e-004	-4.420009e-002	1.310765e-002	1.579536e-002	-3.396065e-002	1.529708e-002	2.868211e-003
5.446464715525508e+000	1.613420e-002	-1.699004e-002	4.624859e-003	9.928244e-004	-4.323338e-002	1.322460e-002	1.613420e-002	-3.398008e-002	1.387458e-002	3.971298e-003
5.492502661954079e+000	1.661028e-002	-1.696581e-002	3.905385e-003	1.401296e-003	-4.168481e-002	1.335838e-002	1.661028e-002	-3.393161e-002	1.171615e-002	5.605183e-003
5.538540608382651e+000	1.703034e-002	-1.690713e-002	3.216571e-003	1.783553e-003	-4.012816e-002	1.344811e-002	1.703034e-002	-3.381427e-002	9.649713e-003	7.134211e-003
5.584578554811222e+000	1.739439e-002	-1.681401e-002	2.558419e-003	2.139595e-003	-3.856345e-002	1.349381e-002	1.739439e-002	-3.362803e-002	7.675257e-003	8.558380e-003
5.630616501239794e+000	1.770242e-002	-1.668645e-002	1.930928e-003	2.469423e-003	-3.699067e-002	1.349547e-002	1.770242e-002	-3.337290e-002	5.792784e-003	9.877691e-003
5.676654447668366e+000	1.795445e-002	-1.652444e-002	1.334098e-003	2.773036e-003	-3.540982e-002	1.345308e-002	1.795445e-002	-3.304889e-002	4.002294e-003	1.109214e-002
5.722692394096937e+000	1.815046e-002	-1.632799e-002	7.679290e-004	3.050434e-003	-3.382091e-002	1.336666e-002	1.815046e-002	-3.265598e-002	2.303787e-003	1.220174e-002
5.768730340525508e+000	1.829046e-002	-1.609710e-002	2.324212e-004	3.301618e-003	-3.222392e-002	1.323620e-002	1.829046e-002	-3.219419e-002	6.972636e-004	1.320647e-002
5.778495965525508e+000	1.831491e-002	-1.604568e-002	1.225659e-004	3.352188e-003	-3.188793e-002	1.320532e-002	1.831491e-002	-3.209136e-002	3.676976e-004	1.340875e-002
5.788261590525508e+000	1.833719e-002	-1.599306e-002	1.404699e-005	3.401696e-003	-3.155221e-002	1.317288e-002	1.833719e-002	-3.198612e-002	4.214099e-005	1.360678e-002
5.798027215525508e+000	1.835732e-002	-1.593925e-002	-9.313910e-005	3.450151e-003	-3.121681e-002	1.313891e-002	1.835732e-002	-3.187851e-002	-2.794173e-004	1.380060e-002
5.807792840525508e+000	1.837532e-002	-1.588428e-002	-1.989962e-004	3.497559e-003	-3.088176e-002	1.310343e-002	1.837532e-002	-3.176857e-002	-5.969885e-004	1.399024e-002
5.827324090525508e+000	1.840501e-002	-1.577093e-002	-4.067388e-004	3.589265e-003	-3.021283e-002	1.302804e-002	1.840501e-002	-3.154185e-002	-1.220217e-003	1.435706e-002
5.846855340525508e+000	1.842642e-002	-1.565314e-002	-6.092130e-004	3.676872e-003	-2.954568e-002	1.294689e-002	1.842642e-002	-3.130627e-002	-1.827639e-003	1.470749e-002
5.876152215525508e+000	1.844337e-002	-1.546846e-002	-9.031194e-004	3.800725e-003	-2.854880e-002	1.281478e-002	1.844337e-002	-3.093692e-002	-2.709358e-003	1.520290e-002
5.924980340525508e+000	1.842626e-002	-1.513535e-002	-1.365342e-003	3.985117e-003	-2.689223e-002	1.256200e-002	1.842626e-002	-3.027070e-002	-4.096025e-003	1.594047e-002
5.973808465525508e+000	1.836883e-002	-1.478437e-002	-1.797511e-003	4.148111e-003	-2.526156e-002	1.228527e-002	1.836883e-002	-2.956874e-002	-5.392533e-003	1.659244e-002
6.022636590525508e+000	1.827109e-002	-1.441552e-002	-2.199627e-003	4.289706e-003	-2.365679e-002	1.198458e-002	1.827109e-002	-2.883103e-002	-6.598882e-003	1.715883e-002
6.071464715525508e+000	1.813303e-002	-1.402879e-002	-2.571691e-003	4.409904e-003	-2.207791e-002	1.165995e-002	1.813303e-002	-2.805757e-002	-7.715072e-003	1.763961e-002
6.120292840525508e+000	1.795466e-002	-1.362418e-002	-2.913701e-003	4.508703e-003	-2.052493e-002	1.131137e-002	1.795466e-002	-2.724837e-002	-8.741104e-003	1.803481e-002
6.169120965525508e+000	1.773598e-002	-1.320171e-002	-3.225659e-003	4.586103e-003	-1.899784e-002	1.093884e-002	1.773598e-002	-2.640341e-002	-9.676978e-003	1.834441e-002
6.217949090525508e+000	1.747698e-002	-1.276135e-002	-3.507564e-003	4.642106e-003	-1.749665e-002	1.054237e-002	1.747698e-002	-2.552271e-002	-1.052269e-002	1.856842e-002
6.227714715525508e+000	1.742255e-002	-1.267292e-002	-3.561012e-003	4.651582e-003	-1.720188e-002	1.046237e-002	1.742255e-002	-2.534584e-002	-1.068303e-002	1.860633e-002
6.237480340525508e+000	1.736687e-002	-1.258407e-002	-3.613373e-003	4.660344e-003	-1.690852e-002	1.038177e-002	1.736687e-002	-2.516813e-002	-1.084012e-002	1.864138e-002
6.257011590525508e+000	1.725185e-002	-1.240513e-002	-3.714864e-003	4.675752e-003	-1.632608e-002	1.021882e-002	1.725185e-002	-2.481027e-002	-1.114459e-002	1.870301e-002
6.286308465525508e+000	1.707044e-002	-1.213390e-002	-3.859125e-003	4.693686e-003	-1.546336e-002	9.970296e-003	1.707044e-002	-2.426781e-002	-1.157737e-002	1.877474e-002
6.315605340525508e+000	1.687881e-002	-1.185961e-002	-3.993982e-003	4.705589e-003	-1.461412e-002	9.717254e-003	1.687881e-002	-2.371922e-002	-1.198195e-002	1.882236e-002
6.386754894096937e+000	1.635813e-002	-1.117246e-002	-4.276279e-003	4.703908e-003	-1.260320e-002	9.073906e-003	1.635813e-002	-2.234493e-002	-1.282884e-002	1.881563e-002
6.457904447668365e+000	1.580332e-002	-1.048523e-002	-4.514257e-003	4.677474e-003	-1.068628e-002	8.425727e-003	1.580332e-002	-2.097045e-002	-1.354277e-002	1.870990e-002
6.529054001239794e+000	1.521439e-002	-9.797901e-003	-4.707915e-003	4.626289e-003	-8.863364e-003	7.772718e-003	1.521439e-002	-1.959580e-002	-1.412375e-002	1.850516e-002
6.600203554811222e+000	1.459133e-002	-9.110488e-003	-4.857255e-003	4.550352e-003	-7.134447e-003	7.114879e-003	1.459133e-002	-1.822098e-002	-1.457176e-002	1.820141e-002
6.671353108382651e+000	1.393415e-002	-8.422987e-003	-4.962276e-003	4.449663e-003	-5.499532e-003	6.452210e-003	1.393415e-002	-1.684597e-002	-1.488683e-002	1.779865e-002
6.742502661954079e+000	1.324284e-002	-7.735398e-003	-5.022977e-003	4.324222e-003	-3.958618e-003	5.784711e-003	1.324284e-002	-1.547080e-002	-1.506893e-002	1.729689e-002
6.813652215525508e+000	1.251740e-002	-7.047721e-003	-5.039360e-003	4.174030e-003	-2.511704e-003	5.112382e-003	1.251740e-002	-1.409544e-002	-1.511808e-002	1.669612e-002
6.835973644096937e+000	1.229112e-002	-6.837270e-003	-5.039394e-003	4.125401e-003	-2.079833e-003	4.906897e-003	1.229112e-002	-1.367454e-002	-1.511818e-002	1.650160e-002
6.858295072668365e+000	1.206401e-002	-6.628343e-003	-5.036376e-003	4.075452e-003	-1.657677e-003	4.702797e-003	1.206401e-002	-1.325669e-002	-1.510913e-002	1.630181e-002
6.880616501239794e+000	1.183607e-002	-6.420942e-003	-5.030305e-003	4.024182e-003	-1.245236e-003	4.500082e-003	1.183607e-002	-1.284188e-002	-1.509091e-002	1.609673e-002
6.902937929811222e+000	1.160730e-002	-6.215066e-003	-5.021182e-003	3.971593e-003	-8.425109e-004	4.298752e-003	1.160730e-002	-1.243013e-002	-1.506354e-002	1.588637e-002
6.925259358382651e+000	1.137771e-002	-6.010715e-003	-5.009006e-003	3.917684e-003	-4.495007e-004	4.098807e-003	1.137771e-002	-1.202143e-002	-1.502702e-002	1.567074e-002
6.947580786954079e+000	1.114729e-002	-5.807888e-003	-4.993777e-003	3.862455e-003	-6.620558e-005	3.900247e-003	1.114729e-002	-1.161578e-002	-1.498133e-002	1.544982e-002
6.969902215525508e+000	1.091604e-002	-5.606587e-003	-4.975496e-003	3.805905e-003	3.073743e-004	3.703072e-003	1.091604e-002	-1.121317e-002	-1.492649e-002	1.522362e-002
6.989433465525508e+000	1.071375e-002	-5.432088e-003	-4.957431e-003	3.755680e-003	6.263917e-004	3.532153e-003	1.071375e-002	-1.086418e-002	-1.487229e-002	1.502272e-002
7.018730340525508e+000	1.041004e-002	-5.173013e-003	-4.926511e-003	3.678879e-003	1.091139e-003	3.278351e-003	1.041004e-002	-1.034603e-002	-1.477953e-002	1.471552e-002
7.048027215525508e+000	1.010628e-002	-4.917277e-003	-4.891172e-003	3.600447e-003	1.539432e-003	3.027801e-003	1.010628e-002	-9.834553e-003	-1.467351e-002	1.440179e-002
7.099645519096937e+000	9.568608e-003	-4.473922e-003	-4.816350e-003	3.457072e-003	2.287280e-003	2.593162e-003	9.568608e-003	-8.947845e-003	-1.444905e-002	1.382829e-002
7.151263822668365e+000	9.036464e-003	-4.043468e-003	-4.731808e-003	3.311474e-003	2.987234e-003	2.171726e-003	9.036464e-003	-8.086936e-003	-1.419542e-002	1.324590e-002
7.202882126239794e+000	8.509851e-003	-3.625914e-003	-4.637546e-003	3.163654e-003	3.639293e-003	1.763494e-003	8.509851e-003	-7.251827e-003	-1.391264e-002	1.265461e-002
7.254500429811222e+000	7.988768e-003	-3.221259e-003	-4.533564e-003	3.013610e-003	4.243458e-003	1.368466e-003	7.988768e-003	-6.442518e-003	-1.360069e-002	1.205444e-002
7.306118733382651e+000	7.473216e-003	-2.829504e-003	-4.419862e-003	2.861345e-003	4.799728e-003	9.866419e-004	7.473216e-003	-5.659009e-003	-1.325959e-002	1.144538e-002
7.357737036954079e+000	6.963195e-003	-2.450649e-003	-4.296440e-003	2.706856e-003	5.308103e-003	6.180218e-004	6.963195e-003	-4.901299e-003	-1.288932e-002	1.082742e-002
7.409355340525508e+000	6.458704e-003	-2.084694e-003	-4.163298e-003	2.550144e-003	5.768583e-003	2.626057e-004	6.458704e-003	-4.169389e-003	-1.248989e-002	1.020058e-002
7.428886590525508e+000	6.271375e-003	-1.950384e-003	-4.112038e-003	2.491377e-003	5.932187e-003	1.325533e-004	6.271375e-003	-3.900768e-003	-1.233611e-002	9.965507e-003
7.438652215525508e+000	6.178234e-003	-1.884001e-003	-4.086070e-003	2.461995e-003	6.011640e-003	6.833606e-005	6.178234e-003	-3.768003e-003	-1.225821e-002	9.847979e-003
7.448417840525508e+000	6.085451e-003	-1.818136e-003	-4.059884e-003	2.432618e-003	6.089539e-003	4.661056e-006	6.085451e-003	-3.636273e-003	-1.217965e-002	9.730473e-003
7.458183465525508e+000	5.993032e-003	-1.752790e-003	-4.033485e-003	2.403251e-003	6.165893e-003	-5.846973e-005	5.993032e-003	-3.505581e-003	-1.210046e-002	9.613004e-003
7.477714715525508e+000	5.809309e-003	-1.623661e-003	-3.980072e-003	2.344557e-003	6.313997e-003	-1.830910e-004	5.809309e-003	-3.247323e-003	-1.194021e-002	9.378228e-003
7.507011590525508e+000	5.536597e-003	-1.433896e-003	-3.898494e-003	2.256669e-003	6.524779e-003	-3.658956e-004	5.536597e-003	-2.867792e-003	-1.169548e-002	9.026675e-003
7.557234804811222e+000	5.076179e-003	-1.119598e-003	-3.753369e-003	2.105781e-003	6.851667e-003	-6.677403e-004	5.076179e-003	-2.239195e-003	-1.126011e-002	8.423122e-003
7.607458019096937e+000	4.628358e-003	-8.194311e-004	-3.605797e-003	1.956974e-003	7.143641e-003	-9.546084e-004	4.628358e-003	-1.638862e-003	-1.081739e-002	7.827895e-003
7.657681233382651e+000	4.193134e-003	-5.333964e-004	-3.455778e-003	1.810248e-003	7.400700e-003	-1.226500e-003	4.193134e-003	-1.066793e-003	-1.036733e-002	7.240994e-003
7.707904447668366e+000	3.770506e-003	-2.614935e-004	-3.303312e-003	1.665605e-003	7.622846e-003	-1.483414e-003	3.770506e-003	-5.229869e-004	-9.909936e-003	6.662418e-003
7.758127661954079e+000	3.360474e-003	-3.722379e-006	-3.148400e-003	1.523042e-003	7.810076e-003	-1.725352e-003	3.360474e-003	-7.444757e-006	-9.445198e-003	6.092169e-003
7.808350876239794e+000	2.963040e-003	2.399169e-004	-2.991040e-003	1.382561e-003	7.962393e-003	-1.952314e-003	2.963040e-003	4.798338e-004	-8.973119e-003	5.530246e-003
7.858574090525508e+000	2.578202e-003	4.694244e-004	-2.831233e-003	1.244162e-003	8.079795e-003	-2.164298e-003	2.578202e-003	9.388487e-004	-8.493698e-003	4.976648e-003
7.917167840525508e+000	2.147934e-003	7.187314e-004	-2.644410e-003	1.086958e-003	8.177208e-003	-2.391913e-003	2.147934e-003	1.437463e-003	-7.933229e-003	4.347832e-003
7.975761590525508e+000	1.737674e-003	9.502342e-004	-2.459514e-003	9.351001e-004	8.241462e-003	-2.600594e-003	1.737674e-003	1.900468e-003	-7.378542e-003	3.740401e-003
8.034355340525508e+000	1.347420e-003	1.163933e-003	-2.276547e-003	7.885884e-004	8.272558e-003	-2.790339e-003	1.347420e-003	2.327866e-003	-6.829640e-003	3.154354e-003
8.092949090525508e+000	9.771743e-004	1.359827e-003	-2.095507e-003	6.474228e-004	8.270496e-003	-2.961150e-003	9.771743e-004	2.719655e-003	-6.286520e-003	2.589691e-003
8.151542840525508e+000	6.269354e-004	1.537918e-003	-1.916395e-003	5.116033e-004	8.235275e-003	-3.113026e-003	6.269354e-004	3.075836e-003	-5.749184e-003	2.046413e-003
8.210136590525508e+000	2.967039e-004	1.698204e-003	-1.739211e-003	3.811300e-004	8.166896e-003	-3.245968e-003	2.967039e-004	3.396408e-003	-5.217632e-003	1.524520e-003
8.268730340525508e+000	-1.352052e-005	1.840686e-003	-1.563954e-003	2.560028e-004	8.065358e-003	-3.359975e-003	-1.352052e-005	3.681372e-003	-4.691863e-003	1.024011e-003
8.278495965525508e+000	-6.323400e-005	1.863015e-003	-1.535370e-003	2.358282e-004	8.046820e-003	-3.377477e-003	-6.323400e-005	3.726030e-003	-4.606109e-003	9.433128e-004
8.298027215525508e+000	-1.609929e-004	1.906332e-003	-1.478536e-003	1.959840e-004	8.007659e-003	-3.411059e-003	-1.609929e-004	3.812664e-003	-4.435607e-003	7.839359e-004
8.317558465525508e+000	-2.565329e-004	1.947876e-003	-1.422162e-003	1.568164e-004	7.965782e-003	-3.442763e-003	-2.565329e-004	3.895753e-003	-4.266486e-003	6.272657e-004
8.346855340525508e+000	-3.956984e-004	2.006915e-003	-1.338499e-003	9.934184e-005	7.898044e-003	-3.486847e-003	-3.956984e-004	4.013829e-003	-4.015498e-003	3.973674e-004
8.366386590525508e+000	-4.857241e-004	2.044118e-003	-1.283346e-003	6.188128e-005	7.849718e-003	-3.513956e-003	-4.857241e-004	4.088236e-003	-3.850037e-003	2.475251e-004
8.385917840525508e+000	-5.735591e-004	2.079621e-003	-1.228706e-003	2.510864e-005	7.798944e-003	-3.539267e-003	-5.735591e-004	4.159243e-003	-3.686118e-003	1.004345e-004
8.395683465525508e+000	-6.166581e-004	2.096742e-003	-1.201583e-003	6.981031e-006	7.772664e-003	-3.551255e-003	-6.166581e-004	4.193484e-003	-3.604750e-003	2.792412e-005
8.405449090525508e+000	-6.592133e-004	2.113446e-003	-1.174595e-003	-1.097374e-005	7.745801e-003	-3.562804e-003	-6.592133e-004	4.226892e-003	-3.523784e-003	-4.389497e-005
8.415214715525508e+000	-7.012257e-004	2.129736e-003	-1.147741e-003	-2.875545e-005	7.718364e-003	-3.573914e-003	-7.012257e-004	4.259471e-003	-3.443224e-003	-1.150218e-004
8.434745965525508e+000	-7.836284e-004	2.161083e-003	-1.094447e-003	-6.379881e-005	7.661806e-003	-3.594835e-003	-7.836284e-004	4.322166e-003	-3.283342e-003	-2.551952e-004
8.464042840525508e+000	-9.031986e-004	2.205065e-003	-1.015563e-003	-1.150612e-004	7.572898e-003	-3.623012e-003	-9.031986e-004	4.410131e-003	-3.046688e-003	-4.602446e-004
8.522636590525508e+000	-1.126771e-003	2.280772e-003	-8.612542e-004	-2.127525e-004	7.376887e-003	-3.666353e-003	-1.126771e-003	4.561543e-003	-2.583763e-003	-8.510099e-004
8.581230340525508e+000	-1.332674e-003	2.344364e-003	-7.129695e-004	-3.042863e-004	7.168647e-003	-3.697064e-003	-1.332674e-003	4.688728e-003	-2.138909e-003	-1.217145e-003
8.639824090525508e+000	-1.520908e-003	2.395842e-003	-5.707085e-004	-3.896628e-004	6.948179e-003	-3.715145e-003	-1.520908e-003	4.791685e-003	-1.712125e-003	-1.558651e-003
8.698417840525508e+000	-1.691474e-003	2.435207e-003	-4.344710e-004	-4.688818e-004	6.715482e-003	-3.720595e-003	-1.691474e-003	4.870414e-003	-1.303413e-003	-1.875527e-003
8.757011590525508e+000	-1.844370e-003	2.462458e-003	-3.042571e-004	-5.419433e-004	6.470556e-003	-3.713414e-003	-1.844370e-003	4.924915e-003	-9.127714e-004	-2.167773e-003
8.815605340525508e+000	-1.979598e-003	2.477594e-003	-1.800669e-004	-6.088475e-004	6.213402e-003	-3.693603e-003	-1.979598e-003	4.955188e-003	-5.402007e-004	-2.435390e-003
8.874199090525508e+000	-2.097157e-003	2.480617e-003	-6.190028e-005	-6.695942e-004	5.944019e-003	-3.661161e-003	-2.097157e-003	4.961234e-003	-1.857008e-004	-2.678377e-003
8.893730340525508e+000	-2.133240e-003	2.479940e-003	-2.408034e-005	-6.885999e-004	5.854145e-003	-3.648664e-003	-2.133240e-003	4.959880e-003	-7.224103e-005	-2.754400e-003
8.903495965525508e+000	-2.150631e-003	2.479199e-003	-5.440605e-006	-6.978611e-004	5.808956e-003	-3.642003e-003	-2.150631e-003	4.958397e-003	-1.632181e-005	-2.791444e-003
8.913261590525508e+000	-2.167593e-003	2.478193e-003	1.301869e-005	-7.069618e-004	5.763609e-003	-3.635071e-003	-2.167593e-003	4.956385e-003	3.905606e-005	-2.827847e-003
8.923027215525508e+000	-2.184129e-003	2.476925e-003	3.129734e-005	-7.159030e-004	5.718109e-003	-3.627872e-003	-2.184129e-003	4.953849e-003	9.389201e-005	-2.863612e-003
8.942558465525508e+000	-2.215933e-003	2.473616e-003	6.731208e-005	-7.333087e-004	5.626680e-003	-3.612684e-003	-2.215933e-003	4.947231e-003	2.019363e-004	-2.933235e-003
8.971855340525508e+000	-2.260511e-003	2.466764e-003	1.199760e-004	-7.582362e-004	5.488563e-003	-3.587979e-003	-2.260511e-003	4.933528e-003	3.599279e-004	-3.032945e-003
9.017893286954079e+000	-2.322352e-003	2.450848e-003	1.993765e-004	-7.943684e-004	5.268084e-003	-3.543862e-003	-2.322352e-003	4.901696e-003	5.981296e-004	-3.177474e-003
9.063931233382650e+000	-2.376212e-003	2.430569e-003	2.748004e-004	-8.273320e-004	5.047230e-003	-3.495419e-003	-2.376212e-003	4.861139e-003	8.244011e-004	-3.309328e-003
9.109969179811222e+000	-2.422092e-003	2.405929e-003	3.462474e-004	-8.571270e-004	4.826002e-003	-3.442652e-003	-2.422092e-003	4.811858e-003	1.038742e-003	-3.428508e-003
9.156007126239794e+000	-2.459992e-003	2.376926e-003	4.137178e-004	-8.837535e-004	4.604399e-003	-3.385560e-003	-2.459992e-003	4.753852e-003	1.241153e-003	-3.535014e-003
9.202045072668366e+000	-2.489912e-003	2.343561e-003	4.772114e-004	-9.072113e-004	4.382421e-003	-3.324144e-003	-2.489912e-003	4.687123e-003	1.431634e-003	-3.628845e-003
9.248083019096937e+000	-2.511852e-003	2.305835e-003	5.367282e-004	-9.275005e-004	4.160070e-003	-3.258403e-003	-2.511852e-003	4.611669e-003	1.610185e-003	-3.710002e-003
9.294120965525508e+000	-2.525811e-003	2.263746e-003	5.922683e-004	-9.446212e-004	3.937343e-003	-3.188337e-003	-2.525811e-003	4.527491e-003	1.776805e-003	-3.778485e-003
9.340158911954079e+000	-2.532933e-003	2.218398e-003	6.438661e-004	-9.588653e-004	3.716511e-003	-3.115176e-003	-2.532933e-003	4.436796e-003	1.931598e-003	-3.835461e-003
9.386196858382650e+000	-2.534349e-003	2.170624e-003	6.918636e-004	-9.706226e-004	3.498594e-003	-3.039836e-003	-2.534349e-003	4.341249e-003	2.075591e-003	-3.882490e-003
9.432234804811222e+000	-2.530060e-003	2.120425e-003	7.362607e-004	-9.798929e-004	3.283593e-003	-2.962316e-003	-2.530060e-003	4.240849e-003	2.208782e-003	-3.919572e-003
9.478272751239794e+000	-2.520065e-003	2.067799e-003	7.770575e-004	-9.866764e-004	3.071508e-003	-2.882616e-003	-2.520065e-003	4.135598e-003	2.331172e-003	-3.946705e-003
9.524310697668366e+000	-2.504364e-003	2.012747e-003	8.142540e-004	-9.909729e-004	2.862339e-003	-2.800737e-003	-2.504364e-003	4.025494e-003	2.442762e-003	-3.963892e-003
9.570348644096937e+000	-2.482958e-003	1.955269e-003	8.478501e-004	-9.927825e-004	2.656086e-003	-2.716678e-003	-2.482958e-003	3.910538e-003	2.543550e-003	-3.971130e-003
9.616386590525508e+000	-2.455846e-003	1.895365e-003	8.778459e-004	-9.921052e-004	2.452748e-003	-2.630440e-003	-2.455846e-003	3.790729e-003	2.633538e-003	-3.968421e-003
9.626152215525508e+000	-2.449663e-003	1.882581e-003	8.838214e-004	-9.917406e-004	2.410325e-003	-2.612126e-003	-2.449663e-003	3.765162e-003	2.651464e-003	-3.966962e-003
9.635917840525508e+000	-2.443277e-003	1.869728e-003	8.896488e-004	-9.912816e-004	2.368088e-003	-2.593758e-003	-2.443277e-003	3.739457e-003	2.668947e-003	-3.965126e-003
9.655449090525508e+000	-2.429903e-003	1.843826e-003	9.008629e-004	-9.900844e-004	2.284187e-003	-2.556872e-003	-2.429903e-003	3.687652e-003	2.702588e-003	-3.960337e-003
9.684745965525508e+000	-2.408387e-003	1.804511e-003	9.165955e-004	-9.876054e-004	2.159801e-003	-2.501200e-003	-2.408387e-003	3.609023e-003	2.749786e-003	-3.950422e-003
9.694511590525508e+000	-2.400831e-003	1.791287e-003	9.215507e-004	-9.865986e-004	2.118734e-003	-2.482555e-003	-2.400831e-003	3.582573e-003	2.764652e-003	-3.946394e-003
9.704277215525508e+000	-2.393099e-003	1.778013e-003	9.263666e-004	-9.855069e-004	2.077878e-003	-2.463879e-003	-2.393099e-003	3.556026e-003	2.779100e-003	-3.942027e-003
