time	V(n002)	V(n002)-V(n003)	V(n003)
1.735526548785568e+001	-3.758661e+000	-2.914483e+000	-8.441781e-001
1.740259975216758e+001	-3.597462e+000	-2.852766e+000	-7.446957e-001
1.744993401647947e+001	-3.429193e+000	-2.785078e+000	-6.441157e-001
1.749726828079137e+001	-3.253855e+000	-2.711417e+000	-5.424380e-001
1.754460254510326e+001	-3.071448e+000	-2.631785e+000	-4.396626e-001
1.759193680941516e+001	-2.881971e+000	-2.546181e+000	-3.357896e-001
1.763927107372705e+001	-2.685424e+000	-2.454605e+000	-2.308189e-001
1.768660533803895e+001	-2.481808e+000	-2.357058e+000	-1.247506e-001
1.774182864640283e+001	-2.238478e+000	-2.237134e+000	-1.344187e-003
1.776812545990943e+001	-2.119951e+000	-2.177497e+000	5.754658e-002
1.779442227341604e+001	-2.000167e+000	-2.116463e+000	1.162963e-001
1.782071908692265e+001	-1.879127e+000	-2.054032e+000	1.749049e-001
1.784701590042926e+001	-1.756831e+000	-1.990204e+000	2.333725e-001
1.787331271393587e+001	-1.633279e+000	-1.924978e+000	2.916990e-001
1.789960952744248e+001	-1.508470e+000	-1.858355e+000	3.498844e-001
1.792590634094909e+001	-1.382405e+000	-1.790334e+000	4.079288e-001
1.796272187985834e+001	-1.204012e+000	-1.692845e+000	4.888331e-001
1.799953741876759e+001	-1.024598e+000	-1.593406e+000	5.688078e-001
1.803635295767684e+001	-8.441648e-001	-1.492018e+000	6.478527e-001
1.807316849658610e+001	-6.627118e-001	-1.388680e+000	7.259679e-001
1.810998403549535e+001	-4.802390e-001	-1.283392e+000	8.031534e-001
1.814679957440460e+001	-2.967464e-001	-1.176156e+000	8.794091e-001
1.818361511331385e+001	-1.122341e-001	-1.066969e+000	9.547352e-001
1.819939320141782e+001	-3.331179e-002	-1.019846e+000	9.865339e-001
1.821517128952178e+001	4.556975e-002	-9.724979e-001	1.018068e+000
1.823094937762575e+001	1.244105e-001	-9.249258e-001	1.049336e+000
1.824672746572971e+001	2.032105e-001	-8.771295e-001	1.080340e+000
1.826250555383368e+001	2.819697e-001	-8.291090e-001	1.111079e+000
1.827828364193764e+001	3.606882e-001	-7.808642e-001	1.141552e+000
1.829406173004161e+001	4.393659e-001	-7.323951e-001	1.171761e+000
1.838610057731474e+001	8.952265e-001	-4.465890e-001	1.341815e+000
1.844921292973060e+001	1.206585e+000	-2.462965e-001	1.452881e+000
1.851232528214646e+001	1.510208e+000	-4.699560e-002	1.557203e+000
1.857543763456232e+001	1.806095e+000	1.513137e-001	1.654781e+000
1.863854998697818e+001	2.094246e+000	3.486315e-001	1.745614e+000
1.870166233939404e+001	2.374661e+000	5.449577e-001	1.829704e+000
1.876477469180991e+001	2.647341e+000	7.402923e-001	1.907049e+000
1.882788704422577e+001	2.912285e+000	9.346353e-001	1.977650e+000
1.884629481368039e+001	2.986799e+000	9.901464e-001	1.996653e+000
1.884955592153880e+001	2.999904e+000	9.999496e-001	1.999955e+000
