X,CH1,CH2,
Second,Volt,Volt,
-8.19e-04,-2.40e+00,-3.04e-02,
-8.19e-04,-2.40e+00,-3.04e-02,
-8.19e-04,-2.40e+00,-3.04e-02,
-8.19e-04,-2.40e+00,-3.04e-02,
-8.18e-04,-2.40e+00,-3.04e-02,
-8.18e-04,-2.40e+00,-3.04e-02,
-8.18e-04,-2.40e+00,-3.04e-02,
-8.18e-04,-2.40e+00,-3.04e-02,
-8.18e-04,-2.40e+00,-3.04e-02,
-8.17e-04,-2.40e+00,-3.04e-02,
-8.17e-04,-2.40e+00,-3.04e-02,
-8.17e-04,-2.40e+00,-3.04e-02,
-8.17e-04,-2.40e+00,-3.04e-02,
-8.17e-04,-2.40e+00,-3.04e-02,
-8.16e-04,-2.40e+00,-3.04e-02,
-8.16e-04,-2.40e+00,-3.04e-02,
-8.16e-04,-2.40e+00,-3.04e-02,
-8.16e-04,-2.40e+00,-3.04e-02,
-8.16e-04,-2.40e+00,-3.04e-02,
-8.15e-04,-2.40e+00,-3.04e-02,
-8.15e-04,-2.40e+00,-3.04e-02,
-8.15e-04,-2.40e+00,-3.04e-02,
-8.15e-04,-2.20e+00,-3.04e-02,
-8.15e-04,-2.20e+00,-3.04e-02,
-8.14e-04,-2.20e+00,-3.04e-02,
-8.14e-04,-2.20e+00,-3.20e-02,
-8.14e-04,-2.00e+00,-3.12e-02,
-8.14e-04,-2.00e+00,-3.12e-02,
-8.14e-04,-2.00e+00,-3.12e-02,
-8.13e-04,-1.80e+00,-3.12e-02,
-8.13e-04,-1.80e+00,-3.04e-02,
-8.13e-04,-1.80e+00,-3.20e-02,
-8.13e-04,-1.60e+00,-3.20e-02,
-8.13e-04,-1.60e+00,-3.28e-02,
-8.12e-04,-1.60e+00,-3.20e-02,
-8.12e-04,-1.40e+00,-3.20e-02,
-8.12e-04,-1.40e+00,-3.28e-02,
-8.12e-04,-1.20e+00,-3.20e-02,
-8.12e-04,-1.20e+00,-3.36e-02,
-8.11e-04,-1.20e+00,-3.28e-02,
-8.11e-04,-1.20e+00,-3.36e-02,
-8.11e-04,-1.20e+00,-3.20e-02,
-8.11e-04,-1.00e+00,-3.20e-02,
-8.11e-04,-1.00e+00,-3.36e-02,
-8.10e-04,-8.00e-01,-3.28e-02,
-8.10e-04,-8.00e-01,-3.36e-02,
-8.10e-04,-8.00e-01,-3.36e-02,
-8.10e-04,-8.00e-01,-3.36e-02,
-8.10e-04,-6.00e-01,-3.36e-02,
-8.09e-04,-4.00e-01,-3.36e-02,
-8.09e-04,-4.00e-01,-3.44e-02,
-8.09e-04,-4.00e-01,-3.44e-02,
-8.09e-04,-2.00e-01,-3.36e-02,
-8.09e-04,-2.00e-01,-3.36e-02,
-8.08e-04,-2.00e-01,-3.52e-02,
-8.08e-04,0.00e+00,-3.52e-02,
-8.08e-04,0.00e+00,-3.44e-02,
-8.08e-04,0.00e+00,-3.60e-02,
-8.08e-04,2.00e-01,-3.52e-02,
-8.07e-04,2.00e-01,-3.52e-02,
-8.07e-04,2.00e-01,-3.68e-02,
-8.07e-04,2.00e-01,-3.52e-02,
-8.07e-04,4.00e-01,-3.52e-02,
-8.07e-04,4.00e-01,-3.44e-02,
-8.06e-04,4.00e-01,-3.44e-02,
-8.06e-04,6.00e-01,-3.60e-02,
-8.06e-04,6.00e-01,-3.68e-02,
-8.06e-04,6.00e-01,-3.68e-02,
-8.06e-04,8.00e-01,-3.76e-02,
-8.05e-04,8.00e-01,-3.68e-02,
-8.05e-04,8.00e-01,-3.68e-02,
-8.05e-04,1.00e+00,-3.68e-02,
-8.05e-04,1.00e+00,-3.68e-02,
-8.05e-04,1.00e+00,-3.68e-02,
-8.04e-04,1.20e+00,-3.76e-02,
-8.04e-04,1.20e+00,-3.76e-02,
-8.04e-04,1.20e+00,-3.68e-02,
-8.04e-04,1.40e+00,-3.76e-02,
-8.04e-04,1.40e+00,-3.76e-02,
-8.03e-04,1.40e+00,-3.76e-02,
-8.03e-04,1.60e+00,-3.68e-02,
-8.03e-04,1.60e+00,-3.84e-02,
-8.03e-04,1.80e+00,-3.84e-02,
-8.03e-04,1.80e+00,-3.84e-02,
-8.02e-04,1.80e+00,-3.84e-02,
-8.02e-04,2.00e+00,-3.84e-02,
-8.02e-04,2.00e+00,-3.92e-02,
-8.02e-04,2.00e+00,-3.92e-02,
-8.02e-04,2.20e+00,-3.92e-02,
-8.01e-04,2.20e+00,-3.84e-02,
-8.01e-04,2.20e+00,-3.92e-02,
-8.01e-04,2.20e+00,-4.00e-02,
-8.01e-04,2.20e+00,-4.00e-02,
-8.01e-04,2.40e+00,-4.00e-02,
-8.00e-04,2.40e+00,-4.00e-02,
-8.00e-04,2.40e+00,-3.92e-02,
-8.00e-04,2.60e+00,-4.00e-02,
-8.00e-04,2.60e+00,-4.00e-02,
-8.00e-04,2.60e+00,-4.00e-02,
-7.99e-04,3.00e+00,-4.00e-02,
-7.99e-04,2.60e+00,-4.00e-02,
-7.99e-04,3.00e+00,-4.16e-02,
-7.99e-04,3.20e+00,-4.24e-02,
-7.99e-04,3.40e+00,-4.08e-02,
-7.98e-04,3.20e+00,-4.08e-02,
-7.98e-04,3.20e+00,-4.08e-02,
-7.98e-04,3.40e+00,-4.00e-02,
-7.98e-04,3.40e+00,-4.08e-02,
-7.98e-04,3.40e+00,-4.16e-02,
-7.97e-04,3.40e+00,-4.08e-02,
-7.97e-04,3.40e+00,-4.00e-02,
-7.97e-04,3.40e+00,-4.08e-02,
-7.97e-04,3.60e+00,-4.16e-02,
-7.97e-04,3.60e+00,-4.16e-02,
-7.96e-04,3.60e+00,-4.16e-02,
-7.96e-04,3.80e+00,-4.24e-02,
-7.96e-04,3.60e+00,-4.16e-02,
-7.96e-04,3.80e+00,-4.16e-02,
-7.96e-04,3.80e+00,-4.16e-02,
-7.95e-04,3.80e+00,-4.24e-02,
-7.95e-04,3.80e+00,-4.16e-02,
-7.95e-04,4.00e+00,-4.16e-02,
-7.95e-04,4.00e+00,-4.24e-02,
-7.95e-04,4.00e+00,-4.16e-02,
-7.94e-04,4.00e+00,-4.16e-02,
-7.94e-04,4.00e+00,-4.16e-02,
-7.94e-04,4.00e+00,-4.24e-02,
-7.94e-04,4.20e+00,-4.16e-02,
-7.94e-04,4.20e+00,-4.24e-02,
-7.93e-04,4.20e+00,-4.24e-02,
-7.93e-04,4.20e+00,-4.24e-02,
-7.93e-04,4.40e+00,-4.24e-02,
-7.93e-04,4.40e+00,-4.32e-02,
-7.93e-04,4.40e+00,-4.24e-02,
-7.92e-04,4.40e+00,-4.40e-02,
-7.92e-04,4.60e+00,-4.56e-02,
-7.92e-04,4.60e+00,-3.84e-02,
-7.92e-04,4.40e+00,-4.48e-02,
-7.92e-04,4.40e+00,-4.24e-02,
-7.91e-04,4.60e+00,-4.00e-02,
-7.91e-04,4.60e+00,-4.48e-02,
-7.91e-04,4.60e+00,-4.32e-02,
-7.91e-04,4.60e+00,-4.32e-02,
-7.91e-04,4.60e+00,-4.32e-02,
-7.90e-04,4.60e+00,-4.48e-02,
-7.90e-04,4.60e+00,-4.40e-02,
-7.90e-04,4.80e+00,-4.24e-02,
-7.90e-04,4.60e+00,-4.24e-02,
-7.90e-04,4.80e+00,-4.16e-02,
-7.89e-04,4.80e+00,-4.32e-02,
-7.89e-04,4.80e+00,-4.32e-02,
-7.89e-04,4.80e+00,-4.32e-02,
-7.89e-04,4.80e+00,-4.32e-02,
-7.89e-04,4.80e+00,-4.24e-02,
-7.88e-04,5.00e+00,-4.16e-02,
-7.88e-04,4.80e+00,-4.32e-02,
-7.88e-04,5.00e+00,-4.32e-02,
-7.88e-04,4.80e+00,-4.32e-02,
-7.88e-04,4.80e+00,-4.32e-02,
-7.87e-04,4.80e+00,-4.32e-02,
-7.87e-04,4.80e+00,-4.32e-02,
-7.87e-04,5.00e+00,-4.32e-02,
-7.87e-04,4.80e+00,-4.32e-02,
-7.87e-04,4.80e+00,-4.32e-02,
-7.86e-04,4.80e+00,-4.24e-02,
-7.86e-04,4.80e+00,-4.32e-02,
-7.86e-04,4.80e+00,-4.48e-02,
-7.86e-04,5.00e+00,-4.32e-02,
-7.86e-04,4.80e+00,-4.24e-02,
-7.85e-04,5.00e+00,-4.16e-02,
-7.85e-04,4.80e+00,-4.32e-02,
-7.85e-04,4.80e+00,-4.40e-02,
-7.85e-04,5.00e+00,-4.32e-02,
-7.85e-04,5.00e+00,-4.32e-02,
-7.84e-04,4.80e+00,-4.32e-02,
-7.84e-04,4.80e+00,-4.16e-02,
-7.84e-04,4.80e+00,-4.24e-02,
-7.84e-04,4.80e+00,-4.24e-02,
-7.84e-04,4.80e+00,-4.32e-02,
-7.83e-04,4.80e+00,-4.00e-02,
-7.83e-04,4.60e+00,-4.08e-02,
-7.83e-04,4.80e+00,-4.16e-02,
-7.83e-04,4.80e+00,-4.16e-02,
-7.83e-04,4.80e+00,-4.24e-02,
-7.82e-04,4.80e+00,-4.32e-02,
-7.82e-04,4.60e+00,-4.24e-02,
-7.82e-04,4.60e+00,-4.32e-02,
-7.82e-04,4.60e+00,-4.32e-02,
-7.82e-04,4.60e+00,-4.24e-02,
-7.81e-04,4.60e+00,-4.24e-02,
-7.81e-04,4.60e+00,-4.16e-02,
-7.81e-04,4.60e+00,-4.16e-02,
-7.81e-04,4.60e+00,-4.24e-02,
-7.81e-04,4.60e+00,-4.08e-02,
-7.80e-04,4.60e+00,-4.24e-02,
-7.80e-04,4.40e+00,-4.16e-02,
-7.80e-04,4.60e+00,-4.16e-02,
-7.80e-04,4.40e+00,-4.16e-02,
-7.80e-04,4.40e+00,-4.16e-02,
-7.79e-04,4.40e+00,-4.16e-02,
-7.79e-04,4.40e+00,-4.08e-02,
-7.79e-04,4.40e+00,-4.08e-02,
-7.79e-04,4.20e+00,-4.08e-02,
-7.79e-04,4.20e+00,-4.08e-02,
-7.78e-04,4.20e+00,-4.08e-02,
-7.78e-04,4.20e+00,-4.08e-02,
-7.78e-04,4.20e+00,-4.08e-02,
-7.78e-04,4.00e+00,-4.00e-02,
-7.78e-04,4.00e+00,-3.92e-02,
-7.77e-04,4.00e+00,-4.00e-02,
-7.77e-04,4.00e+00,-4.00e-02,
-7.77e-04,3.80e+00,-4.00e-02,
-7.77e-04,4.00e+00,-4.00e-02,
-7.77e-04,3.80e+00,-4.00e-02,
-7.76e-04,3.80e+00,-4.00e-02,
-7.76e-04,3.80e+00,-4.00e-02,
-7.76e-04,3.80e+00,-4.00e-02,
-7.76e-04,3.80e+00,-4.08e-02,
-7.76e-04,3.40e+00,-4.16e-02,
-7.75e-04,3.60e+00,-3.92e-02,
-7.75e-04,3.40e+00,-4.00e-02,
-7.75e-04,3.60e+00,-3.84e-02,
-7.75e-04,3.40e+00,-3.76e-02,
-7.75e-04,3.40e+00,-3.76e-02,
-7.74e-04,3.40e+00,-3.84e-02,
-7.74e-04,3.20e+00,-3.84e-02,
-7.74e-04,3.20e+00,-3.76e-02,
-7.74e-04,3.20e+00,-3.84e-02,
-7.74e-04,3.00e+00,-3.84e-02,
-7.73e-04,3.00e+00,-3.76e-02,
-7.73e-04,3.00e+00,-3.76e-02,
-7.73e-04,3.00e+00,-3.76e-02,
-7.73e-04,2.60e+00,-3.68e-02,
-7.73e-04,2.60e+00,-3.68e-02,
-7.72e-04,2.60e+00,-3.76e-02,
-7.72e-04,2.60e+00,-3.68e-02,
-7.72e-04,2.40e+00,-3.68e-02,
-7.72e-04,2.40e+00,-3.68e-02,
-7.72e-04,2.40e+00,-3.68e-02,
-7.71e-04,2.20e+00,-3.68e-02,
-7.71e-04,2.20e+00,-3.60e-02,
-7.71e-04,2.20e+00,-3.60e-02,
-7.71e-04,2.20e+00,-3.60e-02,
-7.71e-04,2.20e+00,-3.68e-02,
-7.70e-04,2.00e+00,-3.52e-02,
-7.70e-04,2.00e+00,-3.52e-02,
-7.70e-04,1.80e+00,-3.68e-02,
-7.70e-04,1.80e+00,-3.60e-02,
-7.70e-04,1.80e+00,-3.52e-02,
-7.69e-04,1.80e+00,-3.52e-02,
-7.69e-04,1.80e+00,-3.52e-02,
-7.69e-04,1.60e+00,-3.52e-02,
-7.69e-04,1.40e+00,-3.52e-02,
-7.69e-04,1.60e+00,-3.52e-02,
-7.68e-04,1.40e+00,-3.44e-02,
-7.68e-04,1.40e+00,-3.36e-02,
-7.68e-04,1.40e+00,-3.36e-02,
-7.68e-04,1.20e+00,-3.36e-02,
-7.68e-04,1.20e+00,-3.44e-02,
-7.67e-04,1.00e+00,-3.44e-02,
-7.67e-04,1.00e+00,-3.44e-02,
-7.67e-04,8.00e-01,-3.36e-02,
-7.67e-04,8.00e-01,-3.36e-02,
-7.67e-04,8.00e-01,-3.36e-02,
-7.66e-04,8.00e-01,-3.20e-02,
-7.66e-04,6.00e-01,-3.28e-02,
-7.66e-04,6.00e-01,-3.36e-02,
-7.66e-04,6.00e-01,-3.36e-02,
-7.66e-04,4.00e-01,-3.36e-02,
-7.65e-04,4.00e-01,-3.28e-02,
-7.65e-04,4.00e-01,-3.28e-02,
-7.65e-04,2.00e-01,-3.20e-02,
-7.65e-04,2.00e-01,-3.20e-02,
-7.65e-04,2.00e-01,-3.20e-02,
-7.64e-04,2.00e-01,-3.20e-02,
-7.64e-04,0.00e+00,-3.28e-02,
-7.64e-04,-2.00e-01,-3.20e-02,
-7.64e-04,-2.00e-01,-3.20e-02,
-7.64e-04,-2.00e-01,-3.20e-02,
-7.63e-04,-4.00e-01,-3.12e-02,
-7.63e-04,-4.00e-01,-3.20e-02,
-7.63e-04,-4.00e-01,-3.04e-02,
-7.63e-04,-4.00e-01,-3.04e-02,
-7.63e-04,-6.00e-01,-3.04e-02,
-7.62e-04,-6.00e-01,-3.04e-02,
-7.62e-04,-8.00e-01,-3.04e-02,
-7.62e-04,-8.00e-01,-3.12e-02,
-7.62e-04,-8.00e-01,-3.04e-02,
-7.62e-04,-1.00e+00,-3.20e-02,
-7.61e-04,-1.00e+00,-2.32e-02,
-7.61e-04,-1.00e+00,-3.20e-02,
-7.61e-04,-1.00e+00,-3.12e-02,
-7.61e-04,-1.20e+00,-2.40e-02,
-7.61e-04,-1.20e+00,-3.68e-02,
-7.60e-04,-1.40e+00,-2.88e-02,
-7.60e-04,-1.40e+00,-2.88e-02,
-7.60e-04,-1.40e+00,-3.12e-02,
-7.60e-04,-1.40e+00,-2.56e-02,
-7.60e-04,-1.60e+00,-2.88e-02,
-7.59e-04,-1.60e+00,-2.96e-02,
-7.59e-04,-1.80e+00,-3.04e-02,
-7.59e-04,-1.80e+00,-2.88e-02,
-7.59e-04,-1.80e+00,-2.72e-02,
-7.59e-04,-2.00e+00,-2.88e-02,
-7.58e-04,-2.00e+00,-2.88e-02,
-7.58e-04,-2.00e+00,-2.80e-02,
-7.58e-04,-2.20e+00,-2.72e-02,
-7.58e-04,-2.20e+00,-2.72e-02,
-7.58e-04,-2.20e+00,-2.72e-02,
-7.57e-04,-2.20e+00,-2.72e-02,
-7.57e-04,-2.40e+00,-2.72e-02,
-7.57e-04,-2.40e+00,-2.72e-02,
-7.57e-04,-2.60e+00,-2.72e-02,
-7.57e-04,-2.60e+00,-2.64e-02,
-7.56e-04,-2.60e+00,-2.64e-02,
-7.56e-04,-2.60e+00,-2.80e-02,
-7.56e-04,-2.60e+00,-2.64e-02,
-7.56e-04,-2.80e+00,-2.72e-02,
-7.56e-04,-2.80e+00,-2.64e-02,
-7.55e-04,-3.00e+00,-2.72e-02,
-7.55e-04,-2.80e+00,-2.56e-02,
-7.55e-04,-3.00e+00,-2.56e-02,
-7.55e-04,-3.00e+00,-2.64e-02,
-7.55e-04,-3.20e+00,-2.56e-02,
-7.54e-04,-3.20e+00,-2.64e-02,
-7.54e-04,-3.20e+00,-2.56e-02,
-7.54e-04,-3.20e+00,-2.64e-02,
-7.54e-04,-3.40e+00,-2.64e-02,
-7.54e-04,-3.40e+00,-2.56e-02,
-7.53e-04,-3.40e+00,-2.56e-02,
-7.53e-04,-3.60e+00,-2.48e-02,
-7.53e-04,-3.60e+00,-2.56e-02,
-7.53e-04,-3.60e+00,-2.48e-02,
-7.53e-04,-3.60e+00,-2.48e-02,
-7.52e-04,-3.60e+00,-2.64e-02,
-7.52e-04,-3.60e+00,-2.48e-02,
-7.52e-04,-3.60e+00,-2.40e-02,
-7.52e-04,-3.80e+00,-2.40e-02,
-7.52e-04,-3.80e+00,-2.32e-02,
-7.51e-04,-4.00e+00,-2.40e-02,
-7.51e-04,-3.80e+00,-2.48e-02,
-7.51e-04,-4.00e+00,-2.40e-02,
-7.51e-04,-4.00e+00,-2.48e-02,
-7.51e-04,-4.00e+00,-2.40e-02,
-7.50e-04,-4.20e+00,-2.40e-02,
-7.50e-04,-4.00e+00,-2.32e-02,
-7.50e-04,-4.20e+00,-2.48e-02,
-7.50e-04,-4.20e+00,-2.40e-02,
-7.50e-04,-4.20e+00,-2.40e-02,
-7.49e-04,-4.40e+00,-2.32e-02,
-7.49e-04,-4.40e+00,-2.40e-02,
-7.49e-04,-4.40e+00,-2.40e-02,
-7.49e-04,-4.40e+00,-2.40e-02,
-7.49e-04,-4.40e+00,-2.40e-02,
-7.48e-04,-4.40e+00,-2.40e-02,
-7.48e-04,-4.40e+00,-2.40e-02,
-7.48e-04,-4.60e+00,-2.40e-02,
-7.48e-04,-4.60e+00,-2.32e-02,
-7.48e-04,-4.60e+00,-2.32e-02,
-7.47e-04,-4.60e+00,-2.40e-02,
-7.47e-04,-4.60e+00,-2.24e-02,
-7.47e-04,-4.60e+00,-2.32e-02,
-7.47e-04,-4.60e+00,-2.32e-02,
-7.47e-04,-4.80e+00,-2.32e-02,
-7.46e-04,-4.80e+00,-2.32e-02,
-7.46e-04,-4.80e+00,-2.24e-02,
-7.46e-04,-4.80e+00,-2.32e-02,
-7.46e-04,-5.00e+00,-2.40e-02,
-7.46e-04,-4.80e+00,-2.32e-02,
-7.45e-04,-4.80e+00,-2.40e-02,
-7.45e-04,-4.80e+00,-2.32e-02,
-7.45e-04,-5.00e+00,-2.24e-02,
-7.45e-04,-5.00e+00,-2.16e-02,
-7.45e-04,-5.00e+00,-2.24e-02,
-7.44e-04,-4.80e+00,-2.32e-02,
-7.44e-04,-5.00e+00,-2.24e-02,
-7.44e-04,-5.00e+00,-2.40e-02,
-7.44e-04,-5.00e+00,-2.40e-02,
-7.44e-04,-5.00e+00,-2.40e-02,
-7.43e-04,-5.20e+00,-2.32e-02,
-7.43e-04,-5.00e+00,-2.32e-02,
-7.43e-04,-5.00e+00,-2.24e-02,
-7.43e-04,-5.00e+00,-2.32e-02,
-7.43e-04,-5.00e+00,-2.40e-02,
-7.42e-04,-5.00e+00,-2.40e-02,
-7.42e-04,-5.20e+00,-2.32e-02,
-7.42e-04,-5.00e+00,-2.24e-02,
-7.42e-04,-5.20e+00,-2.32e-02,
-7.42e-04,-5.00e+00,-2.32e-02,
-7.41e-04,-5.20e+00,-2.32e-02,
-7.41e-04,-5.20e+00,-2.24e-02,
-7.41e-04,-5.20e+00,-2.24e-02,
-7.41e-04,-5.00e+00,-2.24e-02,
-7.41e-04,-5.00e+00,-2.32e-02,
-7.40e-04,-5.20e+00,-2.32e-02,
-7.40e-04,-5.00e+00,-2.40e-02,
-7.40e-04,-5.20e+00,-2.40e-02,
-7.40e-04,-5.20e+00,-2.24e-02,
-7.40e-04,-5.00e+00,-2.32e-02,
-7.39e-04,-5.00e+00,-2.40e-02,
-7.39e-04,-5.00e+00,-2.32e-02,
-7.39e-04,-5.00e+00,-2.40e-02,
-7.39e-04,-5.00e+00,-2.48e-02,
-7.39e-04,-5.00e+00,-2.40e-02,
-7.38e-04,-5.00e+00,-2.40e-02,
-7.38e-04,-5.00e+00,-2.40e-02,
-7.38e-04,-5.00e+00,-2.40e-02,
-7.38e-04,-5.00e+00,-2.40e-02,
-7.38e-04,-5.00e+00,-2.40e-02,
-7.37e-04,-5.00e+00,-2.40e-02,
-7.37e-04,-5.00e+00,-2.56e-02,
-7.37e-04,-4.80e+00,-2.48e-02,
-7.37e-04,-5.00e+00,-2.40e-02,
-7.37e-04,-5.00e+00,-2.32e-02,
-7.36e-04,-4.80e+00,-2.32e-02,
-7.36e-04,-4.80e+00,-2.40e-02,
-7.36e-04,-4.80e+00,-2.48e-02,
-7.36e-04,-4.80e+00,-2.48e-02,
-7.36e-04,-4.80e+00,-2.48e-02,
-7.35e-04,-4.80e+00,-2.40e-02,
-7.35e-04,-4.60e+00,-2.48e-02,
-7.35e-04,-4.60e+00,-2.48e-02,
-7.35e-04,-4.60e+00,-2.48e-02,
-7.35e-04,-4.60e+00,-2.48e-02,
-7.34e-04,-4.60e+00,-2.48e-02,
-7.34e-04,-4.60e+00,-2.56e-02,
-7.34e-04,-4.40e+00,-2.56e-02,
-7.34e-04,-4.40e+00,-2.56e-02,
-7.34e-04,-4.40e+00,-2.56e-02,
-7.33e-04,-4.40e+00,-2.48e-02,
-7.33e-04,-4.40e+00,-2.56e-02,
-7.33e-04,-4.40e+00,-2.64e-02,
-7.33e-04,-4.20e+00,-2.64e-02,
-7.33e-04,-4.20e+00,-2.56e-02,
-7.32e-04,-4.20e+00,-2.56e-02,
-7.32e-04,-4.20e+00,-2.64e-02,
-7.32e-04,-4.20e+00,-2.56e-02,
-7.32e-04,-4.00e+00,-2.56e-02,
-7.32e-04,-4.00e+00,-2.64e-02,
-7.31e-04,-4.00e+00,-2.56e-02,
-7.31e-04,-4.00e+00,-2.64e-02,
-7.31e-04,-4.00e+00,-2.64e-02,
-7.31e-04,-3.80e+00,-2.88e-02,
-7.31e-04,-4.00e+00,-2.24e-02,
-7.30e-04,-3.80e+00,-3.04e-02,
-7.30e-04,-3.60e+00,-2.56e-02,
-7.30e-04,-3.60e+00,-2.48e-02,
-7.30e-04,-3.60e+00,-3.04e-02,
-7.30e-04,-3.60e+00,-2.40e-02,
-7.29e-04,-3.60e+00,-2.88e-02,
-7.29e-04,-3.40e+00,-2.96e-02,
-7.29e-04,-3.40e+00,-2.64e-02,
-7.29e-04,-3.40e+00,-2.88e-02,
-7.29e-04,-3.40e+00,-2.80e-02,
-7.28e-04,-3.20e+00,-2.72e-02,
-7.28e-04,-3.20e+00,-2.80e-02,
-7.28e-04,-3.00e+00,-2.80e-02,
-7.28e-04,-3.00e+00,-2.72e-02,
-7.28e-04,-3.00e+00,-3.04e-02,
-7.27e-04,-3.00e+00,-2.96e-02,
-7.27e-04,-3.00e+00,-2.88e-02,
-7.27e-04,-3.00e+00,-2.96e-02,
-7.27e-04,-2.80e+00,-2.88e-02,
-7.27e-04,-2.80e+00,-2.96e-02,
-7.26e-04,-2.60e+00,-2.96e-02,
-7.26e-04,-2.60e+00,-2.96e-02,
-7.26e-04,-2.60e+00,-2.88e-02,
-7.26e-04,-2.60e+00,-2.88e-02,
-7.26e-04,-2.60e+00,-2.96e-02,
-7.25e-04,-2.60e+00,-3.04e-02,
-7.25e-04,-2.40e+00,-3.04e-02,
-7.25e-04,-2.20e+00,-3.04e-02,
-7.25e-04,-2.20e+00,-2.96e-02,
-7.25e-04,-2.20e+00,-3.04e-02,
-7.24e-04,-2.00e+00,-3.20e-02,
-7.24e-04,-2.00e+00,-3.04e-02,
-7.24e-04,-2.00e+00,-3.04e-02,
-7.24e-04,-2.00e+00,-3.04e-02,
-7.24e-04,-1.80e+00,-3.04e-02,
-7.23e-04,-1.80e+00,-3.20e-02,
-7.23e-04,-1.80e+00,-3.20e-02,
-7.23e-04,-1.80e+00,-3.20e-02,
-7.23e-04,-1.60e+00,-3.28e-02,
-7.23e-04,-1.40e+00,-3.28e-02,
-7.22e-04,-1.60e+00,-3.28e-02,
-7.22e-04,-1.40e+00,-3.20e-02,
-7.22e-04,-1.40e+00,-3.28e-02,
-7.22e-04,-1.20e+00,-3.28e-02,
-7.22e-04,-1.20e+00,-3.04e-02,
-7.21e-04,-1.00e+00,-3.04e-02,
-7.21e-04,-1.00e+00,-3.28e-02,
-7.21e-04,-1.00e+00,-3.36e-02,
-7.21e-04,-1.00e+00,-3.44e-02,
-7.21e-04,-1.00e+00,-3.44e-02,
-7.20e-04,-1.00e+00,-3.36e-02,
-7.20e-04,-8.00e-01,-3.36e-02,
-7.20e-04,-8.00e-01,-3.36e-02,
-7.20e-04,-6.00e-01,-3.36e-02,
-7.20e-04,-6.00e-01,-3.36e-02,
-7.19e-04,-4.00e-01,-3.44e-02,
-7.19e-04,-4.00e-01,-3.36e-02,
-7.19e-04,-2.00e-01,-3.52e-02,
-7.19e-04,-2.00e-01,-3.44e-02,
-7.19e-04,-2.00e-01,-3.52e-02,
-7.18e-04,0.00e+00,-3.52e-02,
-7.18e-04,0.00e+00,-3.44e-02,
-7.18e-04,0.00e+00,-3.60e-02,
-7.18e-04,2.00e-01,-3.52e-02,
-7.18e-04,2.00e-01,-3.52e-02,
-7.17e-04,2.00e-01,-3.52e-02,
-7.17e-04,4.00e-01,-3.60e-02,
-7.17e-04,4.00e-01,-3.60e-02,
-7.17e-04,6.00e-01,-3.60e-02,
-7.17e-04,6.00e-01,-3.68e-02,
-7.16e-04,6.00e-01,-3.60e-02,
-7.16e-04,6.00e-01,-3.60e-02,
-7.16e-04,8.00e-01,-3.68e-02,
-7.16e-04,8.00e-01,-3.68e-02,
-7.16e-04,1.00e+00,-3.60e-02,
-7.15e-04,1.00e+00,-3.68e-02,
-7.15e-04,1.00e+00,-3.76e-02,
-7.15e-04,1.00e+00,-3.68e-02,
-7.15e-04,1.20e+00,-3.68e-02,
-7.15e-04,1.20e+00,-3.68e-02,
-7.14e-04,1.20e+00,-3.68e-02,
-7.14e-04,1.40e+00,-3.84e-02,
-7.14e-04,1.40e+00,-3.92e-02,
-7.14e-04,1.40e+00,-3.92e-02,
-7.14e-04,1.60e+00,-3.76e-02,
-7.13e-04,1.60e+00,-3.68e-02,
-7.13e-04,1.80e+00,-3.84e-02,
-7.13e-04,1.80e+00,-3.92e-02,
-7.13e-04,1.60e+00,-3.84e-02,
-7.13e-04,1.80e+00,-3.92e-02,
-7.12e-04,1.80e+00,-4.00e-02,
-7.12e-04,2.00e+00,-4.08e-02,
-7.12e-04,2.00e+00,-3.92e-02,
-7.12e-04,2.20e+00,-3.92e-02,
-7.12e-04,2.20e+00,-4.00e-02,
-7.11e-04,2.20e+00,-3.92e-02,
-7.11e-04,2.20e+00,-4.00e-02,
-7.11e-04,2.20e+00,-4.00e-02,
-7.11e-04,2.40e+00,-4.00e-02,
-7.11e-04,2.40e+00,-4.00e-02,
-7.10e-04,2.40e+00,-3.92e-02,
-7.10e-04,2.60e+00,-4.00e-02,
-7.10e-04,2.60e+00,-4.08e-02,
-7.10e-04,2.60e+00,-4.00e-02,
-7.10e-04,3.00e+00,-4.00e-02,
-7.09e-04,3.00e+00,-4.08e-02,
-7.09e-04,3.00e+00,-4.00e-02,
-7.09e-04,3.00e+00,-4.16e-02,
-7.09e-04,3.00e+00,-4.16e-02,
-7.09e-04,3.20e+00,-4.00e-02,
-7.08e-04,3.20e+00,-4.16e-02,
-7.08e-04,3.40e+00,-4.16e-02,
-7.08e-04,3.40e+00,-4.08e-02,
-7.08e-04,3.40e+00,-4.16e-02,
-7.08e-04,3.40e+00,-4.00e-02,
-7.07e-04,3.40e+00,-4.16e-02,
-7.07e-04,3.60e+00,-4.16e-02,
-7.07e-04,3.60e+00,-4.00e-02,
-7.07e-04,3.60e+00,-4.24e-02,
-7.07e-04,3.60e+00,-4.24e-02,
-7.06e-04,3.60e+00,-4.16e-02,
-7.06e-04,3.80e+00,-4.16e-02,
-7.06e-04,3.80e+00,-4.32e-02,
-7.06e-04,3.80e+00,-4.24e-02,
-7.06e-04,3.80e+00,-4.32e-02,
-7.05e-04,3.80e+00,-4.16e-02,
