X,CH1,CH2,
Second,Volt,Volt,
3.88e-05,1.60e+00,-3.52e-02,
3.90e-05,1.60e+00,-3.52e-02,
3.92e-05,1.40e+00,-3.52e-02,
3.94e-05,1.40e+00,-3.52e-02,
3.96e-05,1.40e+00,-3.52e-02,
3.98e-05,1.40e+00,-3.52e-02,
4.00e-05,1.20e+00,-3.44e-02,
4.02e-05,1.00e+00,-3.44e-02,
4.04e-05,1.00e+00,-3.44e-02,
4.06e-05,1.00e+00,-3.36e-02,
4.08e-05,1.00e+00,-3.44e-02,
4.10e-05,8.00e-01,-3.36e-02,
4.12e-05,8.00e-01,-3.68e-02,
4.14e-05,8.00e-01,-3.04e-02,
4.16e-05,8.00e-01,-3.60e-02,
4.18e-05,6.00e-01,-3.04e-02,
4.20e-05,6.00e-01,-3.12e-02,
4.22e-05,4.00e-01,-3.60e-02,
4.24e-05,4.00e-01,-3.04e-02,
4.26e-05,4.00e-01,-3.52e-02,
4.28e-05,2.00e-01,-3.28e-02,
4.30e-05,2.00e-01,-3.04e-02,
4.32e-05,2.00e-01,-3.28e-02,
4.34e-05,0.00e+00,-3.28e-02,
4.36e-05,0.00e+00,-3.20e-02,
4.38e-05,0.00e+00,-3.20e-02,
4.40e-05,0.00e+00,-3.04e-02,
4.42e-05,-2.00e-01,-3.20e-02,
4.44e-05,-2.00e-01,-3.20e-02,
4.46e-05,-4.00e-01,-3.12e-02,
4.48e-05,-4.00e-01,-3.12e-02,
4.50e-05,-4.00e-01,-3.12e-02,
4.52e-05,-6.00e-01,-3.04e-02,
4.54e-05,-6.00e-01,-3.04e-02,
4.56e-05,-6.00e-01,-3.04e-02,
4.58e-05,-6.00e-01,-3.12e-02,
4.60e-05,-6.00e-01,-3.04e-02,
4.62e-05,-8.00e-01,-3.04e-02,
4.64e-05,-1.00e+00,-3.04e-02,
4.66e-05,-1.00e+00,-3.04e-02,
4.68e-05,-1.00e+00,-3.04e-02,
4.70e-05,-1.20e+00,-2.96e-02,
4.72e-05,-1.20e+00,-2.88e-02,
4.74e-05,-1.20e+00,-3.04e-02,
4.76e-05,-1.40e+00,-2.88e-02,
4.78e-05,-1.40e+00,-3.04e-02,
4.80e-05,-1.40e+00,-2.88e-02,
4.82e-05,-1.60e+00,-2.80e-02,
4.84e-05,-1.60e+00,-2.96e-02,
4.86e-05,-1.80e+00,-2.88e-02,
4.88e-05,-1.80e+00,-2.88e-02,
4.90e-05,-1.80e+00,-2.80e-02,
4.92e-05,-2.00e+00,-2.72e-02,
4.94e-05,-2.00e+00,-2.72e-02,
4.96e-05,-2.00e+00,-2.88e-02,
4.98e-05,-2.00e+00,-2.88e-02,
5.00e-05,-2.00e+00,-2.88e-02,
5.02e-05,-2.20e+00,-2.88e-02,
5.04e-05,-2.20e+00,-2.72e-02,
5.06e-05,-2.20e+00,-2.72e-02,
5.08e-05,-2.20e+00,-2.64e-02,
5.10e-05,-2.40e+00,-2.72e-02,
5.12e-05,-2.60e+00,-2.64e-02,
5.14e-05,-2.60e+00,-2.72e-02,
5.16e-05,-2.60e+00,-2.72e-02,
5.18e-05,-2.60e+00,-2.72e-02,
5.20e-05,-2.80e+00,-2.72e-02,
5.22e-05,-2.80e+00,-2.56e-02,
5.24e-05,-2.80e+00,-2.56e-02,
5.26e-05,-2.80e+00,-2.64e-02,
5.28e-05,-3.00e+00,-2.64e-02,
5.30e-05,-3.00e+00,-2.64e-02,
5.32e-05,-3.00e+00,-2.56e-02,
5.34e-05,-3.20e+00,-2.56e-02,
5.36e-05,-3.20e+00,-2.56e-02,
5.38e-05,-3.20e+00,-2.64e-02,
5.40e-05,-3.40e+00,-2.56e-02,
5.42e-05,-3.40e+00,-2.56e-02,
5.44e-05,-3.40e+00,-2.56e-02,
5.46e-05,-3.40e+00,-2.48e-02,
5.48e-05,-3.60e+00,-2.56e-02,
5.50e-05,-3.60e+00,-2.56e-02,
5.52e-05,-3.60e+00,-2.56e-02,
5.54e-05,-3.60e+00,-2.48e-02,
5.56e-05,-3.60e+00,-2.48e-02,
5.58e-05,-3.80e+00,-2.48e-02,
5.60e-05,-3.80e+00,-2.48e-02,
5.62e-05,-3.80e+00,-2.40e-02,
5.64e-05,-3.80e+00,-2.40e-02,
5.66e-05,-4.00e+00,-2.40e-02,
5.68e-05,-4.00e+00,-2.48e-02,
5.70e-05,-4.00e+00,-2.32e-02,
5.72e-05,-4.20e+00,-2.64e-02,
5.74e-05,-4.20e+00,-2.40e-02,
5.76e-05,-4.20e+00,-2.56e-02,
5.78e-05,-4.20e+00,-2.48e-02,
5.80e-05,-4.20e+00,-2.40e-02,
5.82e-05,-4.20e+00,-2.40e-02,
5.84e-05,-4.20e+00,-2.32e-02,
5.86e-05,-4.40e+00,-2.48e-02,
5.88e-05,-4.40e+00,-2.40e-02,
5.90e-05,-4.40e+00,-2.40e-02,
5.92e-05,-4.40e+00,-2.32e-02,
5.94e-05,-4.60e+00,-2.48e-02,
5.96e-05,-4.60e+00,-2.48e-02,
5.98e-05,-4.60e+00,-2.32e-02,
6.00e-05,-4.60e+00,-2.40e-02,
6.02e-05,-4.60e+00,-2.40e-02,
6.04e-05,-4.60e+00,-2.40e-02,
6.06e-05,-4.60e+00,-2.40e-02,
6.08e-05,-4.60e+00,-2.32e-02,
6.10e-05,-4.80e+00,-2.40e-02,
6.12e-05,-4.80e+00,-2.40e-02,
6.14e-05,-4.80e+00,-2.32e-02,
6.16e-05,-4.80e+00,-2.32e-02,
6.18e-05,-4.80e+00,-2.40e-02,
6.20e-05,-4.80e+00,-2.32e-02,
6.22e-05,-4.80e+00,-2.32e-02,
6.24e-05,-5.00e+00,-2.32e-02,
6.26e-05,-5.00e+00,-2.40e-02,
6.28e-05,-4.80e+00,-2.40e-02,
6.30e-05,-5.00e+00,-2.32e-02,
6.32e-05,-5.00e+00,-2.40e-02,
6.34e-05,-4.80e+00,-2.40e-02,
6.36e-05,-5.00e+00,-2.32e-02,
6.38e-05,-5.00e+00,-2.40e-02,
6.40e-05,-5.00e+00,-2.32e-02,
6.42e-05,-5.00e+00,-2.32e-02,
6.44e-05,-5.00e+00,-2.40e-02,
6.46e-05,-5.00e+00,-2.48e-02,
6.48e-05,-5.00e+00,-2.40e-02,
6.50e-05,-5.00e+00,-2.24e-02,
6.52e-05,-5.20e+00,-2.32e-02,
6.54e-05,-5.00e+00,-2.24e-02,
6.56e-05,-5.20e+00,-2.32e-02,
6.58e-05,-5.20e+00,-2.32e-02,
6.60e-05,-5.20e+00,-2.40e-02,
6.62e-05,-5.20e+00,-2.40e-02,
6.64e-05,-5.20e+00,-2.40e-02,
6.66e-05,-5.00e+00,-2.32e-02,
6.68e-05,-5.00e+00,-2.32e-02,
6.70e-05,-5.20e+00,-2.40e-02,
6.72e-05,-5.00e+00,-2.24e-02,
6.74e-05,-5.20e+00,-2.40e-02,
6.76e-05,-5.20e+00,-2.40e-02,
6.78e-05,-5.00e+00,-2.32e-02,
6.80e-05,-5.20e+00,-2.48e-02,
6.82e-05,-5.00e+00,-2.40e-02,
6.84e-05,-5.00e+00,-2.40e-02,
6.86e-05,-5.00e+00,-2.40e-02,
6.88e-05,-5.00e+00,-2.32e-02,
6.90e-05,-5.20e+00,-2.40e-02,
6.92e-05,-5.00e+00,-2.40e-02,
6.94e-05,-5.00e+00,-2.40e-02,
6.96e-05,-5.00e+00,-2.40e-02,
6.98e-05,-5.00e+00,-2.40e-02,
7.00e-05,-5.00e+00,-2.40e-02,
7.02e-05,-5.00e+00,-2.40e-02,
7.04e-05,-5.00e+00,-2.48e-02,
7.06e-05,-5.00e+00,-2.48e-02,
7.08e-05,-4.80e+00,-2.40e-02,
7.10e-05,-5.00e+00,-2.40e-02,
7.12e-05,-4.80e+00,-2.48e-02,
7.14e-05,-4.80e+00,-2.40e-02,
7.16e-05,-4.80e+00,-2.48e-02,
7.18e-05,-4.80e+00,-2.48e-02,
7.20e-05,-4.80e+00,-2.56e-02,
7.22e-05,-4.80e+00,-2.72e-02,
7.24e-05,-4.80e+00,-2.40e-02,
7.26e-05,-4.80e+00,-2.08e-02,
7.28e-05,-4.80e+00,-2.72e-02,
7.30e-05,-4.60e+00,-2.32e-02,
7.32e-05,-4.60e+00,-2.56e-02,
7.34e-05,-4.40e+00,-2.64e-02,
7.36e-05,-4.60e+00,-2.56e-02,
7.38e-05,-4.60e+00,-2.56e-02,
7.40e-05,-4.40e+00,-2.32e-02,
7.42e-05,-4.40e+00,-2.72e-02,
7.44e-05,-4.40e+00,-2.56e-02,
7.46e-05,-4.40e+00,-2.48e-02,
7.48e-05,-4.40e+00,-2.56e-02,
7.50e-05,-4.40e+00,-2.56e-02,
7.52e-05,-4.20e+00,-2.64e-02,
7.54e-05,-4.20e+00,-2.56e-02,
7.56e-05,-4.20e+00,-2.64e-02,
7.58e-05,-4.20e+00,-2.72e-02,
7.60e-05,-4.00e+00,-2.56e-02,
7.62e-05,-4.00e+00,-2.56e-02,
7.64e-05,-4.00e+00,-2.72e-02,
7.66e-05,-4.00e+00,-2.72e-02,
7.68e-05,-4.00e+00,-2.72e-02,
7.70e-05,-4.00e+00,-2.72e-02,
7.72e-05,-3.60e+00,-2.72e-02,
7.74e-05,-3.80e+00,-2.80e-02,
7.76e-05,-3.80e+00,-2.72e-02,
7.78e-05,-3.60e+00,-2.72e-02,
7.80e-05,-3.60e+00,-2.72e-02,
7.82e-05,-3.60e+00,-2.72e-02,
7.84e-05,-3.60e+00,-2.80e-02,
7.86e-05,-3.40e+00,-2.80e-02,
7.88e-05,-3.40e+00,-2.72e-02,
7.90e-05,-3.40e+00,-2.72e-02,
7.92e-05,-3.40e+00,-2.72e-02,
7.94e-05,-3.40e+00,-2.96e-02,
7.96e-05,-3.20e+00,-2.80e-02,
7.98e-05,-3.20e+00,-2.72e-02,
8.00e-05,-3.20e+00,-2.88e-02,
8.02e-05,-3.20e+00,-3.04e-02,
8.04e-05,-3.00e+00,-3.04e-02,
8.06e-05,-3.00e+00,-3.04e-02,
8.08e-05,-3.00e+00,-2.96e-02,
8.10e-05,-2.80e+00,-3.04e-02,
8.12e-05,-2.80e+00,-2.88e-02,
8.14e-05,-2.80e+00,-2.96e-02,
8.16e-05,-2.60e+00,-2.96e-02,
8.18e-05,-2.60e+00,-2.96e-02,
8.20e-05,-2.60e+00,-3.04e-02,
8.22e-05,-2.40e+00,-2.96e-02,
8.24e-05,-2.40e+00,-3.04e-02,
8.26e-05,-2.40e+00,-3.12e-02,
8.28e-05,-2.20e+00,-3.04e-02,
8.30e-05,-2.20e+00,-3.04e-02,
8.32e-05,-2.20e+00,-3.12e-02,
8.34e-05,-2.20e+00,-3.12e-02,
8.36e-05,-2.00e+00,-3.04e-02,
8.38e-05,-2.00e+00,-3.12e-02,
8.40e-05,-1.80e+00,-3.20e-02,
8.42e-05,-1.80e+00,-3.20e-02,
8.44e-05,-1.80e+00,-3.12e-02,
8.46e-05,-1.80e+00,-3.20e-02,
8.48e-05,-1.60e+00,-3.28e-02,
8.50e-05,-1.60e+00,-3.20e-02,
8.52e-05,-1.40e+00,-3.36e-02,
8.54e-05,-1.40e+00,-3.12e-02,
8.56e-05,-1.40e+00,-3.28e-02,
8.58e-05,-1.40e+00,-3.28e-02,
8.60e-05,-1.20e+00,-3.36e-02,
8.62e-05,-1.20e+00,-3.36e-02,
8.64e-05,-1.20e+00,-3.36e-02,
8.66e-05,-1.00e+00,-3.36e-02,
8.68e-05,-1.00e+00,-3.36e-02,
8.70e-05,-1.00e+00,-3.36e-02,
8.72e-05,-8.00e-01,-3.36e-02,
8.74e-05,-8.00e-01,-3.36e-02,
8.76e-05,-6.00e-01,-3.52e-02,
8.78e-05,-6.00e-01,-3.52e-02,
8.80e-05,-6.00e-01,-3.52e-02,
8.82e-05,-6.00e-01,-3.44e-02,
8.84e-05,-4.00e-01,-3.44e-02,
8.86e-05,-4.00e-01,-3.36e-02,
8.88e-05,-2.00e-01,-3.36e-02,
8.90e-05,-2.00e-01,-3.44e-02,
8.92e-05,-2.00e-01,-3.52e-02,
8.94e-05,0.00e+00,-3.44e-02,
8.96e-05,0.00e+00,-3.52e-02,
8.98e-05,2.00e-01,-3.52e-02,
9.00e-05,2.00e-01,-3.52e-02,
9.02e-05,2.00e-01,-3.60e-02,
9.04e-05,2.00e-01,-3.68e-02,
9.06e-05,4.00e-01,-3.60e-02,
9.08e-05,4.00e-01,-3.60e-02,
9.10e-05,4.00e-01,-3.68e-02,
9.12e-05,6.00e-01,-3.68e-02,
9.14e-05,6.00e-01,-3.68e-02,
9.16e-05,6.00e-01,-3.68e-02,
9.18e-05,6.00e-01,-3.68e-02,
9.20e-05,8.00e-01,-3.68e-02,
9.22e-05,8.00e-01,-3.60e-02,
9.24e-05,8.00e-01,-3.68e-02,
9.26e-05,8.00e-01,-3.76e-02,
9.28e-05,1.00e+00,-3.76e-02,
9.30e-05,1.00e+00,-3.84e-02,
9.32e-05,1.20e+00,-3.84e-02,
9.34e-05,1.20e+00,-3.84e-02,
9.36e-05,1.20e+00,-3.84e-02,
9.38e-05,1.40e+00,-3.84e-02,
9.40e-05,1.40e+00,-3.76e-02,
9.42e-05,1.40e+00,-3.84e-02,
9.44e-05,1.60e+00,-3.84e-02,
9.46e-05,1.60e+00,-3.84e-02,
9.48e-05,1.60e+00,-4.00e-02,
9.50e-05,1.80e+00,-4.00e-02,
9.52e-05,1.80e+00,-4.08e-02,
9.54e-05,1.80e+00,-4.00e-02,
9.56e-05,1.80e+00,-4.00e-02,
9.58e-05,2.00e+00,-3.92e-02,
9.60e-05,2.00e+00,-3.84e-02,
9.62e-05,2.20e+00,-3.84e-02,
9.64e-05,2.20e+00,-4.00e-02,
9.66e-05,2.20e+00,-4.00e-02,
9.68e-05,2.20e+00,-4.00e-02,
9.70e-05,2.40e+00,-4.08e-02,
9.72e-05,2.40e+00,-4.00e-02,
9.74e-05,2.40e+00,-4.00e-02,
9.76e-05,2.60e+00,-4.16e-02,
9.78e-05,3.00e+00,-4.00e-02,
9.80e-05,2.60e+00,-4.00e-02,
9.82e-05,2.60e+00,-4.00e-02,
9.84e-05,3.00e+00,-4.08e-02,
9.86e-05,3.00e+00,-4.16e-02,
9.88e-05,3.00e+00,-4.08e-02,
9.90e-05,3.20e+00,-4.16e-02,
9.92e-05,3.20e+00,-4.16e-02,
9.94e-05,3.20e+00,-4.16e-02,
9.96e-05,3.20e+00,-4.16e-02,
9.98e-05,3.40e+00,-4.08e-02,
1.00e-04,3.40e+00,-4.16e-02,
1.00e-04,3.40e+00,-4.16e-02,
1.00e-04,3.40e+00,-4.08e-02,
1.01e-04,3.60e+00,-4.16e-02,
1.01e-04,3.60e+00,-4.16e-02,
1.01e-04,3.60e+00,-4.16e-02,
1.01e-04,3.60e+00,-4.16e-02,
1.01e-04,3.60e+00,-4.16e-02,
1.02e-04,3.60e+00,-4.24e-02,
1.02e-04,3.80e+00,-4.16e-02,
1.02e-04,3.80e+00,-4.16e-02,
1.02e-04,3.80e+00,-4.24e-02,
1.02e-04,3.80e+00,-4.24e-02,
1.03e-04,4.00e+00,-4.32e-02,
1.03e-04,4.00e+00,-4.16e-02,
1.03e-04,4.00e+00,-4.48e-02,
1.03e-04,4.20e+00,-3.68e-02,
1.03e-04,4.00e+00,-4.24e-02,
1.04e-04,4.00e+00,-4.40e-02,
1.04e-04,4.20e+00,-3.84e-02,
1.04e-04,4.20e+00,-4.72e-02,
1.04e-04,4.40e+00,-4.16e-02,
1.04e-04,4.40e+00,-4.32e-02,
1.05e-04,4.40e+00,-4.32e-02,
1.05e-04,4.40e+00,-4.16e-02,
1.05e-04,4.40e+00,-4.32e-02,
1.05e-04,4.40e+00,-4.32e-02,
1.05e-04,4.40e+00,-4.48e-02,
1.06e-04,4.60e+00,-4.32e-02,
1.06e-04,4.40e+00,-4.08e-02,
1.06e-04,4.60e+00,-4.40e-02,
1.06e-04,4.60e+00,-4.40e-02,
1.06e-04,4.60e+00,-4.24e-02,
1.07e-04,4.60e+00,-4.32e-02,
1.07e-04,4.60e+00,-4.24e-02,
1.07e-04,4.60e+00,-4.32e-02,
1.07e-04,4.60e+00,-4.32e-02,
1.07e-04,4.60e+00,-4.40e-02,
1.08e-04,4.80e+00,-4.32e-02,
1.08e-04,4.80e+00,-4.32e-02,
1.08e-04,4.80e+00,-4.24e-02,
1.08e-04,4.80e+00,-4.32e-02,
1.08e-04,4.80e+00,-4.32e-02,
1.09e-04,4.80e+00,-4.32e-02,
1.09e-04,4.80e+00,-4.32e-02,
1.09e-04,4.80e+00,-4.32e-02,
1.09e-04,4.80e+00,-4.32e-02,
1.09e-04,4.80e+00,-4.32e-02,
1.10e-04,4.80e+00,-4.32e-02,
1.10e-04,5.00e+00,-4.16e-02,
1.10e-04,4.80e+00,-4.32e-02,
1.10e-04,4.80e+00,-4.24e-02,
1.10e-04,4.80e+00,-4.16e-02,
1.11e-04,4.80e+00,-4.32e-02,
1.11e-04,5.00e+00,-4.32e-02,
1.11e-04,5.00e+00,-4.32e-02,
1.11e-04,4.80e+00,-4.48e-02,
1.11e-04,4.80e+00,-4.48e-02,
1.12e-04,5.00e+00,-4.32e-02,
1.12e-04,4.80e+00,-4.32e-02,
1.12e-04,4.80e+00,-4.40e-02,
1.12e-04,5.00e+00,-4.24e-02,
1.12e-04,4.80e+00,-4.32e-02,
1.13e-04,5.00e+00,-4.32e-02,
1.13e-04,4.80e+00,-4.32e-02,
1.13e-04,4.80e+00,-4.24e-02,
1.13e-04,4.80e+00,-4.32e-02,
1.13e-04,4.80e+00,-4.32e-02,
1.14e-04,4.80e+00,-4.32e-02,
1.14e-04,4.80e+00,-4.32e-02,
1.14e-04,4.80e+00,-4.32e-02,
1.14e-04,4.80e+00,-4.24e-02,
1.14e-04,4.60e+00,-4.32e-02,
1.15e-04,4.60e+00,-4.32e-02,
1.15e-04,4.80e+00,-4.32e-02,
1.15e-04,4.80e+00,-4.24e-02,
1.15e-04,4.80e+00,-4.16e-02,
1.15e-04,4.60e+00,-4.16e-02,
1.16e-04,4.60e+00,-4.16e-02,
1.16e-04,4.60e+00,-4.24e-02,
1.16e-04,4.60e+00,-4.32e-02,
1.16e-04,4.60e+00,-4.16e-02,
1.16e-04,4.60e+00,-4.24e-02,
1.17e-04,4.60e+00,-4.24e-02,
1.17e-04,4.60e+00,-4.24e-02,
1.17e-04,4.60e+00,-4.16e-02,
1.17e-04,4.60e+00,-4.16e-02,
1.17e-04,4.40e+00,-4.24e-02,
1.18e-04,4.40e+00,-4.16e-02,
1.18e-04,4.40e+00,-4.00e-02,
1.18e-04,4.40e+00,-4.16e-02,
1.18e-04,4.40e+00,-4.24e-02,
1.18e-04,4.40e+00,-4.16e-02,
1.19e-04,4.40e+00,-4.40e-02,
1.19e-04,4.20e+00,-4.00e-02,
1.19e-04,4.40e+00,-4.08e-02,
1.19e-04,4.40e+00,-4.08e-02,
1.19e-04,4.20e+00,-3.92e-02,
1.20e-04,4.00e+00,-4.16e-02,
1.20e-04,4.00e+00,-4.00e-02,
1.20e-04,4.00e+00,-4.08e-02,
1.20e-04,4.00e+00,-4.08e-02,
1.20e-04,4.00e+00,-4.00e-02,
1.21e-04,4.00e+00,-4.00e-02,
1.21e-04,3.80e+00,-4.00e-02,
1.21e-04,3.80e+00,-4.16e-02,
1.21e-04,3.80e+00,-4.08e-02,
1.21e-04,3.60e+00,-4.00e-02,
1.22e-04,3.80e+00,-4.00e-02,
1.22e-04,3.80e+00,-4.00e-02,
1.22e-04,3.60e+00,-3.92e-02,
1.22e-04,3.60e+00,-4.00e-02,
1.22e-04,3.60e+00,-4.00e-02,
1.23e-04,3.40e+00,-4.00e-02,
1.23e-04,3.40e+00,-3.84e-02,
1.23e-04,3.40e+00,-3.92e-02,
1.23e-04,3.20e+00,-3.92e-02,
1.23e-04,3.20e+00,-3.92e-02,
1.24e-04,3.20e+00,-3.84e-02,
1.24e-04,3.20e+00,-3.76e-02,
1.24e-04,3.00e+00,-3.84e-02,
1.24e-04,3.00e+00,-3.84e-02,
1.24e-04,3.00e+00,-3.84e-02,
1.25e-04,3.00e+00,-3.76e-02,
1.25e-04,3.00e+00,-3.68e-02,
1.25e-04,2.60e+00,-3.84e-02,
1.25e-04,2.60e+00,-3.76e-02,
1.25e-04,2.60e+00,-3.68e-02,
1.26e-04,2.40e+00,-3.92e-02,
1.26e-04,2.40e+00,-3.92e-02,
1.26e-04,2.40e+00,-3.68e-02,
1.26e-04,2.20e+00,-3.84e-02,
1.26e-04,2.20e+00,-3.68e-02,
1.27e-04,2.20e+00,-3.52e-02,
1.27e-04,2.20e+00,-3.52e-02,
1.27e-04,2.20e+00,-3.68e-02,
1.27e-04,2.20e+00,-3.60e-02,
1.27e-04,2.00e+00,-3.68e-02,
1.28e-04,1.80e+00,-3.68e-02,
1.28e-04,1.80e+00,-3.60e-02,
1.28e-04,1.80e+00,-3.52e-02,
1.28e-04,1.80e+00,-3.60e-02,
1.28e-04,1.60e+00,-3.60e-02,
1.29e-04,1.60e+00,-3.52e-02,
1.29e-04,1.60e+00,-3.52e-02,
1.29e-04,1.40e+00,-3.52e-02,
1.29e-04,1.40e+00,-3.52e-02,
1.29e-04,1.40e+00,-3.44e-02,
1.30e-04,1.20e+00,-3.52e-02,
1.30e-04,1.20e+00,-3.44e-02,
1.30e-04,1.20e+00,-3.44e-02,
1.30e-04,1.00e+00,-3.44e-02,
1.30e-04,1.00e+00,-3.44e-02,
1.31e-04,1.00e+00,-3.36e-02,
1.31e-04,8.00e-01,-3.36e-02,
1.31e-04,8.00e-01,-3.36e-02,
1.31e-04,8.00e-01,-3.36e-02,
1.31e-04,8.00e-01,-3.36e-02,
1.32e-04,6.00e-01,-3.36e-02,
1.32e-04,6.00e-01,-3.28e-02,
1.32e-04,6.00e-01,-3.36e-02,
1.32e-04,4.00e-01,-3.36e-02,
1.32e-04,4.00e-01,-3.28e-02,
1.33e-04,4.00e-01,-3.28e-02,
1.33e-04,2.00e-01,-3.28e-02,
1.33e-04,2.00e-01,-3.28e-02,
1.33e-04,0.00e+00,-3.36e-02,
1.33e-04,0.00e+00,-3.20e-02,
1.34e-04,0.00e+00,-3.20e-02,
1.34e-04,-2.00e-01,-3.12e-02,
1.34e-04,-2.00e-01,-3.36e-02,
1.34e-04,-2.00e-01,-3.52e-02,
1.34e-04,-2.00e-01,-2.56e-02,
1.35e-04,-6.00e-01,-3.20e-02,
1.35e-04,-4.00e-01,-2.96e-02,
1.35e-04,-6.00e-01,-3.36e-02,
1.35e-04,-6.00e-01,-2.40e-02,
1.35e-04,-8.00e-01,-3.52e-02,
1.36e-04,-8.00e-01,-3.68e-02,
1.36e-04,-8.00e-01,-2.40e-02,
1.36e-04,-8.00e-01,-3.52e-02,
1.36e-04,-1.00e+00,-2.96e-02,
1.36e-04,-1.00e+00,-2.64e-02,
1.37e-04,-1.00e+00,-3.04e-02,
1.37e-04,-1.20e+00,-3.04e-02,
1.37e-04,-1.20e+00,-2.96e-02,
1.37e-04,-1.20e+00,-2.96e-02,
1.37e-04,-1.40e+00,-3.12e-02,
1.38e-04,-1.60e+00,-2.88e-02,
1.38e-04,-1.40e+00,-2.88e-02,
1.38e-04,-1.60e+00,-3.04e-02,
1.38e-04,-1.60e+00,-2.88e-02,
1.38e-04,-1.80e+00,-2.88e-02,
1.39e-04,-1.80e+00,-2.88e-02,
1.39e-04,-1.80e+00,-2.88e-02,
1.39e-04,-1.80e+00,-2.88e-02,
1.39e-04,-2.00e+00,-2.88e-02,
1.39e-04,-2.00e+00,-2.80e-02,
1.40e-04,-2.20e+00,-2.80e-02,
1.40e-04,-2.20e+00,-2.80e-02,
1.40e-04,-2.20e+00,-2.72e-02,
1.40e-04,-2.20e+00,-2.80e-02,
1.40e-04,-2.40e+00,-2.88e-02,
1.41e-04,-2.20e+00,-2.64e-02,
1.41e-04,-2.40e+00,-2.72e-02,
1.41e-04,-2.60e+00,-2.56e-02,
1.41e-04,-2.60e+00,-2.56e-02,
1.41e-04,-2.60e+00,-2.72e-02,
1.42e-04,-2.80e+00,-2.64e-02,
1.42e-04,-2.80e+00,-2.72e-02,
1.42e-04,-2.80e+00,-2.88e-02,
1.42e-04,-3.00e+00,-2.64e-02,
1.42e-04,-3.00e+00,-2.72e-02,
1.43e-04,-3.00e+00,-2.64e-02,
1.43e-04,-3.00e+00,-2.64e-02,
1.43e-04,-3.00e+00,-2.64e-02,
1.43e-04,-3.20e+00,-2.64e-02,
1.43e-04,-3.20e+00,-2.64e-02,
1.44e-04,-3.40e+00,-2.56e-02,
1.44e-04,-3.40e+00,-2.48e-02,
1.44e-04,-3.40e+00,-2.56e-02,
1.44e-04,-3.40e+00,-2.56e-02,
1.44e-04,-3.40e+00,-2.56e-02,
1.45e-04,-3.60e+00,-2.56e-02,
1.45e-04,-3.60e+00,-2.56e-02,
1.45e-04,-3.60e+00,-2.56e-02,
1.45e-04,-3.60e+00,-2.48e-02,
1.45e-04,-3.60e+00,-2.56e-02,
1.46e-04,-3.80e+00,-2.48e-02,
1.46e-04,-3.80e+00,-2.48e-02,
1.46e-04,-3.80e+00,-2.56e-02,
1.46e-04,-3.80e+00,-2.48e-02,
1.46e-04,-4.00e+00,-2.40e-02,
1.47e-04,-4.00e+00,-2.56e-02,
1.47e-04,-4.00e+00,-2.40e-02,
1.47e-04,-4.00e+00,-2.40e-02,
1.47e-04,-4.20e+00,-2.56e-02,
1.47e-04,-4.20e+00,-2.48e-02,
1.48e-04,-4.20e+00,-2.40e-02,
1.48e-04,-4.20e+00,-2.48e-02,
1.48e-04,-4.20e+00,-2.48e-02,
1.48e-04,-4.20e+00,-2.40e-02,
1.48e-04,-4.40e+00,-2.32e-02,
1.49e-04,-4.40e+00,-2.32e-02,
1.49e-04,-4.40e+00,-2.40e-02,
1.49e-04,-4.60e+00,-2.48e-02,
1.49e-04,-4.40e+00,-2.40e-02,
1.49e-04,-4.60e+00,-2.24e-02,
1.50e-04,-4.60e+00,-2.56e-02,
1.50e-04,-4.60e+00,-2.48e-02,
1.50e-04,-4.60e+00,-2.40e-02,
1.50e-04,-4.60e+00,-2.48e-02,
1.50e-04,-4.80e+00,-2.40e-02,
1.51e-04,-4.60e+00,-2.32e-02,
1.51e-04,-4.80e+00,-2.40e-02,
1.51e-04,-4.80e+00,-2.32e-02,
1.51e-04,-4.80e+00,-2.40e-02,
1.51e-04,-4.80e+00,-2.32e-02,
1.52e-04,-4.80e+00,-2.40e-02,
1.52e-04,-4.80e+00,-2.40e-02,
1.52e-04,-4.80e+00,-2.32e-02,
1.52e-04,-5.00e+00,-2.40e-02,
1.52e-04,-4.80e+00,-2.40e-02,
1.53e-04,-5.00e+00,-2.40e-02,
1.53e-04,-5.00e+00,-2.32e-02,
1.53e-04,-5.00e+00,-2.40e-02,
1.53e-04,-5.00e+00,-2.32e-02,
1.53e-04,-5.00e+00,-2.40e-02,
1.54e-04,-4.80e+00,-2.32e-02,
1.54e-04,-5.00e+00,-2.32e-02,
1.54e-04,-5.00e+00,-2.40e-02,
1.54e-04,-5.00e+00,-2.40e-02,
1.54e-04,-5.00e+00,-2.32e-02,
1.55e-04,-5.00e+00,-2.32e-02,
1.55e-04,-5.00e+00,-2.32e-02,
1.55e-04,-5.20e+00,-2.32e-02,
1.55e-04,-5.00e+00,-2.40e-02,
1.55e-04,-5.00e+00,-2.24e-02,
1.56e-04,-5.20e+00,-2.40e-02,
1.56e-04,-5.20e+00,-2.40e-02,
1.56e-04,-5.20e+00,-2.32e-02,
1.56e-04,-5.00e+00,-2.40e-02,
1.56e-04,-5.00e+00,-2.48e-02,
1.57e-04,-5.20e+00,-2.40e-02,
1.57e-04,-5.00e+00,-2.32e-02,
1.57e-04,-5.20e+00,-2.48e-02,
