time	V(n001)	I(C1)
4.863823107184301e+000	1.499959e-001	9.861548e-001
4.874063107183913e+000	1.600860e-001	9.845571e-001
4.884303107183525e+000	1.701593e-001	9.828562e-001
4.894543107183138e+000	1.802146e-001	9.810522e-001
4.904783107182750e+000	1.902509e-001	9.791453e-001
4.915023107182362e+000	2.002671e-001	9.771358e-001
4.925263107181975e+000	2.102623e-001	9.750239e-001
4.935503107181587e+000	2.202353e-001	9.728098e-001
4.945743107181199e+000	2.301851e-001	9.704936e-001
4.955983107180812e+000	2.401106e-001	9.680758e-001
4.966223107180424e+000	2.500109e-001	9.655564e-001
4.976463107180036e+000	2.598849e-001	9.629359e-001
4.986703107179649e+000	2.697315e-001	9.602144e-001
4.996943107179261e+000	2.795497e-001	9.573922e-001
5.007183107178873e+000	2.893385e-001	9.544697e-001
5.017423107178486e+000	2.990969e-001	9.514471e-001
5.027663107178098e+000	3.088238e-001	9.483248e-001
5.037903107177710e+000	3.185183e-001	9.451031e-001
5.048143107177323e+000	3.281792e-001	9.417823e-001
5.058383107176935e+000	3.378056e-001	9.383628e-001
5.068623107176547e+000	3.473966e-001	9.348450e-001
5.078863107176160e+000	3.569509e-001	9.312291e-001
5.089103107175772e+000	3.664678e-001	9.275156e-001
5.099343107175384e+000	3.759461e-001	9.237050e-001
5.109583107174997e+000	3.853849e-001	9.197975e-001
5.119823107174609e+000	3.947832e-001	9.157936e-001
5.130063107174221e+000	4.041401e-001	9.116937e-001
5.140303107173834e+000	4.134544e-001	9.074983e-001
5.150543107173446e+000	4.227253e-001	9.032077e-001
5.160783107173058e+000	4.319518e-001	8.988225e-001
5.171023107172671e+000	4.411329e-001	8.943431e-001
5.181263107172283e+000	4.502676e-001	8.897700e-001
5.191503107171895e+000	4.593550e-001	8.851036e-001
5.201743107171508e+000	4.683942e-001	8.803444e-001
5.211983107171120e+000	4.773842e-001	8.754930e-001
5.222223107170732e+000	4.863240e-001	8.705498e-001
5.232463107170345e+000	4.952127e-001	8.655154e-001
5.242703107169957e+000	5.040494e-001	8.603903e-001
5.252943107169569e+000	5.128332e-001	8.551751e-001
5.263183107169182e+000	5.215631e-001	8.498701e-001
5.273423107168794e+000	5.302383e-001	8.444762e-001
5.283663107168406e+000	5.388577e-001	8.389938e-001
5.293903107168019e+000	5.474206e-001	8.334234e-001
5.304143107167631e+000	5.559259e-001	8.277658e-001
5.314383107167243e+000	5.643729e-001	8.220213e-001
5.324623107166856e+000	5.727606e-001	8.161908e-001
5.334863107166468e+000	5.810882e-001	8.102747e-001
5.345103107166080e+000	5.893548e-001	8.042737e-001
5.355343107165693e+000	5.975594e-001	7.981884e-001
5.365583107165305e+000	6.057013e-001	7.920195e-001
5.375823107164917e+000	6.137797e-001	7.857677e-001
5.386063107164530e+000	6.217936e-001	7.794334e-001
5.396303107164142e+000	6.297422e-001	7.730176e-001
5.406543107163754e+000	6.376247e-001	7.665207e-001
5.416783107163367e+000	6.454403e-001	7.599435e-001
5.427023107162979e+000	6.531881e-001	7.532868e-001
5.437263107162591e+000	6.608673e-001	7.465511e-001
5.447503107162204e+000	6.684772e-001	7.397372e-001
5.457743107161816e+000	6.760169e-001	7.328457e-001
5.467983107161428e+000	6.834856e-001	7.258776e-001
5.478223107161041e+000	6.908826e-001	7.188333e-001
5.488463107160653e+000	6.982071e-001	7.117138e-001
5.498703107160265e+000	7.054582e-001	7.045197e-001
5.508943107159878e+000	7.126353e-001	6.972519e-001
5.519183107159490e+000	7.197377e-001	6.899109e-001
5.529423107159103e+000	7.267645e-001	6.824977e-001
5.539663107158715e+000	7.337150e-001	6.750131e-001
5.549903107158327e+000	7.405885e-001	6.674577e-001
5.560143107157940e+000	7.473843e-001	6.598324e-001
5.570383107157552e+000	7.541016e-001	6.521381e-001
5.580623107157164e+000	7.607399e-001	6.443753e-001
5.590863107156777e+000	7.672982e-001	6.365452e-001
5.601103107156389e+000	7.737761e-001	6.286483e-001
5.611343107156001e+000	7.801727e-001	6.206856e-001
5.621583107155614e+000	7.864875e-001	6.126580e-001
5.631823107155226e+000	7.927197e-001	6.045661e-001
5.642063107154838e+000	7.988688e-001	5.964109e-001
5.652303107154451e+000	8.049340e-001	5.881934e-001
5.662543107154063e+000	8.109148e-001	5.799142e-001
5.672783107153675e+000	8.168104e-001	5.715742e-001
5.683023107153288e+000	8.226204e-001	5.631744e-001
5.693263107152900e+000	8.283440e-001	5.547157e-001
5.703503107152512e+000	8.339808e-001	5.461989e-001
5.713743107152125e+000	8.395301e-001	5.376249e-001
5.723983107151737e+000	8.449911e-001	5.289946e-001
5.734223107151349e+000	8.503637e-001	5.203090e-001
5.744463107150962e+000	8.556469e-001	5.115688e-001
5.754703107150574e+000	8.608404e-001	5.027751e-001
5.764943107150186e+000	8.659436e-001	4.939288e-001
5.775183107149799e+000	8.709559e-001	4.850308e-001
5.785423107149411e+000	8.758768e-001	4.760820e-001
5.795663107149023e+000	8.807059e-001	4.670834e-001
5.805903107148636e+000	8.854425e-001	4.580359e-001
5.816143107148248e+000	8.900863e-001	4.489405e-001
5.826383107147860e+000	8.946367e-001	4.397981e-001
5.836623107147473e+000	8.990932e-001	4.306096e-001
5.846863107147085e+000	9.034554e-001	4.213761e-001
5.857103107146697e+000	9.077228e-001	4.120986e-001
5.867343107146310e+000	9.118950e-001	4.027779e-001
5.877583107145922e+000	9.159716e-001	3.934150e-001
5.887823107145534e+000	9.199520e-001	3.840110e-001
5.898063107145147e+000	9.238360e-001	3.745669e-001
5.908303107144759e+000	9.276230e-001	3.650835e-001
5.918543107144371e+000	9.313127e-001	3.555620e-001
5.928783107143984e+000	9.349048e-001	3.460033e-001
5.939023107143596e+000	9.383988e-001	3.364084e-001
5.949263107143208e+000	9.417943e-001	3.267784e-001
5.959503107142821e+000	9.450911e-001	3.171141e-001
5.969743107142433e+000	9.482887e-001	3.074167e-001
5.979983107142045e+000	9.513869e-001	2.976872e-001
5.990223107141658e+000	9.543852e-001	2.879266e-001
6.000463107141270e+000	9.572835e-001	2.781358e-001
6.010703107140882e+000	9.600813e-001	2.683160e-001
6.020943107140495e+000	9.627785e-001	2.584682e-001
6.031183107140107e+000	9.653747e-001	2.485934e-001
6.041423107139719e+000	9.678696e-001	2.386926e-001
6.051663107139332e+000	9.702631e-001	2.287669e-001
6.061903107138944e+000	9.725547e-001	2.188173e-001
6.072143107138556e+000	9.747443e-001	2.088448e-001
6.082383107138169e+000	9.768317e-001	1.988506e-001
6.092623107137781e+000	9.788167e-001	1.888356e-001
6.102863107137393e+000	9.806991e-001	1.788009e-001
6.113103107137006e+000	9.824785e-001	1.687476e-001
6.123343107136618e+000	9.841549e-001	1.586766e-001
6.133583107136230e+000	9.857281e-001	1.485892e-001
6.143823107135843e+000	9.871980e-001	1.384862e-001
6.154063107135455e+000	9.885643e-001	1.283689e-001
6.164303107135067e+000	9.898269e-001	1.182382e-001
6.174543107134680e+000	9.909858e-001	1.080952e-001
6.184783107134292e+000	9.920407e-001	9.794091e-002
6.195023107133904e+000	9.929916e-001	8.777651e-002
6.205263107133517e+000	9.938383e-001	7.760300e-002
6.215503107133129e+000	9.945809e-001	6.742147e-002
6.225743107132741e+000	9.952191e-001	5.723296e-002
6.235983107132354e+000	9.957529e-001	4.703856e-002
6.246223107131966e+000	9.961824e-001	3.683934e-002
6.256463107131578e+000	9.965074e-001	2.663635e-002
6.266703107131191e+000	9.967279e-001	1.643068e-002
6.276943107130803e+000	9.968439e-001	6.223382e-003
6.283183107130567e+000	9.968634e-001	2.976057e-006
6.283185307179590e+000	9.968634e-001	7.828930e-007
